"year","ico","Grant_amount_total_CZK","Grant_amount_EU_CZK","municipality_id","municipality"
"2010","00266230",7237159.11,6151585.2,4201,"Bílina"
"2010","00267449",154757446.2,131543827.43,6102,"Havlíčkův Brod"
"2010","00267538",32779098.07,27862232.44,6104,"Chotěboř"
"2010","00268810",117346428.17,73508432.68,5205,"Hradec Králové"
"2010","00269247",16718462.89,14210693.39,5212,"Nový Bydžov"
"2010","00270211",13821298,11748105,5304,"Chrudim"
"2010","00271560",16360266.65,13906226.6,5204,"Hořice"
"2010","00271632",15780795.63,13413676.28,5207,"Jičín"
"2010","00271888",1282231.26,1089896.57,5210,"Nová Paka"
"2010","00272523",10469464.62,8899044.87,5201,"Broumov"
"2010","00272868",10454318,8886171,5209,"Náchod"
"2010","00272876",24231008.97,20596357.59,5211,"Nové Město nad Metují"
"2010","00273571",25562029,21727724.62,5303,"Holice"
"2010","00274046",110088093.24,93574877.31,5309,"Pardubice"
"2010","00274101",5607600,4766459.87,5311,"Přelouč"
"2010","00274879",3262750.74,2773338.12,5202,"Dobruška"
"2010","00274968",2599200,2209320,5208,"Kostelec nad Orlicí"
"2010","00275336",6053361,5145356.85,5213,"Rychnov nad Kněžnou"
"2010","00275808",13297444.04,11302827.42,5104,"Jilemnice"
"2010","00276111",5246062.98,4459153.53,5107,"Semily"
"2010","00276227",11566867.59,9831837.51,5109,"Turnov"
"2010","00276944",376865209.8,330575653.57,5307,"Litomyšl"
"2010","00277037",1102141,936819.85,5308,"Moravská Třebová"
"2010","00277444",13707957.77,11651763.58,5312,"Svitavy"
"2010","00277819",81009993.21,68858493.89,5203,"Dvůr Králové nad Labem"
"2010","00278360",31288340.54,26595089.39,5214,"Trutnov"
"2010","00278475",3045858.24,2588979.5,5215,"Vrchlabí"
"2010","00279072",1380312.4,1173265.54,5305,"Králíky"
"2010","00279102",8754696.06,7441491.64,5306,"Lanškroun"
"2010","00279676",16391681,13932928.85,5313,"Ústí nad Orlicí"
"2010","00279773",11926942.92,10137901.46,5314,"Vysoké Mýto"
"2010","00279846",4073943.06,3462851.24,5315,"Žamberk"
"2010","00279943",1812680.94,1540778.78,6201,"Blansko"
"2010","00279978",35734616.18,30374423.01,6202,"Boskovice"
"2010","00281859",3083098,2620633.3,6208,"Ivančice"
"2010","00281964",8567859.75,7282680.77,6209,"Kuřim"
"2010","00282481",6457148.21,5488575.94,6214,"Rosice"
"2010","00282651",11396656.84,9687158.3,6216,"Šlapanice"
"2010","00282707",6456057.56,5487648.92,6217,"Tišnov"
"2010","00282979",8624149,7330526.65,6221,"Židlochovice"
"2010","00283061",16007359,13606254.24,6204,"Břeclav"
"2010","00283193",26270914.84,22330277.92,6207,"Hustopeče"
"2010","00283347",5899359.83,5014455.83,6211,"Mikulov"
"2010","00283509",13754194.97,11691064.87,6213,"Pohořelice"
"2010","00283924",427708223.68,363551989,7213,"Zlín"
"2010","00284165",40709882,34603399.45,7204,"Luhačovice"
"2010","00284301",12326571.24,10477585.52,7205,"Otrokovice"
"2010","00284611",12694967.76,10515597.95,7209,"Valašské Klobouky"
"2010","00284653",6593826.04,5604752.12,7211,"Vizovice"
"2010","00284891",23669482.14,20119058.29,6206,"Hodonín"
"2010","00285030",158220615.96,134487521.84,6210,"Kyjov"
"2010","00285455",75093870.08,25053516.68,6218,"Veselí nad Moravou"
"2010","00286010",113801901.64,96731615.61,6105,"Jihlava"
"2010","00286745",9340555.61,7939472.27,6112,"Telč"
"2010","00287113",7551395.1,6418685.81,7201,"Bystřice pod Hostýnem"
"2010","00287172",39970023.31,32173169.78,7202,"Holešov"
"2010","00287351",25264988.01,21475238.64,7203,"Kroměříž"
"2010","00288365",156645088.77,133148325.4,7103,"Konice"
"2010","00288659",9535836.06,8105460.61,7108,"Prostějov"
"2010","00289931",1464902,1245166.7,6106,"Moravské Budějovice"
"2010","00289965",13645145.49,11598373.66,6107,"Náměšť nad Oslavou"
"2010","00290629",73323250.59,59825870.93,6113,"Třebíč"
"2010","00291463",146059229.12,124150344.21,7208,"Uherský Brod"
"2010","00291471",76161726.81,65165533.73,7207,"Uherské Hradiště"
"2010","00291676",55583487.34,47245964.18,6205,"Bučovice"
"2010","00292311",51454878.43,43736646.62,6215,"Slavkov u Brna"
"2010","00292427",10086009.46,8573107.91,6219,"Vyškov"
"2010","00293199",24739214.5,21028331.93,6212,"Moravský Krumlov"
"2010","00293881",90295711.09,73786901.78,6220,"Znojmo"
"2010","00294136",24793525.5,17100377.48,6101,"Bystřice nad Pernštejnem"
"2010","00294900",17863255.47,15183766.41,6108,"Nové Město na Moravě"
"2010","00295671",5450314.04,4632766.92,6114,"Velké Meziříčí"
"2010","00295841",28883957.79,24551364.07,6115,"Žďár nad Sázavou"
"2010","00295892",21348086.16,18145872.94,8103,"Bruntál"
"2010","00296139",171067185.23,145407107.05,8114,"Krnov"
"2010","00296317",36984362.91,31436707.04,8120,"Rýmařov"
"2010","00296643",143068981.69,121608634.73,8106,"Frýdek-Místek"
"2010","00296651",3752441.65,3189575.37,8107,"Frýdlant nad Ostravicí"
"2010","00296759",0,0,8110,"Jablunkov"
"2010","00297313",4224387,3590728.95,8121,"Třinec"
"2010","00297437",41871024.22,35590368.81,8104,"Český Těšín"
"2010","00297488",213421988.51,181408690.11,8108,"Havířov"
"2010","00297534",88674859.11,75373629.22,8111,"Karviná"
"2010","00297569",31628594.64,26884304.29,8102,"Bohumín"
"2010","00297577",21322016,18123713.65,8118,"Orlová"
"2010","00297755",2278629,1936834.62,8101,"Bílovec"
"2010","00297852",4879135.39,4147265.07,8105,"Frenštát pod Radhoštěm"
"2010","00298077",86273918.34,73332830.68,8112,"Kopřivnice"
"2010","00298212",6272806.1,5331885.32,8115,"Nový Jičín"
"2010","00299138",18700961.74,15895817.4,7105,"Litovel"
"2010","00299308",73163820.75,62189246.21,7107,"Olomouc"
"2010","00299529",34697521.2,29492892.81,7110,"Šternberk"
"2010","00299634",16847148.7,14319681.13,7112,"Uničov"
"2010","00300063",2919871.06,2481890.21,8109,"Hlučín"
"2010","00300292",1607001.66,1365951.4,8113,"Kravaře"
"2010","00300535",300130932.19,240043381.57,8117,"Opava"
"2010","00300870",28623387.7,24329879,8122,"Vítkov"
"2010","00301311",941343.2,800141.54,7101,"Hranice"
"2010","00301493",5631839,4787062.54,7104,"Lipník nad Bečvou"
"2010","00301825",51154150.48,37173744.89,7109,"Přerov"
"2010","00302724",8303820.6,7058246.61,7102,"Jeseník"
"2010","00303038",15124718.53,12856010.73,7106,"Mohelnice"
"2010","00303461",24065303.13,20455507.61,7111,"Šumperk"
"2010","00304271",3244448,2757780.8,7206,"Rožnov pod Radhoštěm"
"2010","00304387",32901531.26,27966301.19,7210,"Valašské Meziříčí"
"2010","00304450",20037624.73,17031978.86,7212,"Vsetín"
"2010","00845451",755484075.14,637762176.91,8119,"Ostrava"
"2010","44992785",648370800.41,497658802.36,6203,"Brno"
"2011","00075370",736586602.07,618942605.86,3209,"Plzeň"
"2011","00081531",74125590,63006750.15,4214,"Ústí nad Labem"
"2011","00231401",3899394.42,3161719.42,2101,"Benešov"
"2011","00232947",5922787,5034368,2125,"Vlašim"
"2011","00232963",18825831.62,16001956.46,2126,"Votice"
"2011","00233129",64759256.74,55045359.66,2102,"Beroun"
"2011","00233242",4601571,3911335,2108,"Hořovice"
"2011","00234516",783028329.9,665574052.92,2109,"Kladno"
"2011","00234877",84723990.02,67849350.32,2124,"Slaný"
"2011","00235334",55631326.43,34541373.88,2106,"Český Brod"
"2011","00235440",23968220,20372985.84,2110,"Kolín"
"2011","00236021",38076596.49,19807720.65,2104,"Čáslav"
"2011","00236195",64453939,54785839.69,2112,"Kutná Hora"
"2011","00236977",40234853.95,32575555.59,2111,"Kralupy nad Vltavou"
"2011","00237108",50682589.58,39551349.55,2117,"Neratovice"
"2011","00238295",53025439.39,45071622.48,2115,"Mladá Boleslav"
"2011","00238309",89828705.12,75037235.43,2116,"Mnichovo Hradiště"
"2011","00239402",3349911,2847424,2113,"Lysá nad Labem"
"2011","00239500",5422746.67,4609334.64,2118,"Nymburk"
"2011","00239640",28997838.68,20042005.77,2119,"Poděbrady"
"2011","00240079",20996751.58,16721521.58,2103,"Brandýs nad Labem-Stará Boleslav"
"2011","00240702",114197645.72,97067995.04,2122,"Říčany"
"2011","00241121",326140001.66,276282247.42,2105,"Černošice"
"2011","00242098",52046738.11,43640740.74,2107,"Dobříš"
"2011","00243132",108259349.05,89683098.05,2120,"Příbram"
"2011","00243272",1011900,860115,2123,"Sedlčany"
"2011","00244309",32041907.03,23899637.13,2121,"Rakovník"
"2011","00244732",173121951.52,147153656.83,3102,"České Budějovice"
"2011","00245585",7126637.8,6057641.91,3115,"Týn nad Vltavou"
"2011","00245836",27724054.47,23551191.32,3103,"Český Krumlov"
"2011","00245941",5095909,4331522.64,3106,"Kaplice"
"2011","00246476",4037897.34,3432212.43,3104,"Dačice"
"2011","00246875",15461216.4,13142033.92,3105,"Jindřichův Hradec"
"2011","00247618",49810644.06,42339044.31,3114,"Třeboň"
"2011","00248266",5251438.2,4372471.95,6103,"Humpolec"
"2011","00248789",19899179,16914302.15,6109,"Pacov"
"2011","00248801",60642153.08,51545825.84,6110,"Pelhřimov"
"2011","00249831",35455670.32,30137318.05,3107,"Milevsko"
"2011","00249998",52154403.65,44331240.11,3108,"Písek"
"2011","00250627",6554821.98,5571597.58,3109,"Prachatice"
"2011","00250805",31386080.2,26678168.16,3116,"Vimperk"
"2011","00250996",59342383.5,43731645.31,3101,"Blatná"
"2011","00251810",234171496.57,198692054.46,3111,"Strakonice"
"2011","00251984",7669379,6518971.25,3117,"Vodňany"
"2011","00252921",6e+05,510000,3110,"Soběslav"
"2011","00253014",8905352.16,7569548.53,3112,"Tábor"
"2011","00253316",52995501.54,45046174.09,3202,"Domažlice"
"2011","00253383",3873644,3292597,3204,"Horšovský Týn"
"2011","00253979",58284578.51,49541881.19,4102,"Cheb"
"2011","00254061",23940183.33,20130692.77,4105,"Mariánské Lázně"
"2011","00254657",146637913.68,124642219.2,4103,"Karlovy Vary"
"2011","00254843",28551105.33,22734044.73,4106,"Ostrov"
"2011","00255513",33362776.59,24073466.09,3203,"Horažďovice"
"2011","00255661",39472139.99,29936462.02,3205,"Klatovy"
"2011","00256129",78321472.9,66573251.19,3214,"Sušice"
"2011","00256455",1480991.75,1258842.97,3201,"Blovice"
"2011","00256986",28949027.83,24606673.11,3207,"Nepomuk"
"2011","00257125",3498699,2973892,3210,"Přeštice"
"2011","00258199",33478359.52,28456605.32,3208,"Nýřany"
"2011","00259047",45029443.72,36119549.98,3211,"Rokycany"
"2011","00259438",28706300.51,24400354.07,4104,"Kraslice"
"2011","00259586",27339382.59,23238473.6,4107,"Sokolov"
"2011","00260177",49712889.54,42255955.35,3213,"Stříbro"
"2011","00260231",88827200.62,75503119.99,3215,"Tachov"
"2011","00260428",3294116,2799998,5101,"Česká Lípa"
"2011","00260771",5612354.5,4770501.19,5106,"Nový Bor"
"2011","00261238",234038644.97,198932843.6,4202,"Děčín"
"2011","00261718",6950250.8,5907712.13,4215,"Varnsdorf"
"2011","00261891",660613059.62,561521096.97,4203,"Chomutov"
"2011","00261912",57170389.88,48594831.39,4204,"Kadaň"
"2011","00262340",28775977,24332643,5103,"Jablonec nad Nisou"
"2011","00262587",45838180.23,38962453.17,5108,"Tanvald"
"2011","00262781",26935884.4,22895501.67,5102,"Frýdlant"
"2011","00262978",562855121.52,478426850.55,5105,"Liberec"
"2011","00263958",21302108.78,18106783.46,4205,"Litoměřice"
"2011","00263991",4824630,4100935,4208,"Lovosice"
"2011","00264334",65240246,55454205.95,4211,"Roudnice nad Labem"
"2011","00265209",16192629.4,13763733.74,4207,"Louny"
"2011","00265781",26744056,21946364.2,4216,"Žatec"
"2011","00266094",99136163.29,84265739.44,4209,"Most"
"2011","00266230",4945721,4203862.85,4201,"Bílina"
"2011","00266621",31098599.33,26433809.42,4213,"Teplice"
"2011","00267449",6632041.56,5637234.93,6102,"Havlíčkův Brod"
"2011","00267538",6541656,5560400,6104,"Chotěboř"
"2011","00268321",888000,754800,6111,"Světlá nad Sázavou"
"2011","00268810",278997086.36,227785697.72,5205,"Hradec Králové"
"2011","00269247",18222092.34,15488776.67,5212,"Nový Bydžov"
"2011","00270059",110693663.1,93915209.11,5302,"Hlinsko"
"2011","00270211",103261181,87771995,5304,"Chrudim"
"2011","00271560",5408586,4597296,5204,"Hořice"
"2011","00271632",35542495.98,30211115.57,5207,"Jičín"
"2011","00271888",20348283.88,17296040.18,5210,"Nová Paka"
"2011","00272523",115979347.29,98592546.68,5201,"Broumov"
"2011","00272728",25924557.8,22035873.47,5206,"Jaroměř"
"2011","00272868",34052592,28944701.45,5209,"Náchod"
"2011","00272876",5932711.09,5042803.74,5211,"Nové Město nad Metují"
"2011","00273571",20213795.34,17181725.96,5303,"Holice"
"2011","00274046",71788941,61020591.19,5309,"Pardubice"
"2011","00274101",12629010,10734658,5311,"Přelouč"
"2011","00274879",7041119.6,5984951.06,5202,"Dobruška"
"2011","00274968",22093558.72,18779519.06,5208,"Kostelec nad Orlicí"
"2011","00275336",5682473,4830101,5213,"Rychnov nad Kněžnou"
"2011","00275808",3086277.02,2623335.45,5104,"Jilemnice"
"2011","00276227",11963785.18,10590530.28,5109,"Turnov"
"2011","00276944",19086059.91,16223150.92,5307,"Litomyšl"
"2011","00277037",39042773.94,33076692.47,5308,"Moravská Třebová"
"2011","00277177",77823737.71,65808141.79,5310,"Polička"
"2011","00277444",24390704.08,20732096.86,5312,"Svitavy"
"2011","00277819",15929719.97,13540261.3,5203,"Dvůr Králové nad Labem"
"2011","00278475",4584592,3896902,5215,"Vrchlabí"
"2011","00278653",61545341.77,44749694.74,5301,"Česká Třebová"
"2011","00279072",46013861.08,39111781.29,5305,"Králíky"
"2011","00279102",19291876,16398094.3,5306,"Lanškroun"
"2011","00279676",1265229.94,1075445.45,5313,"Ústí nad Orlicí"
"2011","00279773",61993875.06,42264987.78,5314,"Vysoké Mýto"
"2011","00279846",26870580,22839990,5315,"Žamberk"
"2011","00279943",86359902.28,54495853.74,6201,"Blansko"
"2011","00279978",122875898.61,104444495.87,6202,"Boskovice"
"2011","00281859",11855085.8,9213378.07,6208,"Ivančice"
"2011","00281964",5843162,4966687,6209,"Kuřim"
"2011","00282481",47313424.77,40216395.27,6214,"Rosice"
"2011","00282651",131401880,111691580,6216,"Šlapanice"
"2011","00282707",86793363,73774344.9,6217,"Tišnov"
"2011","00282979",14904243,12668604.85,6221,"Židlochovice"
"2011","00283061",32982007,28034692,6204,"Břeclav"
"2011","00283193",18930230.53,16090695.57,6207,"Hustopeče"
"2011","00283347",37828907.44,32071310.11,6211,"Mikulov"
"2011","00283509",3606174,3065247,6213,"Pohořelice"
"2011","00283924",134038311.83,110659603.34,7213,"Zlín"
"2011","00284165",7600934.4,6460793.18,7204,"Luhačovice"
"2011","00284301",39597882.2,23330982.99,7205,"Otrokovice"
"2011","00284611",6405470,5444648,7209,"Valašské Klobouky"
"2011","00284891",6381228.46,5424044.18,6206,"Hodonín"
"2011","00285030",32253888.4,27415803.79,6210,"Kyjov"
"2011","00285455",17248553.5,14661267.45,6218,"Veselí nad Moravou"
"2011","00286010",542831108.85,440925615.99,6105,"Jihlava"
"2011","00286745",17461058.09,14841898.17,6112,"Telč"
"2011","00287113",50760531.93,41332111.48,7201,"Bystřice pod Hostýnem"
"2011","00287172",7330310,6230762,7202,"Holešov"
"2011","00287351",107368074.71,83465436.14,7203,"Kroměříž"
"2011","00288365",5097601.68,4332960.62,7103,"Konice"
"2011","00288659",64821610.54,46380250.23,7108,"Prostějov"
"2011","00289931",3878178,3296450,6106,"Moravské Budějovice"
"2011","00289965",62713430,53306407.5,6107,"Náměšť nad Oslavou"
"2011","00290629",119809594,101838154,6113,"Třebíč"
"2011","00291463",67409914.36,50216475.91,7208,"Uherský Brod"
"2011","00291471",174641196.53,127133273.13,7207,"Uherské Hradiště"
"2011","00291676",31096492.8,26432017.83,6205,"Bučovice"
"2011","00292311",37630796,31986158.6,6215,"Slavkov u Brna"
"2011","00292427",6306799,5360777,6219,"Vyškov"
"2011","00293199",28225257.5,23991467.42,6212,"Moravský Krumlov"
"2011","00293881",197837482.83,168161827.45,6220,"Znojmo"
"2011","00294136",69732746,59272827.6,6101,"Bystřice nad Pernštejnem"
"2011","00294900",65941335.6,56050120.56,6108,"Nové Město na Moravě"
"2011","00295671",50311106.99,42764440.72,6114,"Velké Meziříčí"
"2011","00295841",141792741.8,120523798.91,6115,"Žďár nad Sázavou"
"2011","00295892",37010988,31459332,8103,"Bruntál"
"2011","00296139",38521820.12,32743547.06,8114,"Krnov"
"2011","00296317",81743211.3,56007387.74,8120,"Rýmařov"
"2011","00296643",101898299.97,62603122.37,8106,"Frýdek-Místek"
"2011","00296651",4681231,3979045.4,8107,"Frýdlant nad Ostravicí"
"2011","00297313",30583539.6,25996007.96,8121,"Třinec"
"2011","00297437",47935011.69,40744760.08,8104,"Český Těšín"
"2011","00297488",378271161.79,279944057.87,8108,"Havířov"
"2011","00297534",144383863.95,87141973.85,8111,"Karviná"
"2011","00297569",12786326,10868376,8102,"Bohumín"
"2011","00297577",22987181.38,19539102.4,8118,"Orlová"
"2011","00297755",17902628.55,15217234.23,8101,"Bílovec"
"2011","00297852",18815719.83,15993360.76,8105,"Frenštát pod Radhoštěm"
"2011","00298077",66214418.23,52585536.11,8112,"Kopřivnice"
"2011","00298212",47962225.18,41220783.05,8115,"Nový Jičín"
"2011","00298221",28738377.77,24381290.06,8116,"Odry"
"2011","00299138",103207381.31,85747835.82,7105,"Litovel"
"2011","00299308",172087689.07,111905940.52,7107,"Olomouc"
"2011","00299529",61281490.09,47171567.68,7110,"Šternberk"
"2011","00299634",38368756.74,27789867.03,7112,"Uničov"
"2011","00300063",67287086.58,56161950.62,8109,"Hlučín"
"2011","00300292",7663043.29,6513586.76,8113,"Kravaře"
"2011","00300535",170053640.42,115005705.09,8117,"Opava"
"2011","00300870",11201463.36,9521243.81,8122,"Vítkov"
"2011","00301311",26665017.9,22021071.12,7101,"Hranice"
"2011","00301825",194664741.81,161949294.57,7109,"Přerov"
"2011","00302724",91957988.9,78164289.95,7102,"Jeseník"
"2011","00303038",7044955.55,5988211.61,7106,"Mohelnice"
"2011","00303461",92326235.45,77510295.75,7111,"Šumperk"
"2011","00303640",4252255,3614416,7113,"Zábřeh"
"2011","00304271",26932821.87,22756764.84,7206,"Rožnov pod Radhoštěm"
"2011","00304387",108712422.8,88817223.58,7210,"Valašské Meziříčí"
"2011","00304450",96161469.4,76964695.69,7212,"Vsetín"
"2011","00845451",314204216.46,270325814.26,8119,"Ostrava"
"2011","44992785",1638506678.1,1396388776.28,6203,"Brno"
"2012","00075370",248871140.98,211424662.46,3209,"Plzeň"
"2012","00081531",55518972.98,47191126.97,4214,"Ústí nad Labem"
"2012","00231401",13335418.65,11335105.83,2101,"Benešov"
"2012","00232947",130368091.75,110812877.93,2125,"Vlašim"
"2012","00232963",7057156.78,5645635.49,2126,"Votice"
"2012","00233129",19081443.3,14022971.43,2102,"Beroun"
"2012","00233242",13255240.69,9978822.73,2108,"Hořovice"
"2012","00234516",201654964.84,171406720.15,2109,"Kladno"
"2012","00234877",16144322.14,12202211.72,2124,"Slaný"
"2012","00235334",19946513.74,7978605.48,2106,"Český Brod"
"2012","00235440",132441499.92,112341345.51,2110,"Kolín"
"2012","00236021",18300757.18,14640582.2,2104,"Čáslav"
"2012","00236195",25061808.2,21543445.55,2112,"Kutná Hora"
"2012","00237051",8549722,7064613.3,2114,"Mělník"
"2012","00238295",53344242.84,45342606.01,2115,"Mladá Boleslav"
"2012","00239402",58238142.64,48985564.93,2113,"Lysá nad Labem"
"2012","00239500",1310630,917441,2118,"Nymburk"
"2012","00240702",72060144.59,61251122.78,2122,"Říčany"
"2012","00242098",8673805.29,4660856.2,2107,"Dobříš"
"2012","00243132",76016723,64614214.21,2120,"Příbram"
"2012","00243272",1374712,1168504.89,2123,"Sedlčany"
"2012","00244732",75121684.5,63853431.52,3102,"České Budějovice"
"2012","00245551",8785396,7467586.6,3113,"Trhové Sviny"
"2012","00245585",11123503.49,9454977.96,3115,"Týn nad Vltavou"
"2012","00245836",12672890.2,10771956.65,3103,"Český Krumlov"
"2012","00245941",4830449.41,4105881.99,3106,"Kaplice"
"2012","00246875",29415468.44,24991935.53,3105,"Jindřichův Hradec"
"2012","00248789",9468942.4,7149249,6109,"Pacov"
"2012","00248801",48893964.05,41559869.44,6110,"Pelhřimov"
"2012","00249998",56253806.23,47555282.77,3108,"Písek"
"2012","00250627",5848967.22,4971622.13,3109,"Prachatice"
"2012","00250996",45526273.41,38697332.39,3101,"Blatná"
"2012","00251810",65948230.81,56007230.56,3111,"Strakonice"
"2012","00253014",484319200,411671321,3112,"Tábor"
"2012","00253316",331956,282162.6,3202,"Domažlice"
"2012","00253383",2762418.2,2348055.01,3204,"Horšovský Týn"
"2012","00253979",139883125.95,118900656.24,4102,"Cheb"
"2012","00254061",27265702.89,23175846.89,4105,"Mariánské Lázně"
"2012","00254843",2171614.5,1845872.21,4106,"Ostrov"
"2012","00255513",5383568.8,1615070.64,3203,"Horažďovice"
"2012","00255661",34612967.36,28353553.42,3205,"Klatovy"
"2012","00257125",17893426.16,15209412.21,3210,"Přeštice"
"2012","00257966",24354997.38,20814119.93,3206,"Kralovice"
"2012","00259438",9740405.27,8279344.47,4104,"Kraslice"
"2012","00259586",93993390.7,79894381.64,4107,"Sokolov"
"2012","00260428",488196.41,414966.93,5101,"Česká Lípa"
"2012","00260771",1888562,1605277.7,5106,"Nový Bor"
"2012","00261238",3056008.97,2903208.48,4202,"Děčín"
"2012","00261891",95672257.72,82471607.37,4203,"Chomutov"
"2012","00261912",47673186.06,40541107.74,4204,"Kadaň"
"2012","00262340",22444533.5,19077853.02,5103,"Jablonec nad Nisou"
"2012","00262978",123394320.69,104885170.36,5105,"Liberec"
"2012","00264334",17434580.7,15800876.13,4211,"Roudnice nad Labem"
"2012","00265781",9011413.5,7659701.41,4216,"Žatec"
"2012","00266027",6835015,5809762,4206,"Litvínov"
"2012","00266094",40568278.74,34902390.14,4209,"Most"
"2012","00266230",14887912.33,12739185.13,4201,"Bílina"
"2012","00266621",28980701,24633595.85,4213,"Teplice"
"2012","00267449",2874815.47,2731074.68,6102,"Havlíčkův Brod"
"2012","00268810",98105367.54,65717233.34,5205,"Hradec Králové"
"2012","00269247",21878748.91,18146106.56,5212,"Nový Bydžov"
"2012","00270211",175614769.32,149272552.87,5304,"Chrudim"
"2012","00271560",8525472,7246650.98,5204,"Hořice"
"2012","00271632",30735553.8,25964531.91,5207,"Jičín"
"2012","00271888",72751368.3,61838663.02,5210,"Nová Paka"
"2012","00272728",9131992,7762193.2,5206,"Jaroměř"
"2012","00272868",14767687.05,7511760.86,5209,"Náchod"
"2012","00272876",15341953.4,13040660.39,5211,"Nové Město nad Metují"
"2012","00274046",5196059,4416650,5309,"Pardubice"
"2012","00274101",4415755.4,3741331.27,5311,"Přelouč"
"2012","00274879",8985966.09,7638070.21,5202,"Dobruška"
"2012","00274968",3934954,3344710.9,5208,"Kostelec nad Orlicí"
"2012","00275336",9440635.66,8024540.24,5213,"Rychnov nad Kněžnou"
"2012","00276111",9843940.19,8367349.15,5107,"Semily"
"2012","00276227",7433372.75,5481969.07,5109,"Turnov"
"2012","00276944",8900543.48,5517964.07,5307,"Litomyšl"
"2012","00277037",186980894.49,158933760.23,5308,"Moravská Třebová"
"2012","00277177",5097334.87,4332734.63,5310,"Polička"
"2012","00277444",5771643,4905896.55,5312,"Svitavy"
"2012","00277819",5585637.81,4747792.13,5203,"Dvůr Králové nad Labem"
"2012","00278360",8542502,7261126.7,5214,"Trutnov"
"2012","00279676",773794,541655.8,5313,"Ústí nad Orlicí"
"2012","00279846",2022066,1718756.1,5315,"Žamberk"
"2012","00279943",2636461.79,2240992.5,6201,"Blansko"
"2012","00281964",6335117,5384849.45,6209,"Kuřim"
"2012","00282979",9872690.43,8391786.83,6221,"Židlochovice"
"2012","00283061",23882540,20300158.79,6204,"Břeclav"
"2012","00283193",2230667.96,1896067.75,6207,"Hustopeče"
"2012","00283509",4947960.6,4117381.42,6213,"Pohořelice"
"2012","00283924",11805906,10035020.1,7213,"Zlín"
"2012","00284165",5178217.6,4401484.96,7204,"Luhačovice"
"2012","00284301",14927523.22,11323205.23,7205,"Otrokovice"
"2012","00284611",4987365,4239260.25,7209,"Valašské Klobouky"
"2012","00284653",26179949,16529067.54,7211,"Vizovice"
"2012","00284891",19292765.86,16739630.94,6206,"Hodonín"
"2012","00285030",1646550.37,1399567.79,6210,"Kyjov"
"2012","00286010",32823203.4,27899722.86,6105,"Jihlava"
"2012","00287351",1259228.15,1070343.91,7203,"Kroměříž"
"2012","00288659",3904399.17,3318739.12,7108,"Prostějov"
"2012","00289931",3708300,3152055,6106,"Moravské Budějovice"
"2012","00290629",18426701.46,16412344.19,6113,"Třebíč"
"2012","00291463",3404361.57,2893707.33,7208,"Uherský Brod"
"2012","00291471",53952770.8,45632675.55,7207,"Uherské Hradiště"
"2012","00291676",58919561.81,50081627.38,6205,"Bučovice"
"2012","00293881",4301015,3655862.75,6220,"Znojmo"
"2012","00294136",9254715,7866507.74,6101,"Bystřice nad Pernštejnem"
"2012","00294900",17337246.47,13504638.02,6108,"Nové Město na Moravě"
"2012","00295671",7183806.88,6663006.44,6114,"Velké Meziříčí"
"2012","00295841",10271918.04,8731130.32,6115,"Žďár nad Sázavou"
"2012","00295892",4610517.04,3918939.45,8103,"Bruntál"
"2012","00296139",1584921.24,1347183.04,8114,"Krnov"
"2012","00296317",1538889,923332.99,8120,"Rýmařov"
"2012","00296643",13620607,11577515,8106,"Frýdek-Místek"
"2012","00296651",78245663.28,66299719.8,8107,"Frýdlant nad Ostravicí"
"2012","00297313",5323282.16,4524789.83,8121,"Třinec"
"2012","00297437",14824487,12600812,8104,"Český Těšín"
"2012","00297488",441169683.36,375102449.08,8108,"Havířov"
"2012","00297534",173634234.83,152835580.22,8111,"Karviná"
"2012","00297569",6872951.31,5842008.66,8102,"Bohumín"
"2012","00297577",72507569.41,61631420.39,8118,"Orlová"
"2012","00297755",20272989.77,17232040.91,8101,"Bílovec"
"2012","00298077",74856191.51,63627761.7,8112,"Kopřivnice"
"2012","00298212",59087654.62,50224504.15,8115,"Nový Jičín"
"2012","00299308",150419146.2,127145053.35,7107,"Olomouc"
"2012","00299529",6509163,5532788.38,7110,"Šternberk"
"2012","00299634",1338494,1137719.9,7112,"Uničov"
"2012","00300063",1816938.81,1544397.98,8109,"Hlučín"
"2012","00300535",48660757.56,41361638.47,8117,"Opava"
"2012","00300870",11069805.44,9409334.6,8122,"Vítkov"
"2012","00301311",41353198.76,31841535.09,7101,"Hranice"
"2012","00301493",10387505,7790628.25,7104,"Lipník nad Bečvou"
"2012","00301825",8902548,7567165,7109,"Přerov"
"2012","00302724",43202505.02,23329305.07,7102,"Jeseník"
"2012","00303038",26206910.82,15198362.52,7106,"Mohelnice"
"2012","00303461",1107965.72,941770.84,7111,"Šumperk"
"2012","00303640",1760452.62,1496384.71,7113,"Zábřeh"
"2012","00304271",15507742.99,13181581.5,7206,"Rožnov pod Radhoštěm"
"2012","00304387",2823048,2399590.8,7210,"Valašské Meziříčí"
"2012","00845451",792226670.99,690743269.73,8119,"Ostrava"
"2012","44992785",296020669.79,228479660.85,6203,"Brno"
"2013","00075370",795406436.05,676095470.04,3209,"Plzeň"
"2013","00081531",1556680.84,1323178.71,4214,"Ústí nad Labem"
"2013","00231401",169052221.71,143069582.08,2101,"Benešov"
"2013","00232947",14816646.19,12594148.86,2125,"Vlašim"
