"","ico","year","class_of_revenue","Revenue_CZK"
"3632",300535,2012,"Daňové příjmy",695563532.9
"3633",300535,2012,"Kapitálové příjmy",68481848.06
"3634",300535,2012,"Nedaňové příjmy",120185775.63
"3635",300870,2012,"Daňové příjmy",57723250.1
"3636",300870,2012,"Kapitálové příjmy",2452496
"3637",300870,2012,"Nedaňové příjmy",24975309.34
"3638",301311,2012,"Daňové příjmy",203831271.33
"3639",301311,2012,"Kapitálové příjmy",8056631
"3640",301311,2012,"Nedaňové příjmy",26620029.82
"3641",301493,2012,"Daňové příjmy",81848997.72
"3642",301493,2012,"Kapitálové příjmy",1554322
"3643",301493,2012,"Nedaňové příjmy",24192338.33
"3644",301825,2012,"Daňové příjmy",525052795.87
"3645",301825,2012,"Kapitálové příjmy",56201762.81
"3646",301825,2012,"Nedaňové příjmy",113925724.8
"3647",302724,2012,"Daňové příjmy",132574756.59
"3648",302724,2012,"Kapitálové příjmy",49605027.8
"3649",302724,2012,"Nedaňové příjmy",19211707.51
"3650",303038,2012,"Daňové příjmy",102019472.85
"3651",303038,2012,"Kapitálové příjmy",7641411
"3652",303038,2012,"Nedaňové příjmy",16605116.1
"3653",303461,2012,"Daňové příjmy",288852976.29
"3654",303461,2012,"Kapitálové příjmy",15022499.75
"3655",303461,2012,"Nedaňové příjmy",75339404.12
"3656",303640,2012,"Daňové příjmy",137396479.92
"3657",303640,2012,"Kapitálové příjmy",4273761
"3658",303640,2012,"Nedaňové příjmy",12418393.19
"3659",304271,2012,"Daňové příjmy",178636638.96
"3660",304271,2012,"Kapitálové příjmy",1200
"3661",304271,2012,"Nedaňové příjmy",7913136.22
"3662",304387,2012,"Daňové příjmy",301858133.24
"3663",304387,2012,"Kapitálové příjmy",14445474
"3664",304387,2012,"Nedaňové příjmy",53773093.1
"3665",304450,2012,"Daňové příjmy",283495651.83
"3666",304450,2012,"Kapitálové příjmy",8688363
"3667",304450,2012,"Nedaňové příjmy",62061309.26
"3668",845451,2012,"Daňové příjmy",6118580807.48
"3669",845451,2012,"Kapitálové příjmy",545860530.33
"3670",845451,2012,"Nedaňové příjmy",1424326579.89
"3671",44992785,2012,"Daňové příjmy",7820373425.54
"3672",44992785,2012,"Kapitálové příjmy",1391262622.05
"3673",44992785,2012,"Nedaňové příjmy",891371455.41
"3674",75370,2013,"Daňové příjmy",3505085325.46
"3675",75370,2013,"Kapitálové příjmy",156238189.9
"3676",75370,2013,"Nedaňové příjmy",1121274573.28
"3677",81531,2013,"Daňové příjmy",1244054513.12
"3678",81531,2013,"Kapitálové příjmy",37545
"3679",81531,2013,"Nedaňové příjmy",57294395.84
"3680",231401,2013,"Daňové příjmy",227624951.32
"3681",231401,2013,"Kapitálové příjmy",3798193
"3682",231401,2013,"Nedaňové příjmy",18341491.03
"3683",232947,2013,"Daňové příjmy",132506248.25
"3684",232947,2013,"Kapitálové příjmy",31338950
"3685",232947,2013,"Nedaňové příjmy",45103586.58
"3686",232963,2013,"Daňové příjmy",66855172.52
"3687",232963,2013,"Kapitálové příjmy",269410
"3688",232963,2013,"Nedaňové příjmy",32027939.23
"3689",233129,2013,"Daňové příjmy",237352714.98
"3690",233129,2013,"Kapitálové příjmy",1739176
"3691",233129,2013,"Nedaňové příjmy",24537936.43
"3692",233242,2013,"Daňové příjmy",104313897.48
"3693",233242,2013,"Kapitálové příjmy",960850
"3694",233242,2013,"Nedaňové příjmy",9229318.51
"3695",234516,2013,"Daňové příjmy",840181977.5
"3696",234516,2013,"Kapitálové příjmy",51135247.4
"3697",234516,2013,"Nedaňové příjmy",175547658.62
"3698",234877,2013,"Daňové příjmy",188227470.44
"3699",234877,2013,"Kapitálové příjmy",2251238.15
"3700",234877,2013,"Nedaňové příjmy",8930454.33
"3701",235334,2013,"Daňové příjmy",84338558.03
"3702",235334,2013,"Kapitálové příjmy",7907021
"3703",235334,2013,"Nedaňové příjmy",2555180.88
"3704",235440,2013,"Daňové příjmy",420695399.7
"3705",235440,2013,"Kapitálové příjmy",80678436.7
"3706",235440,2013,"Nedaňové příjmy",236984035.92
"3707",236021,2013,"Daňové příjmy",158161568.61
"3708",236021,2013,"Kapitálové příjmy",16220218.8
"3709",236021,2013,"Nedaňové příjmy",31063200.94
"3710",236195,2013,"Daňové příjmy",274787169.34
"3711",236195,2013,"Kapitálové příjmy",8421052
"3712",236195,2013,"Nedaňové příjmy",84645395.59
"3713",236977,2013,"Daňové příjmy",223643195.77
"3714",236977,2013,"Kapitálové příjmy",50000
"3715",236977,2013,"Nedaňové příjmy",36016378.31
"3716",237051,2013,"Daňové příjmy",224341573.97
"3717",237051,2013,"Kapitálové příjmy",19733903
"3718",237051,2013,"Nedaňové příjmy",33579252.42
"3719",237108,2013,"Daňové příjmy",182898591
"3720",237108,2013,"Kapitálové příjmy",1623891
"3721",237108,2013,"Nedaňové příjmy",8071512.57
"3722",238295,2013,"Daňové příjmy",618909387.53
"3723",238295,2013,"Kapitálové příjmy",29900384
"3724",238295,2013,"Nedaňové příjmy",24466950.76
"3725",238309,2013,"Daňové příjmy",102667729.67
"3726",238309,2013,"Kapitálové příjmy",1768073
"3727",238309,2013,"Nedaňové příjmy",6158429.48
"3728",239402,2013,"Daňové příjmy",111959655.17
"3729",239402,2013,"Kapitálové příjmy",4961837
"3730",239402,2013,"Nedaňové příjmy",15575245.91
"3731",239500,2013,"Daňové příjmy",203805505.21
"3732",239500,2013,"Kapitálové příjmy",19008687.11
"3733",239500,2013,"Nedaňové příjmy",32130957.98
"3734",239640,2013,"Daňové příjmy",178002540.38
"3735",239640,2013,"Kapitálové příjmy",9598074
"3736",239640,2013,"Nedaňové příjmy",25472173.44
"3737",240079,2013,"Daňové příjmy",221054251.45
"3738",240079,2013,"Kapitálové příjmy",5182851
"3739",240079,2013,"Nedaňové příjmy",52556198.76
"3740",240702,2013,"Daňové příjmy",198637525.47
"3741",240702,2013,"Kapitálové příjmy",30111802
"3742",240702,2013,"Nedaňové příjmy",61090154.26
"3743",241121,2013,"Daňové příjmy",118418540.31
"3744",241121,2013,"Kapitálové příjmy",4888447
"3745",241121,2013,"Nedaňové příjmy",49971466.62
"3746",242098,2013,"Daňové příjmy",103632368.65
"3747",242098,2013,"Kapitálové příjmy",2292703.12
"3748",242098,2013,"Nedaňové příjmy",20150476.12
"3749",243132,2013,"Daňové příjmy",402851491.41
"3750",243132,2013,"Kapitálové příjmy",10861578
"3751",243132,2013,"Nedaňové příjmy",66756704.45
"3752",243272,2013,"Daňové příjmy",96703657.14
"3753",243272,2013,"Kapitálové příjmy",20399221
"3754",243272,2013,"Nedaňové příjmy",29400812.79
"3755",244309,2013,"Daňové příjmy",201835338.34
"3756",244309,2013,"Kapitálové příjmy",2871357
"3757",244309,2013,"Nedaňové příjmy",24026584.67
"3758",244732,2013,"Daňové příjmy",1248333941.87
"3759",244732,2013,"Kapitálové příjmy",27780232.43
"3760",244732,2013,"Nedaňové příjmy",379714421.01
"3761",245551,2013,"Daňové příjmy",62333838.04
"3762",245551,2013,"Kapitálové příjmy",746412.91
"3763",245551,2013,"Nedaňové příjmy",14348481.74
"3764",245585,2013,"Daňové příjmy",98447808.66
"3765",245585,2013,"Kapitálové příjmy",10657513.63
"3766",245585,2013,"Nedaňové příjmy",12712112.25
"3767",245836,2013,"Daňové příjmy",185691786.74
"3768",245836,2013,"Kapitálové příjmy",12875287
"3769",245836,2013,"Nedaňové příjmy",66620953.13
"3770",245941,2013,"Daňové příjmy",101295684.93
"3771",245941,2013,"Kapitálové příjmy",11121500
"3772",245941,2013,"Nedaňové příjmy",16916219.61
"3773",246476,2013,"Daňové příjmy",102572135.09
"3774",246476,2013,"Kapitálové příjmy",867515
"3775",246476,2013,"Nedaňové příjmy",16267776.46
"3776",246875,2013,"Daňové příjmy",289639490.09
"3777",246875,2013,"Kapitálové příjmy",8187654.77
"3778",246875,2013,"Nedaňové příjmy",107153978.82
"3779",247618,2013,"Daňové příjmy",128524485.85
"3780",247618,2013,"Kapitálové příjmy",8082393
"3781",247618,2013,"Nedaňové příjmy",113652196.18
"3782",248266,2013,"Daňové příjmy",137069063.47
"3783",248266,2013,"Kapitálové příjmy",8471783
"3784",248266,2013,"Nedaňové příjmy",42623827.93
"3785",248789,2013,"Daňové příjmy",70938813.36
"3786",248789,2013,"Kapitálové příjmy",2524046
"3787",248789,2013,"Nedaňové příjmy",31667887.36
"3788",248801,2013,"Daňové příjmy",223367949.74
"3789",248801,2013,"Kapitálové příjmy",10081489
"3790",248801,2013,"Nedaňové příjmy",19527571.47
"3791",249831,2013,"Daňové příjmy",107487660.78
"3792",249831,2013,"Nedaňové příjmy",6717206.39
"3793",249998,2013,"Daňové příjmy",383455345
"3794",249998,2013,"Kapitálové příjmy",21523572.4
"3795",249998,2013,"Nedaňové příjmy",180898212.16
"3796",250627,2013,"Daňové příjmy",145897431.22
"3797",250627,2013,"Kapitálové příjmy",3412774
"3798",250627,2013,"Nedaňové příjmy",43273633.33
"3799",250805,2013,"Daňové příjmy",97827353.44
"3800",250805,2013,"Kapitálové příjmy",5958997
"3801",250805,2013,"Nedaňové příjmy",25489715.62
"3802",250996,2013,"Daňové příjmy",83843819.8
"3803",250996,2013,"Kapitálové příjmy",324040
"3804",250996,2013,"Nedaňové příjmy",14752553.77
"3805",251810,2013,"Daňové příjmy",288275285.82
"3806",251810,2013,"Kapitálové příjmy",12292070
"3807",251810,2013,"Nedaňové příjmy",87143301.45
"3808",251984,2013,"Daňové příjmy",88906221.86
"3809",251984,2013,"Kapitálové příjmy",860717
"3810",251984,2013,"Nedaňové příjmy",16164758.6
"3811",252921,2013,"Daňové příjmy",88910067.72
"3812",252921,2013,"Kapitálové příjmy",1505936.04
"3813",252921,2013,"Nedaňové příjmy",20296692.08
"3814",253014,2013,"Daňové příjmy",475234878.77
"3815",253014,2013,"Kapitálové příjmy",89927164.89
"3816",253014,2013,"Nedaňové příjmy",202424162.49
"3817",253316,2013,"Daňové příjmy",163492523.24
"3818",253316,2013,"Kapitálové příjmy",8521642.89
"3819",253316,2013,"Nedaňové příjmy",46221933.35
"3820",253383,2013,"Daňové příjmy",72142803.14
"3821",253383,2013,"Kapitálové příjmy",4761901
"3822",253383,2013,"Nedaňové příjmy",10991623.65
"3823",253901,2013,"Daňové příjmy",170686371.07
"3824",253901,2013,"Kapitálové příjmy",7899373.45
"3825",253901,2013,"Nedaňové příjmy",23467354.64
"3826",253979,2013,"Daňové příjmy",443447123.53
"3827",253979,2013,"Kapitálové příjmy",41597818.23
"3828",253979,2013,"Nedaňové příjmy",133867508.27
"3829",254061,2013,"Daňové příjmy",199168151.51
"3830",254061,2013,"Kapitálové příjmy",31387467.42
"3831",254061,2013,"Nedaňové příjmy",57675417.16
"3832",254657,2013,"Daňové příjmy",765844616.12
"3833",254657,2013,"Kapitálové příjmy",38906942.86
"3834",254657,2013,"Nedaňové příjmy",104810628.18
"3835",254843,2013,"Daňové příjmy",199000743.4
"3836",254843,2013,"Kapitálové příjmy",7470345
"3837",254843,2013,"Nedaňové příjmy",95562198.98
"3838",255513,2013,"Daňové příjmy",73834974.8
"3839",255513,2013,"Kapitálové příjmy",4342651
"3840",255513,2013,"Nedaňové příjmy",25671240.13
"3841",255661,2013,"Daňové příjmy",284412929.4
"3842",255661,2013,"Kapitálové příjmy",29566728.42
"3843",255661,2013,"Nedaňové příjmy",63861987.76
"3844",256129,2013,"Daňové příjmy",145508440.73
"3845",256129,2013,"Kapitálové příjmy",10275055.53
"3846",256129,2013,"Nedaňové příjmy",41370358.79
"3847",256455,2013,"Daňové příjmy",52464905.71
"3848",256455,2013,"Kapitálové příjmy",3672828.3
"3849",256455,2013,"Nedaňové příjmy",9427342.79
"3850",256986,2013,"Daňové příjmy",50876157.27
"3851",256986,2013,"Kapitálové příjmy",2179426
"3852",256986,2013,"Nedaňové příjmy",25065599.65
"3853",257125,2013,"Daňové příjmy",91394202.06
"3854",257125,2013,"Kapitálové příjmy",9195891
"3855",257125,2013,"Nedaňové příjmy",63141157.49
"3856",257265,2013,"Daňové příjmy",47785911.29
"3857",257265,2013,"Kapitálové příjmy",805520
"3858",257265,2013,"Nedaňové příjmy",18541766.26
"3859",257966,2013,"Daňové příjmy",47102727.06
"3860",257966,2013,"Kapitálové příjmy",182292
"3861",257966,2013,"Nedaňové příjmy",11131928.13
"3862",258199,2013,"Daňové příjmy",85312805.37
"3863",258199,2013,"Kapitálové příjmy",653000
"3864",258199,2013,"Nedaňové příjmy",12603502.53
"3865",259047,2013,"Daňové příjmy",188721128.25
"3866",259047,2013,"Kapitálové příjmy",21145175
"3867",259047,2013,"Nedaňové příjmy",63857363.54
"3868",259438,2013,"Daňové příjmy",83307792.04
"3869",259438,2013,"Kapitálové příjmy",1624786
"3870",259438,2013,"Nedaňové příjmy",16885642.6
"3871",259586,2013,"Daňové příjmy",296168625.3
"3872",259586,2013,"Kapitálové příjmy",22153106.95
"3873",259586,2013,"Nedaňové příjmy",126981861.64
"3874",260177,2013,"Daňové příjmy",103997383.77
"3875",260177,2013,"Kapitálové příjmy",1284549
"3876",260177,2013,"Nedaňové příjmy",21307599.82
"3877",260231,2013,"Daňové příjmy",160529929.93
"3878",260231,2013,"Kapitálové příjmy",4014173
"3879",260231,2013,"Nedaňové příjmy",57504519
"3880",260428,2013,"Daňové příjmy",449301869.12
"3881",260428,2013,"Kapitálové příjmy",4216171
"3882",260428,2013,"Nedaňové příjmy",37187675.32
"3883",260771,2013,"Daňové příjmy",133398910.41
"3884",260771,2013,"Kapitálové příjmy",6890093
"3885",260771,2013,"Nedaňové příjmy",8612018
"3886",261238,2013,"Daňové příjmy",581883167
"3887",261238,2013,"Kapitálové příjmy",6661278
"3888",261238,2013,"Nedaňové příjmy",48305380.05
"3889",261602,2013,"Daňové příjmy",127533040.24
"3890",261602,2013,"Kapitálové příjmy",5545225
"3891",261602,2013,"Nedaňové příjmy",27035019.33
"3892",261718,2013,"Daňové příjmy",179221216.51
"3893",261718,2013,"Kapitálové příjmy",3517007
"3894",261718,2013,"Nedaňové příjmy",25039521.74
"3895",261891,2013,"Daňové příjmy",623034163.63
"3896",261891,2013,"Kapitálové příjmy",22507660
"3897",261891,2013,"Nedaňové příjmy",76736237.42
"3898",261912,2013,"Daňové příjmy",262624622.83
"3899",261912,2013,"Kapitálové příjmy",15046766.7
"3900",261912,2013,"Nedaňové příjmy",50795774.12
"3901",262340,2013,"Daňové příjmy",509712866.61
"3902",262340,2013,"Kapitálové příjmy",33395996
"3903",262340,2013,"Nedaňové příjmy",152124917.75
"3904",262587,2013,"Daňové příjmy",75601406.63
"3905",262587,2013,"Kapitálové příjmy",1619908
"3906",262587,2013,"Nedaňové příjmy",17724315.71
"3907",262633,2013,"Daňové příjmy",75637192.33
"3908",262633,2013,"Kapitálové příjmy",20310933.18
"3909",262633,2013,"Nedaňové příjmy",38072939.82
"3910",262781,2013,"Daňové příjmy",92144348.46
"3911",262781,2013,"Kapitálové příjmy",2037923
"3912",262781,2013,"Nedaňové příjmy",22519600.99
"3913",262978,2013,"Daňové příjmy",1341991684.93
"3914",262978,2013,"Kapitálové příjmy",30800
"3915",262978,2013,"Nedaňové příjmy",103714834.97
"3916",263958,2013,"Daňové příjmy",299183429.55
"3917",263958,2013,"Kapitálové příjmy",15775037.69
"3918",263958,2013,"Nedaňové příjmy",37292918.75
"3919",263991,2013,"Daňové příjmy",121407549.35
"3920",263991,2013,"Kapitálové příjmy",3847604
"3921",263991,2013,"Nedaňové příjmy",69648284.1
"3922",264334,2013,"Daňové příjmy",165322383.85
"3923",264334,2013,"Kapitálové příjmy",210000
"3924",264334,2013,"Nedaňové příjmy",27007259.93
"3925",265209,2013,"Daňové příjmy",223993220.55
"3926",265209,2013,"Kapitálové příjmy",5781916
"3927",265209,2013,"Nedaňové příjmy",32711202.68
"3928",265365,2013,"Daňové příjmy",79913180.3
"3929",265365,2013,"Kapitálové příjmy",4643965
"3930",265365,2013,"Nedaňové příjmy",9201538.7
"3931",265781,2013,"Daňové příjmy",236153347.1
"3932",265781,2013,"Kapitálové příjmy",5482420
"3933",265781,2013,"Nedaňové příjmy",37234780.82
"3934",266027,2013,"Daňové příjmy",344576434.94
"3935",266027,2013,"Kapitálové příjmy",19529543.5
"3936",266027,2013,"Nedaňové příjmy",36028150.09
"3937",266094,2013,"Daňové příjmy",890195445.15
"3938",266094,2013,"Kapitálové příjmy",12099349.96
"3939",266094,2013,"Nedaňové příjmy",76187132.25
"3940",266230,2013,"Daňové příjmy",181602717.91
"3941",266230,2013,"Kapitálové příjmy",5527835
"3942",266230,2013,"Nedaňové příjmy",80306502.36
"3943",266621,2013,"Daňové příjmy",629491298.82
"3944",266621,2013,"Kapitálové příjmy",5816386
"3945",266621,2013,"Nedaňové příjmy",91416406.97
"3946",267449,2013,"Daňové příjmy",296939353.36
"3947",267449,2013,"Kapitálové příjmy",51920548
"3948",267449,2013,"Nedaňové příjmy",72550300.08
"3949",267538,2013,"Daňové příjmy",111927194.68
"3950",267538,2013,"Kapitálové příjmy",5635319
"3951",267538,2013,"Nedaňové příjmy",9863110.9
"3952",268321,2013,"Daňové příjmy",81931704.07
"3953",268321,2013,"Kapitálové příjmy",5343211
"3954",268321,2013,"Nedaňové příjmy",22802233.1
"3955",268810,2013,"Daňové příjmy",1391280327.86
"3956",268810,2013,"Kapitálové příjmy",88345756
"3957",268810,2013,"Nedaňové příjmy",212706995.87
"3958",269247,2013,"Daňové příjmy",89155058.51
"3959",269247,2013,"Kapitálové příjmy",2454985
"3960",269247,2013,"Nedaňové příjmy",32226988.89
"3961",270059,2013,"Daňové příjmy",123082941.01
"3962",270059,2013,"Kapitálové příjmy",4945547
"3963",270059,2013,"Nedaňové příjmy",34478266.21
"3964",270211,2013,"Daňové příjmy",286469341.01
"3965",270211,2013,"Kapitálové příjmy",17136782
"3966",270211,2013,"Nedaňové příjmy",36059659.85
"3967",271560,2013,"Daňové příjmy",100079132.73
"3968",271560,2013,"Kapitálové příjmy",11222591
"3969",271560,2013,"Nedaňové příjmy",20830242.31
"3970",271632,2013,"Daňové příjmy",217841335.31
"3971",271632,2013,"Kapitálové příjmy",21841048
"3972",271632,2013,"Nedaňové příjmy",42269337.26
"3973",271888,2013,"Daňové příjmy",100007716.44
"3974",271888,2013,"Kapitálové příjmy",12976151
"3975",271888,2013,"Nedaňové příjmy",29624359.78
"3976",272523,2013,"Daňové příjmy",89507881.98
"3977",272523,2013,"Kapitálové příjmy",8084139
"3978",272523,2013,"Nedaňové příjmy",34511616.25
"3979",272728,2013,"Daňové příjmy",143230461.73
"3980",272728,2013,"Kapitálové příjmy",3124549
"3981",272728,2013,"Nedaňové příjmy",48151334.63
"3982",272868,2013,"Daňové příjmy",235563818.85
"3983",272868,2013,"Kapitálové příjmy",7622044.2
"3984",272868,2013,"Nedaňové příjmy",20526233
"3985",272876,2013,"Daňové příjmy",107193635.99
"3986",272876,2013,"Kapitálové příjmy",2249132
"3987",272876,2013,"Nedaňové příjmy",29896093.04
"3988",273571,2013,"Daňové příjmy",76936990.67
"3989",273571,2013,"Kapitálové příjmy",20367545.56
"3990",273571,2013,"Nedaňové příjmy",29374078.61
"3991",274046,2013,"Daňové příjmy",1236992775.72
"3992",274046,2013,"Kapitálové příjmy",72304840
"3993",274046,2013,"Nedaňové příjmy",297546270.2
"3994",274101,2013,"Daňové příjmy",110987457.44
"3995",274101,2013,"Kapitálové příjmy",12592140
"3996",274101,2013,"Nedaňové příjmy",11182495.25
"3997",274879,2013,"Daňové příjmy",104522184.73
"3998",274879,2013,"Kapitálové příjmy",1984218
"3999",274879,2013,"Nedaňové příjmy",27751628.62
"4000",274968,2013,"Daňové příjmy",78911274.52
"4001",274968,2013,"Kapitálové příjmy",887266
"4002",274968,2013,"Nedaňové příjmy",14861479.3
"4003",275336,2013,"Daňové příjmy",147884377.47
"4004",275336,2013,"Kapitálové příjmy",1907469
"4005",275336,2013,"Nedaňové příjmy",60580744.59
"4006",275808,2013,"Daňové příjmy",73332932.16
"4007",275808,2013,"Kapitálové příjmy",6287615
"4008",275808,2013,"Nedaňové příjmy",30169037.32
"4009",276111,2013,"Daňové příjmy",102317045.94
"4010",276111,2013,"Kapitálové příjmy",10000
"4011",276111,2013,"Nedaňové příjmy",16125355.48
"4012",276227,2013,"Daňové příjmy",200530486.36
"4013",276227,2013,"Kapitálové příjmy",8330441
"4014",276227,2013,"Nedaňové příjmy",70633975.34
"4015",276944,2013,"Daňové příjmy",145232184.43
"4016",276944,2013,"Kapitálové příjmy",86000
"4017",276944,2013,"Nedaňové příjmy",7190890.98
"4018",277037,2013,"Daňové příjmy",125358263.08
"4019",277037,2013,"Kapitálové příjmy",6533284
"4020",277037,2013,"Nedaňové příjmy",26109564.11
"4021",277177,2013,"Daňové příjmy",115039636.98
"4022",277177,2013,"Kapitálové příjmy",5082321
"4023",277177,2013,"Nedaňové příjmy",57271764.94
"4024",277444,2013,"Daňové příjmy",209768140.57
"4025",277444,2013,"Kapitálové příjmy",6340975
"4026",277444,2013,"Nedaňové příjmy",69369322.99
"4027",277819,2013,"Daňové příjmy",184222722.58
"4028",277819,2013,"Kapitálové příjmy",7461663
"4029",277819,2013,"Nedaňové příjmy",78569094.82
"4030",278360,2013,"Daňové příjmy",369817581.69
"4031",278360,2013,"Kapitálové příjmy",13089189.4
"4032",278360,2013,"Nedaňové příjmy",57342367.61
"4033",278475,2013,"Daňové příjmy",154245605.25
"4034",278475,2013,"Kapitálové příjmy",55148722
"4035",278475,2013,"Nedaňové příjmy",83434284.06
"4036",278653,2013,"Daňové příjmy",173003748.4
"4037",278653,2013,"Kapitálové příjmy",3427720
"4038",278653,2013,"Nedaňové příjmy",19053289.29
"4039",279072,2013,"Daňové příjmy",53059285.54
"4040",279072,2013,"Kapitálové příjmy",4328156
"4041",279072,2013,"Nedaňové příjmy",11166535.1
"4042",279102,2013,"Daňové příjmy",121425328.84
"4043",279102,2013,"Kapitálové příjmy",9728909.5
"4044",279102,2013,"Nedaňové příjmy",21890045.2
"4045",279676,2013,"Daňové příjmy",165701547.79
"4046",279676,2013,"Kapitálové příjmy",6724469
"4047",279676,2013,"Nedaňové příjmy",22312983.66
"4048",279773,2013,"Daňové příjmy",152118974.26
"4049",279773,2013,"Kapitálové příjmy",5853241
"4050",279773,2013,"Nedaňové příjmy",30785439.37
"4051",279846,2013,"Daňové příjmy",80747604.81
"4052",279846,2013,"Kapitálové příjmy",3825974
"4053",279846,2013,"Nedaňové příjmy",15074338.87
"4054",279943,2013,"Daňové příjmy",236613671.14
"4055",279943,2013,"Kapitálové příjmy",16674703.45
"4056",279943,2013,"Nedaňové příjmy",40690730.78
"4057",279978,2013,"Daňové příjmy",144759806.33
"4058",279978,2013,"Kapitálové příjmy",9200375
"4059",279978,2013,"Nedaňové příjmy",27441195.88
"4060",281859,2013,"Daňové příjmy",112492579.58
"4061",281859,2013,"Kapitálové příjmy",5704560.1
"4062",281859,2013,"Nedaňové příjmy",10929485.4
"4063",281964,2013,"Daňové příjmy",135307017.53
"4064",281964,2013,"Kapitálové příjmy",15745578
"4065",281964,2013,"Nedaňové příjmy",37506730.44
"4066",282481,2013,"Daňové příjmy",68795700.81
"4067",282481,2013,"Kapitálové příjmy",6853166
"4068",282481,2013,"Nedaňové příjmy",4426247.03
"4069",282651,2013,"Daňové příjmy",104863034.55
"4070",282651,2013,"Kapitálové příjmy",462251
"4071",282651,2013,"Nedaňové příjmy",18016812.01
"4072",282707,2013,"Daňové příjmy",110673903.01
"4073",282707,2013,"Kapitálové příjmy",189140
"4074",282707,2013,"Nedaňové příjmy",27498593.54
"4075",282979,2013,"Daňové příjmy",49758886.5
"4076",282979,2013,"Kapitálové příjmy",2722250
"4077",282979,2013,"Nedaňové příjmy",19659471.32
"4078",283061,2013,"Daňové příjmy",306084767.31
"4079",283061,2013,"Kapitálové příjmy",12300068
"4080",283061,2013,"Nedaňové příjmy",73530091.97
"4081",283193,2013,"Daňové příjmy",80748106.75
"4082",283193,2013,"Kapitálové příjmy",2224697
"4083",283193,2013,"Nedaňové příjmy",23384225.4
"4084",283347,2013,"Daňové příjmy",114427649.04
"4085",283347,2013,"Kapitálové příjmy",29203746
"4086",283347,2013,"Nedaňové příjmy",34039820.11
"4087",283509,2013,"Daňové příjmy",69327657.69
"4088",283509,2013,"Kapitálové příjmy",18109503
"4089",283509,2013,"Nedaňové příjmy",23631552.83
"4090",283924,2013,"Daňové příjmy",992812994.44
"4091",283924,2013,"Kapitálové příjmy",30694318.26
"4092",283924,2013,"Nedaňové příjmy",235643557.62
"4093",284165,2013,"Daňové příjmy",75637688.61
"4094",284165,2013,"Kapitálové příjmy",3334775
"4095",284165,2013,"Nedaňové příjmy",16014223.17
"4096",284301,2013,"Daňové příjmy",232792183.77
"4097",284301,2013,"Kapitálové příjmy",2181769
"4098",284301,2013,"Nedaňové příjmy",38294026.94
"4099",284611,2013,"Daňové příjmy",61451419.96
"4100",284611,2013,"Kapitálové příjmy",858240
"4101",284611,2013,"Nedaňové příjmy",17822552.28
"4102",284653,2013,"Daňové příjmy",55224323.02
"4103",284653,2013,"Kapitálové příjmy",3834963
"4104",284653,2013,"Nedaňové příjmy",10126060.21
"4105",284891,2013,"Daňové příjmy",309914863.81
"4106",284891,2013,"Kapitálové příjmy",11474952.08
"4107",284891,2013,"Nedaňové příjmy",51298582.34
"4108",285030,2013,"Daňové příjmy",151529620.33
"4109",285030,2013,"Kapitálové příjmy",3509498
"4110",285030,2013,"Nedaňové příjmy",28587178.29
"4111",285455,2013,"Daňové příjmy",134685116.99
"4112",285455,2013,"Kapitálové příjmy",4534448
"4113",285455,2013,"Nedaňové příjmy",16737457.32
"4114",286010,2013,"Daňové příjmy",663228819.09
"4115",286010,2013,"Kapitálové příjmy",66921985.07
"4116",286010,2013,"Nedaňové příjmy",158908927.8
"4117",286745,2013,"Daňové příjmy",66604745.2
"4118",286745,2013,"Kapitálové příjmy",1249298
"4119",286745,2013,"Nedaňové příjmy",13056950.69
"4120",287113,2013,"Daňové příjmy",103720818.75
"4121",287113,2013,"Kapitálové příjmy",865190
"4122",287113,2013,"Nedaňové příjmy",31690588.16
"4123",287172,2013,"Daňové příjmy",144586615.84
"4124",287172,2013,"Kapitálové příjmy",7321499.8
"4125",287172,2013,"Nedaňové příjmy",23517159.21
"4126",287351,2013,"Daňové příjmy",330655413.48
"4127",287351,2013,"Kapitálové příjmy",1172100
"4128",287351,2013,"Nedaňové příjmy",19293621.05
"4129",288365,2013,"Daňové příjmy",35960862.07
"4130",288365,2013,"Kapitálové příjmy",444872
"4131",288365,2013,"Nedaňové příjmy",6239959.96
"4132",288659,2013,"Daňové příjmy",569861125.75
"4133",288659,2013,"Kapitálové příjmy",12222692
"4134",288659,2013,"Nedaňové příjmy",116998687.26
"4135",289931,2013,"Daňové příjmy",94168299.55
"4136",289931,2013,"Kapitálové příjmy",1559980
"4137",289931,2013,"Nedaňové příjmy",5738590.17
"4138",289965,2013,"Daňové příjmy",57162124.39
"4139",289965,2013,"Kapitálové příjmy",8138279
"4140",289965,2013,"Nedaňové příjmy",12084495.19
"4141",290629,2013,"Daňové příjmy",440311994.15
"4142",290629,2013,"Kapitálové příjmy",10073354
"4143",290629,2013,"Nedaňové příjmy",18117527.51
"4144",291463,2013,"Daňové příjmy",215388932.89
"4145",291463,2013,"Kapitálové příjmy",9231270
"4146",291463,2013,"Nedaňové příjmy",43774219.07
"4147",291471,2013,"Daňové příjmy",330450640.81
"4148",291471,2013,"Kapitálové příjmy",29825941
"4149",291471,2013,"Nedaňové příjmy",126189052
"4150",291676,2013,"Daňové příjmy",78952608.35
"4151",291676,2013,"Kapitálové příjmy",3626590
"4152",291676,2013,"Nedaňové příjmy",9535473.13
