"","ico","year","class_of_revenue","Revenue_CZK"
"2038",260177,2010,"Nedaňové příjmy",22434690
"2039",260231,2010,"Daňové příjmy",132086450
"2040",260231,2010,"Kapitálové příjmy",12254630
"2041",260231,2010,"Nedaňové příjmy",53404770
"2042",260428,2010,"Daňové příjmy",433131140
"2043",260428,2010,"Kapitálové příjmy",35016990
"2044",260428,2010,"Nedaňové příjmy",63330430
"2045",260771,2010,"Daňové příjmy",115760750
"2046",260771,2010,"Kapitálové příjmy",8123870
"2047",260771,2010,"Nedaňové příjmy",11835830
"2048",261238,2010,"Daňové příjmy",552416820
"2049",261238,2010,"Kapitálové příjmy",14314490
"2050",261238,2010,"Nedaňové příjmy",30054170
"2051",261602,2010,"Daňové příjmy",102304180
"2052",261602,2010,"Kapitálové příjmy",22530560
"2053",261602,2010,"Nedaňové příjmy",42219350
"2054",261718,2010,"Daňové příjmy",151170160
"2055",261718,2010,"Kapitálové příjmy",22256040
"2056",261718,2010,"Nedaňové příjmy",31743080
"2057",261891,2010,"Daňové příjmy",538624120
"2058",261891,2010,"Kapitálové příjmy",186163500
"2059",261891,2010,"Nedaňové příjmy",107075240
"2060",261912,2010,"Daňové příjmy",223212870
"2061",261912,2010,"Kapitálové příjmy",12716450
"2062",261912,2010,"Nedaňové příjmy",20107440
"2063",262340,2010,"Daňové příjmy",461504950
"2064",262340,2010,"Kapitálové příjmy",29196660
"2065",262340,2010,"Nedaňové příjmy",161447630
"2066",262587,2010,"Daňové příjmy",60097520
"2067",262587,2010,"Kapitálové příjmy",1591200
"2068",262587,2010,"Nedaňové příjmy",19991820
"2069",262633,2010,"Daňové příjmy",58246580
"2070",262633,2010,"Kapitálové příjmy",2220740
"2071",262633,2010,"Nedaňové příjmy",30058480
"2072",262781,2010,"Daňové příjmy",86417340
"2073",262781,2010,"Kapitálové příjmy",9922420
"2074",262781,2010,"Nedaňové příjmy",85361990
"2075",262978,2010,"Daňové příjmy",1204191900
"2076",262978,2010,"Kapitálové příjmy",17421170
"2077",262978,2010,"Nedaňové příjmy",114845270
"2078",263958,2010,"Daňové příjmy",263480820
"2079",263958,2010,"Kapitálové příjmy",89962290
"2080",263958,2010,"Nedaňové příjmy",34362020
"2081",263991,2010,"Daňové příjmy",103337390
"2082",263991,2010,"Kapitálové příjmy",17604970
"2083",263991,2010,"Nedaňové příjmy",26247920
"2084",264334,2010,"Daňové příjmy",137541390
"2085",264334,2010,"Kapitálové příjmy",357430
"2086",264334,2010,"Nedaňové příjmy",25701160
"2087",265209,2010,"Daňové příjmy",182389970
"2088",265209,2010,"Kapitálové příjmy",52597660
"2089",265209,2010,"Nedaňové příjmy",28779670
"2090",265365,2010,"Daňové příjmy",64719890
"2091",265365,2010,"Kapitálové příjmy",7362990
"2092",265365,2010,"Nedaňové příjmy",9654600
"2093",265781,2010,"Daňové příjmy",193087110
"2094",265781,2010,"Kapitálové příjmy",14348550
"2095",265781,2010,"Nedaňové příjmy",29172690
"2096",266027,2010,"Daňové příjmy",287816040
"2097",266027,2010,"Kapitálové příjmy",20693550
"2098",266027,2010,"Nedaňové příjmy",60080860
"2099",266094,2010,"Daňové příjmy",725933030
"2100",266094,2010,"Kapitálové příjmy",71077490
"2101",266094,2010,"Nedaňové příjmy",83726300
"2102",266230,2010,"Daňové příjmy",157510520
"2103",266230,2010,"Kapitálové příjmy",8773410
"2104",266230,2010,"Nedaňové příjmy",71278830
"2105",266621,2010,"Daňové příjmy",570030770
"2106",266621,2010,"Kapitálové příjmy",7835840
"2107",266621,2010,"Nedaňové příjmy",100349950
"2108",267449,2010,"Daňové příjmy",284266110
"2109",267449,2010,"Kapitálové příjmy",122769340
"2110",267449,2010,"Nedaňové příjmy",83406140
"2111",267538,2010,"Daňové příjmy",95274670
"2112",267538,2010,"Kapitálové příjmy",4450320
"2113",267538,2010,"Nedaňové příjmy",10021970
"2114",268321,2010,"Daňové příjmy",62565150
"2115",268321,2010,"Kapitálové příjmy",2475660
"2116",268321,2010,"Nedaňové příjmy",49965260
"2117",268810,2010,"Daňové příjmy",1241221050
"2118",268810,2010,"Kapitálové příjmy",195020900
"2119",268810,2010,"Nedaňové příjmy",310268170
"2120",269247,2010,"Daňové příjmy",69456220
"2121",269247,2010,"Kapitálové příjmy",7284580
"2122",269247,2010,"Nedaňové příjmy",31209720
"2123",270059,2010,"Daňové příjmy",100712900
"2124",270059,2010,"Kapitálové příjmy",32508120
"2125",270059,2010,"Nedaňové příjmy",33685070
"2126",270211,2010,"Daňové příjmy",238854450
"2127",270211,2010,"Kapitálové příjmy",4306340
"2128",270211,2010,"Nedaňové příjmy",40316530
"2129",271560,2010,"Daňové příjmy",82805020
"2130",271560,2010,"Kapitálové příjmy",8576060
"2131",271560,2010,"Nedaňové příjmy",17091040
"2132",271632,2010,"Daňové příjmy",196498560
"2133",271632,2010,"Kapitálové příjmy",38152700
"2134",271632,2010,"Nedaňové příjmy",53441380
"2135",271888,2010,"Daňové příjmy",82265460
"2136",271888,2010,"Kapitálové příjmy",4363000
"2137",271888,2010,"Nedaňové příjmy",22548550
"2138",272523,2010,"Daňové příjmy",79371850
"2139",272523,2010,"Kapitálové příjmy",17578040
"2140",272523,2010,"Nedaňové příjmy",38997590
"2141",272728,2010,"Daňové příjmy",122605810
"2142",272728,2010,"Kapitálové příjmy",12694420
"2143",272728,2010,"Nedaňové příjmy",50735930
"2144",272868,2010,"Daňové příjmy",223341180
"2145",272868,2010,"Kapitálové příjmy",9209850
"2146",272868,2010,"Nedaňové příjmy",25020750
"2147",272876,2010,"Daňové příjmy",87684990
"2148",272876,2010,"Kapitálové příjmy",2389640
"2149",272876,2010,"Nedaňové příjmy",28684940
"2150",273571,2010,"Daňové příjmy",56041920
"2151",273571,2010,"Kapitálové příjmy",349800
"2152",273571,2010,"Nedaňové příjmy",26866580
"2153",274046,2010,"Daňové příjmy",1173058360
"2154",274046,2010,"Kapitálové příjmy",434068730
"2155",274046,2010,"Nedaňové příjmy",129576370
"2156",274101,2010,"Daňové příjmy",91501960
"2157",274101,2010,"Kapitálové příjmy",18258860
"2158",274101,2010,"Nedaňové příjmy",12116290
"2159",274879,2010,"Daňové příjmy",88742700
"2160",274879,2010,"Kapitálové příjmy",6105450
"2161",274879,2010,"Nedaňové příjmy",25644130
"2162",274968,2010,"Daňové příjmy",57685300
"2163",274968,2010,"Kapitálové příjmy",26312230
"2164",274968,2010,"Nedaňové příjmy",13660920
"2165",275336,2010,"Daňové příjmy",121881410
"2166",275336,2010,"Kapitálové příjmy",530540
"2167",275336,2010,"Nedaňové příjmy",58576690
"2168",275808,2010,"Daňové příjmy",54306700
"2169",275808,2010,"Kapitálové příjmy",5831020
"2170",275808,2010,"Nedaňové příjmy",37795710
"2171",276111,2010,"Daňové příjmy",84443610
"2172",276111,2010,"Nedaňové příjmy",17023760
"2173",276227,2010,"Daňové příjmy",181033550
"2174",276227,2010,"Kapitálové příjmy",56111900
"2175",276227,2010,"Nedaňové příjmy",61723960
"2176",276944,2010,"Daňové příjmy",114329810
"2177",276944,2010,"Kapitálové příjmy",823290
"2178",276944,2010,"Nedaňové příjmy",12529560
"2179",277037,2010,"Daňové příjmy",119231370
"2180",277037,2010,"Kapitálové příjmy",8024320
"2181",277037,2010,"Nedaňové příjmy",27779500
"2182",277177,2010,"Daňové příjmy",93259370
"2183",277177,2010,"Kapitálové příjmy",26180470
"2184",277177,2010,"Nedaňové příjmy",51352910
"2185",277444,2010,"Daňové příjmy",185982230
"2186",277444,2010,"Kapitálové příjmy",39769520
"2187",277444,2010,"Nedaňové příjmy",68571800
"2188",277819,2010,"Daňové příjmy",173103970
"2189",277819,2010,"Kapitálové příjmy",29037210
"2190",277819,2010,"Nedaňové příjmy",57082710
"2191",278360,2010,"Daňové příjmy",319214350
"2192",278360,2010,"Kapitálové příjmy",66221780
"2193",278360,2010,"Nedaňové příjmy",49617280
"2194",278475,2010,"Daňové příjmy",130595880
"2195",278475,2010,"Kapitálové příjmy",11644570
"2196",278475,2010,"Nedaňové příjmy",117940760
"2197",278653,2010,"Daňové příjmy",151210070
"2198",278653,2010,"Kapitálové příjmy",40927500
"2199",278653,2010,"Nedaňové příjmy",16194400
"2200",279072,2010,"Daňové příjmy",40996850
"2201",279072,2010,"Kapitálové příjmy",3082860
"2202",279072,2010,"Nedaňové příjmy",9562000
"2203",279102,2010,"Daňové příjmy",100386310
"2204",279102,2010,"Kapitálové příjmy",5838440
"2205",279102,2010,"Nedaňové příjmy",23070430
"2206",279676,2010,"Daňové příjmy",137964610
"2207",279676,2010,"Kapitálové příjmy",20527730
"2208",279676,2010,"Nedaňové příjmy",24504750
"2209",279773,2010,"Daňové příjmy",125835080
"2210",279773,2010,"Kapitálové příjmy",10504660
"2211",279773,2010,"Nedaňové příjmy",27859840
"2212",279846,2010,"Daňové příjmy",63444810
"2213",279846,2010,"Kapitálové příjmy",32467650
"2214",279846,2010,"Nedaňové příjmy",11461900
"2215",279943,2010,"Daňové příjmy",208839700
"2216",279943,2010,"Kapitálové příjmy",70931200
"2217",279943,2010,"Nedaňové příjmy",44867180
"2218",279978,2010,"Daňové příjmy",112908930
"2219",279978,2010,"Kapitálové příjmy",35438280
"2220",279978,2010,"Nedaňové příjmy",42245870
"2221",281859,2010,"Daňové příjmy",88967050
"2222",281859,2010,"Kapitálové příjmy",1892180
"2223",281859,2010,"Nedaňové příjmy",9396860
"2224",281964,2010,"Daňové příjmy",103887600
"2225",281964,2010,"Kapitálové příjmy",277020
"2226",281964,2010,"Nedaňové příjmy",32432980
"2227",282481,2010,"Daňové příjmy",53523010
"2228",282481,2010,"Kapitálové příjmy",1447820
"2229",282481,2010,"Nedaňové příjmy",5185280
"2230",282651,2010,"Daňové příjmy",69264000
"2231",282651,2010,"Kapitálové příjmy",533450
"2232",282651,2010,"Nedaňové příjmy",15292420
"2233",282707,2010,"Daňové příjmy",80060760
"2234",282707,2010,"Kapitálové příjmy",5247420
"2235",282707,2010,"Nedaňové příjmy",20777780
"2236",282979,2010,"Daňové příjmy",34458580
"2237",282979,2010,"Kapitálové příjmy",5089610
"2238",282979,2010,"Nedaňové příjmy",16500740
"2239",283061,2010,"Daňové příjmy",321361120
"2240",283061,2010,"Kapitálové příjmy",34048710
"2241",283061,2010,"Nedaňové příjmy",57587070
"2242",283193,2010,"Daňové příjmy",65383060
"2243",283193,2010,"Kapitálové příjmy",7397020
"2244",283193,2010,"Nedaňové příjmy",26959950
"2245",283347,2010,"Daňové příjmy",79200790
"2246",283347,2010,"Kapitálové příjmy",11272970
"2247",283347,2010,"Nedaňové příjmy",32941830
"2248",283509,2010,"Daňové příjmy",51342000
"2249",283509,2010,"Kapitálové příjmy",13148130
"2250",283509,2010,"Nedaňové příjmy",32492570
"2251",283924,2010,"Daňové příjmy",913555070
"2252",283924,2010,"Kapitálové příjmy",152139330
"2253",283924,2010,"Nedaňové příjmy",257888660
"2254",284165,2010,"Daňové příjmy",57293830
"2255",284165,2010,"Kapitálové příjmy",6785620
"2256",284165,2010,"Nedaňové příjmy",16345350
"2257",284301,2010,"Daňové příjmy",206419360
"2258",284301,2010,"Kapitálové příjmy",19912750
"2259",284301,2010,"Nedaňové příjmy",42795800
"2260",284611,2010,"Daňové příjmy",49857870
"2261",284611,2010,"Kapitálové příjmy",2172620
"2262",284611,2010,"Nedaňové příjmy",14900840
"2263",284653,2010,"Daňové příjmy",40647880
"2264",284653,2010,"Kapitálové příjmy",2859150
"2265",284653,2010,"Nedaňové příjmy",8333650
"2266",284891,2010,"Daňové příjmy",268173910
"2267",284891,2010,"Kapitálové příjmy",24792940
"2268",284891,2010,"Nedaňové příjmy",51911660
"2269",285030,2010,"Daňové příjmy",132135090
"2270",285030,2010,"Kapitálové příjmy",21431750
"2271",285030,2010,"Nedaňové příjmy",24936340
"2272",285455,2010,"Daňové příjmy",116139330
"2273",285455,2010,"Kapitálové příjmy",7607350
"2274",285455,2010,"Nedaňové příjmy",19589110
"2275",286010,2010,"Daňové příjmy",611622110
"2276",286010,2010,"Kapitálové příjmy",82360390
"2277",286010,2010,"Nedaňové příjmy",45043160
"2278",286745,2010,"Daňové příjmy",50898810
"2279",286745,2010,"Kapitálové příjmy",25513800
"2280",286745,2010,"Nedaňové příjmy",13646790
"2281",287113,2010,"Daňové příjmy",89849300
"2282",287113,2010,"Kapitálové příjmy",5242780
"2283",287113,2010,"Nedaňové příjmy",32446360
"2284",287172,2010,"Daňové příjmy",123119080
"2285",287172,2010,"Kapitálové příjmy",35055750
"2286",287172,2010,"Nedaňové příjmy",35804610
"2287",287351,2010,"Daňové příjmy",291446270
"2288",287351,2010,"Kapitálové příjmy",20128650
"2289",287351,2010,"Nedaňové příjmy",29092140
"2290",288365,2010,"Daňové příjmy",26400240
"2291",288365,2010,"Kapitálové příjmy",77940
"2292",288365,2010,"Nedaňové příjmy",11198550
"2293",288659,2010,"Daňové příjmy",537026740
"2294",288659,2010,"Kapitálové příjmy",86551940
"2295",288659,2010,"Nedaňové příjmy",122939650
"2296",289931,2010,"Daňové příjmy",75262290
"2297",289931,2010,"Kapitálové příjmy",3413090
"2298",289931,2010,"Nedaňové příjmy",7325700
"2299",289965,2010,"Daňové příjmy",50068390
"2300",289965,2010,"Kapitálové příjmy",17213850
"2301",289965,2010,"Nedaňové příjmy",13522820
"2302",290629,2010,"Daňové příjmy",388322880
"2303",290629,2010,"Kapitálové příjmy",16348700
"2304",290629,2010,"Nedaňové příjmy",41679310
"2305",291463,2010,"Daňové příjmy",195799580
"2306",291463,2010,"Kapitálové příjmy",17572570
"2307",291463,2010,"Nedaňové příjmy",36902600
"2308",291471,2010,"Daňové příjmy",293297830
"2309",291471,2010,"Kapitálové příjmy",98452270
"2310",291471,2010,"Nedaňové příjmy",114522860
"2311",291676,2010,"Daňové příjmy",57999830
"2312",291676,2010,"Kapitálové příjmy",18433610
"2313",291676,2010,"Nedaňové příjmy",6529700
"2314",292311,2010,"Daňové příjmy",55738630
"2315",292311,2010,"Kapitálové příjmy",6195790
"2316",292311,2010,"Nedaňové příjmy",6666300
"2317",292427,2010,"Daňové příjmy",229662630
"2318",292427,2010,"Kapitálové příjmy",13279420
"2319",292427,2010,"Nedaňové příjmy",24615790
"2320",293199,2010,"Daňové příjmy",59006500
"2321",293199,2010,"Kapitálové příjmy",3179230
"2322",293199,2010,"Nedaňové příjmy",11814240
"2323",293881,2010,"Daňové příjmy",421156080
"2324",293881,2010,"Kapitálové příjmy",56965880
"2325",293881,2010,"Nedaňové příjmy",147046920
"2326",294136,2010,"Daňové příjmy",91654540
"2327",294136,2010,"Nedaňové příjmy",8660100
"2328",294900,2010,"Daňové příjmy",104591520
"2329",294900,2010,"Kapitálové příjmy",14227900
"2330",294900,2010,"Nedaňové příjmy",47046790
"2331",295671,2010,"Daňové příjmy",123356730
"2332",295671,2010,"Kapitálové příjmy",3578840
"2333",295671,2010,"Nedaňové příjmy",11920000
"2334",295841,2010,"Daňové příjmy",251103400
"2335",295841,2010,"Kapitálové příjmy",26402160
"2336",295841,2010,"Nedaňové příjmy",94162270
"2337",295892,2010,"Daňové příjmy",189419450
"2338",295892,2010,"Kapitálové příjmy",22912240
"2339",295892,2010,"Nedaňové příjmy",64970010
"2340",296139,2010,"Daňové příjmy",244823980
"2341",296139,2010,"Kapitálové příjmy",29352750
"2342",296139,2010,"Nedaňové příjmy",87750330
"2343",296317,2010,"Daňové příjmy",89491160
"2344",296317,2010,"Kapitálové příjmy",11115890
"2345",296317,2010,"Nedaňové příjmy",42033790
"2346",296643,2010,"Daňové příjmy",682664270
"2347",296643,2010,"Kapitálové příjmy",69957440
"2348",296643,2010,"Nedaňové příjmy",180447970
"2349",296651,2010,"Daňové příjmy",94180450
"2350",296651,2010,"Kapitálové příjmy",12111050
"2351",296651,2010,"Nedaňové příjmy",18881830
"2352",296759,2010,"Daňové příjmy",53679770
"2353",296759,2010,"Kapitálové příjmy",10428660
"2354",296759,2010,"Nedaňové příjmy",11531820
"2355",297313,2010,"Daňové příjmy",411732620
"2356",297313,2010,"Kapitálové příjmy",3861670
"2357",297313,2010,"Nedaňové příjmy",113133690
"2358",297437,2010,"Daňové příjmy",247743800
"2359",297437,2010,"Kapitálové příjmy",18441820
"2360",297437,2010,"Nedaňové příjmy",45008540
"2361",297488,2010,"Daňové příjmy",902627770
"2362",297488,2010,"Kapitálové příjmy",16963110
"2363",297488,2010,"Nedaňové příjmy",54878370
"2364",297534,2010,"Daňové příjmy",803583040
"2365",297534,2010,"Kapitálové příjmy",535445250
"2366",297534,2010,"Nedaňové příjmy",140705120
"2367",297569,2010,"Daňové příjmy",213517410
"2368",297569,2010,"Kapitálové příjmy",15263140
"2369",297569,2010,"Nedaňové příjmy",272692040
"2370",297577,2010,"Daňové příjmy",298578400
"2371",297577,2010,"Kapitálové příjmy",15487920
"2372",297577,2010,"Nedaňové příjmy",71634400
"2373",297755,2010,"Daňové příjmy",69255580
"2374",297755,2010,"Kapitálové příjmy",10218230
"2375",297755,2010,"Nedaňové příjmy",46704820
"2376",297852,2010,"Daňové příjmy",107980530
"2377",297852,2010,"Kapitálové příjmy",7181000
"2378",297852,2010,"Nedaňové příjmy",54048320
"2379",298077,2010,"Daňové příjmy",225216860
"2380",298077,2010,"Kapitálové příjmy",54081340
"2381",298077,2010,"Nedaňové příjmy",34145990
"2382",298212,2010,"Daňové příjmy",252737110
"2383",298212,2010,"Kapitálové příjmy",7001480
"2384",298212,2010,"Nedaňové příjmy",83022970
"2385",298221,2010,"Daňové příjmy",66241070
