"ico","year","Tax_revenue_CZK","Capital_revenue_CZK","Non_tax_revenue_CZK"
75370,2007,3506289910,254559860,802475750
75370,2008,3740159310,244560300,825331450
75370,2009,3278100760,206366930,1143436260
75370,2010,3425751710,201939020,1202131680
75370,2011,3395271118.79,189874727.35,1085130077.8
75370,2012,3589570762.07,513439378.13,1104962706.89
75370,2013,3505085325.46,156238189.9,1121274573.28
75370,2014,3653965289.3,146283973.5,1141519602.43
75370,2015,3805190601.33,139777792.76,1093538397.75
75370,2016,4199479317.23,925850641.45,958266458.06
75370,2017,4682552951.95,399087474.62,945538600.33
75370,2018,4974466271.04,246251357.52,720683005.29
75370,2019,6266948580.72,213548298.01,884050907.89
75370,2020,5136374908.65,355044275.26,945378404.34
81531,2007,1197814220,5121600,69915260
81531,2008,1198738090,277000,45768550
81531,2009,1110665060,240210,44550940
81531,2010,1129930720,10375550,44708960
81531,2011,1141285889.87,91860,42872825.67
81531,2012,1195419981.42,136552,39892021.03
81531,2013,1244054513.12,37545,57294395.84
81531,2014,1323730130.73,54304,45824077.16
81531,2015,1352828338.2,16078794,43099446.59
81531,2016,1462386818.79,4492483,87207285.9
81531,2017,1566382075.11,71600,71505429.54
81531,2018,1662003925.25,183400,114590935.11
81531,2019,1777167170.13,18363.8,128878437.77
81531,2020,1678479340.89,311560,215790616.52
231401,2007,193413950,8194420,128981260
231401,2008,222571630,8596070,142031450
231401,2009,195065770,8943150,14095610
231401,2010,193442660,5884790,14753200
231401,2011,188469487.58,4692020,15360356.92
231401,2012,195663435.25,5136622,14732809.47
231401,2013,227624951.32,3798193,18341491.03
231401,2014,242900148.29,6207455,18564051.6
231401,2015,250944679,7341891,17309190.89
231401,2016,272537631.73,2554491,36995371.46
231401,2017,290362904.32,19797013.33,30889054.97
231401,2018,309727939.38,7109463,31345894.85
231401,2019,327170137.32,1468962,64952717.67
231401,2020,313027298.87,34879466.67,36795074.95
232947,2007,115317820,979470,44410530
232947,2008,124323640,3141560,46135540
232947,2009,112213940,118873630,58146000
232947,2010,113672520,6259140,46919620
232947,2011,110240265.6,13032910,47343015.47
232947,2012,109492063.76,55343697,48513410.55
232947,2013,132506248.25,31338950,45103586.58
232947,2014,146422427.1,8102816,40985511.3
232947,2015,143436173.48,2745252,36760060.84
232947,2016,154217521.61,9371928,41128161.62
232947,2017,169988597.58,18329536,74094359.35
232947,2018,184229505.6,1326537,52533380.57
232947,2019,192735558.44,2017250,57943787.18
232947,2020,182103666.54,576271,59089128.54
232963,2007,49519360,9890620,21964770
232963,2008,56481760,3654900,26027910
232963,2009,53393580,446800,28429740
232963,2010,56486840,1040220,30159180
232963,2011,52750558.36,1158838,32186949.06
232963,2012,54280768.18,470941,30763536.03
232963,2013,66855172.52,269410,32027939.23
232963,2014,71481862.89,201690,30792587.5
232963,2015,71669043.35,2376764.5,33413094.65
232963,2016,78953578.57,176500,37606498.85
232963,2017,85416426.76,8468731.5,39282651.99
232963,2018,94361220.2,1853351,40276991.86
232963,2019,99370844.08,446374,39927422.02
232963,2020,98125701.01,4740811.69,46422698.41
233129,2007,212261560,111723180,22081170
233129,2008,247697080,66249760,20177520
233129,2009,203720010,36931250,17649480
233129,2010,202622170,16239620,20851410
233129,2011,195051330.14,19205111,21676775.04
233129,2012,208652732.04,2976554,29099383.74
233129,2013,237352714.98,1739176,24537936.43
233129,2014,249037522.98,2284413,23412347
233129,2015,258559015.82,3763602,21574077.42
233129,2016,283669676.07,35976759,24960941.91
233129,2017,307276561.11,22485509,31445072.89
233129,2018,337015631.6,18725305,37176141.08
233129,2019,364551918.89,4747853.6,35924675.02
233129,2020,339739038.71,423904,31118433.07
233242,2007,77220570,4990040,5241580
233242,2008,87017610,3932800,5797510
233242,2009,84392310,2398520,7630130
233242,2010,77117120,6094960,8674710
233242,2011,81048953.3,6204526.5,7776574.66
233242,2012,88042467.22,1569034.5,8320034.21
233242,2013,104313897.48,960850,9229318.51
233242,2014,110266591.92,873892,11872885.15
233242,2015,116281109.55,324700,9728697.88
233242,2016,120980490.75,3170480,9000527.52
233242,2017,122516664.88,2423789.1,9672087.87
233242,2018,136776660.54,29553243.09,10643732.67
233242,2019,156146083.46,443656.76,12223704.08
233242,2020,146271566,137944,14927182.95
234516,2007,805503650,78379390,161256650
234516,2008,863120890,189518150,172428260
234516,2009,738436950,88804010,171095960
234516,2010,766206800,96354970,162233130
234516,2011,815085239.84,50898548,178959719.16
234516,2012,780559125.75,28713024,180148928.82
234516,2013,840181977.5,51135247.4,175547658.62
234516,2014,877962410.81,20093116.36,200721415.23
234516,2015,915976541.47,15063036.45,195368178.33
234516,2016,1002708921.86,33008657.34,95898463.56
234516,2017,1104907082.32,11476000,88427934.32
234516,2018,1190842863.73,90451824.13,85197504.37
234516,2019,1301924131.83,17898847.71,98468300.65
234516,2020,1198792023.2,18712259,90623013.03
234877,2007,163112110,36305610,10385480
234877,2008,175611870,15622020,12263460
234877,2009,150506070,9957740,20455080
234877,2010,160201480,9067150,14685980
234877,2011,157806364.61,10950559,14361451.62
234877,2012,165965344.3,1797536.61,15649462.25
234877,2013,188227470.44,2251238.15,8930454.33
234877,2014,198486889.24,1404619,11391082.69
234877,2015,207602456.11,127830,21530394.66
234877,2016,225672074.91,5776861.34,13509014.76
234877,2017,241576700.44,2159683,11854006.1
234877,2018,269446757.31,8561263,12310706.88
234877,2019,287867859.81,2709982,17163747.71
234877,2020,273952964.75,259498,24657419.04
235334,2007,66841340,1595000,3557470
235334,2008,73232850,6500000,14831010
235334,2009,64792840,1184000,6794410
235334,2010,72106400,164640,3604960
235334,2011,66995757.31,NA,3049336.12
235334,2012,68556727.41,NA,3796012.07
235334,2013,84338558.03,7907021,2555180.88
235334,2014,90299939.3,NA,4804508.06
235334,2015,94275048.74,NA,6010558.54
235334,2016,105668944.32,NA,4377749.81
235334,2017,113909424.94,NA,9636576.04
235334,2018,128946480.19,NA,10447699.61
235334,2019,136232303.32,NA,9106614.23
235334,2020,128767111.31,NA,12438928.58
235440,2007,352533080,143560040,179027920
235440,2008,404795540,158266240,198475530
235440,2009,348718410,130689460,225649480
235440,2010,363183880,68338820,220575350
235440,2011,357101381.76,22663641.7,225552548.13
235440,2012,374480123.71,21285461.7,224487070.11
235440,2013,420695399.7,80678436.7,236984035.92
235440,2014,432530539.16,52201154.24,235926669.61
235440,2015,452166990.39,20893176,241279064.46
235440,2016,477200981.64,42713144.11,248627001.5
235440,2017,504827297.72,64973552.5,247379398.18
235440,2018,548684947.78,39454158,245719626.49
235440,2019,583288176.48,52265293.96,268713979.91
235440,2020,577308004.85,85641516,246298709.43
236021,2007,128777040,22510000,41968810
236021,2008,141399280,93632740,50343680
236021,2009,141468620,98271480,54515070
236021,2010,143501650,87194240,57292550
236021,2011,139746901.07,48411242.81,37506514.91
236021,2012,134683597.13,33328115.6,32385300.73
236021,2013,158161568.61,16220218.8,31063200.94
236021,2014,160305113.64,10601344.8,36602669.33
236021,2015,158263941.45,7366549.87,34917860.69
236021,2016,167010917.18,17629053.24,38696900.69
236021,2017,180062547.12,10412149.26,42828174.4
236021,2018,192723359.17,7786986.5,39089252.02
236021,2019,202473194.59,8301618,51918594.15
236021,2020,220375290.42,44958675.36,40291343.31
236195,2007,233108850,74901450,85945560
236195,2008,260472450,39063640,88729090
236195,2009,229430940,23824830,88951520
236195,2010,224476500,12264310,76483810
236195,2011,225665220.24,15275257,80563606.92
236195,2012,236409368.89,15408098.4,80287804.19
236195,2013,274787169.34,8421052,84645395.59
236195,2014,280817261.62,9243345.88,85262628.01
236195,2015,286662148.22,25002653,79465198.71
236195,2016,309113216.91,3542758.5,77784117.92
236195,2017,331013455.28,2612035,77414213.33
236195,2018,360765821.74,7746144.25,84865368.54
236195,2019,388805846.39,3118443.5,87088330.95
236195,2020,363895125.04,3350615.3,90851043.18
236977,2007,180391930,NA,31539840
236977,2008,203922410,16860,36692720
236977,2009,176747880,NA,41715200
236977,2010,187864040,210310,36603960
236977,2011,185875895.12,210800,32984280.17
236977,2012,198153544.78,1e+05,32110091.09
236977,2013,223643195.77,50000,36016378.31
236977,2014,242557445.13,574593.5,45122225.34
236977,2015,231576847.7,683052.37,26416584.08
236977,2016,260567721.95,803156,21261504.84
236977,2017,285365423.98,1820986,27286575.99
236977,2018,307345210.75,579411,30912236.16
236977,2019,337917126.65,13501137.54,29267738.31
236977,2020,314644155.46,38817703.4,30735948.33
237051,2007,201920580,9565230,25159000
237051,2008,223085820,21863350,49633400
237051,2009,186022990,28195890,39440400
237051,2010,200231620,66460130,30519330
237051,2011,191064196.54,86247627.09,34248924.11
237051,2012,210512544.13,50710000.3,39484957.44
237051,2013,224341573.97,19733903,33579252.42
237051,2014,235552342.92,13381448,27267283.25
237051,2015,243640467.3,7428855,31336090.75
237051,2016,266381748.18,2120354,37704305.19
237051,2017,295711106.98,5189204,32592375.89
237051,2018,330398762.13,9300323,35291325.32
237051,2019,360694688.36,831282,42133698.99
237051,2020,337142649.69,4346542.7,30464810.95
237108,2007,163605950,2383200,9031720
237108,2008,171647450,3217850,11065580
237108,2009,151374050,34582670,10293300
237108,2010,160786280,954240,8376220
237108,2011,149884704,747586,7277731.17
237108,2012,155819704.58,1009663,8171633.04
237108,2013,182898591,1623891,8071512.57
237108,2014,191196199.42,1424660,8038418.89
237108,2015,194799668.53,1899908,12411243.95
237108,2016,214018960.57,14455001,12650650.51
237108,2017,235750502.25,948964,16087657.57
237108,2018,258055065.98,222071744,15711895.73
237108,2019,319324103.72,2035745,17236789.86
237108,2020,262728078.46,8768881,15863375.14
238295,2007,566591700,85873440,34054270
238295,2008,596833970,59650720,40041790
238295,2009,516717990,97634140,30318300
238295,2010,526464480,45031010,29574280
238295,2011,497703275.22,118176185,43824405.1
238295,2012,584614186.95,80786404.01,42167396.6
238295,2013,618909387.53,29900384,24466950.76
238295,2014,634461859.22,41468266.1,23978010.58
238295,2015,703791939.91,48154526.4,31608109.28
238295,2016,789724702.11,11171656,86596543.1
238295,2017,849183560.73,7561218,37618681.79
238295,2018,867191225.86,166015705.56,110324349.1
238295,2019,971347015.08,37869438.51,80412230.6
238295,2020,893074645.84,8448770.27,82833680.65
238309,2007,79640890,2171800,4108470
238309,2008,89232460,485900,3579660
238309,2009,76228400,5952150,4799720
238309,2010,83697920,4227230,7249840
238309,2011,78293365.89,6112490,6597772.27
238309,2012,81634820.32,3474850,6910736.06
238309,2013,102667729.67,1768073,6158429.48
238309,2014,103463114.71,1012303,5572799.41
238309,2015,106066985.39,309100,7031604.01
238309,2016,115589509.71,920051,7426725.97
238309,2017,126025029,3791091,8023613.6
238309,2018,140391935.09,4207900,8618821.48
238309,2019,153290365.3,12635991,8949386.53
238309,2020,153185965.82,1982085,17981265.13
239402,2007,80025020,11087160,6763640
239402,2008,90133790,16496870,7467720
239402,2009,81293630,5502640,21439300
239402,2010,83969830,7966530,13100360
239402,2011,83638996.2,8267085,8327620.87
239402,2012,90373053.72,2159316,8398250.75
239402,2013,111959655.17,4961837,15575245.91
239402,2014,121766771.05,1022976,21344532.4
239402,2015,124305216.28,2225611,20882374.96
239402,2016,137006710.8,2927283,18879727.45
239402,2017,147970234.92,1881438,16637016.28
239402,2018,164630750.18,27375208,14362387.31
239402,2019,184548861.41,17001,14565236.67
239402,2020,168737262.86,951436.11,12032825.11
239500,2007,157978810,27683300,28252580
239500,2008,168261440,33737710,29895420
239500,2009,145453490,21519440,35699020
239500,2010,155233090,10260260,34124140
239500,2011,150257386.45,7529570.91,31563010.67
239500,2012,159662456.31,15899781.54,28679726.91
239500,2013,203805505.21,19008687.11,32130957.98
239500,2014,210933430.88,3651224,31074165.36
239500,2015,225481539.92,3001590.9,26634066.12
239500,2016,238006210.87,3785470.5,30576556.43
239500,2017,253615948.21,9606889.65,27830911.95
239500,2018,271907134.04,11612740,40815976.18
239500,2019,294321966.45,47605017.91,38229406.46
239500,2020,275099300.51,371908,35392926.81
239640,2007,150120900,3367420,17230380
239640,2008,155036470,25673060,25202930
239640,2009,140846990,8494710,31009550
239640,2010,148104270,6763960,21787360
239640,2011,154344008.77,58936125,24065710.37
239640,2012,165718912.01,40759153,24273905.9
239640,2013,178002540.38,9598074,25472173.44
239640,2014,189378880.81,8707111.92,27901222.77
239640,2015,199718189.41,6839709.13,23323363.26
239640,2016,220031150.36,4167879.28,26923735.42
239640,2017,230817571.7,9168685,30625248.33
239640,2018,249131923.34,933681.34,38903358.51
239640,2019,268379785.67,3077699,32747244.68
239640,2020,249092299,7317233.3,32984345.37
240079,2007,181145670,8374590,53772380
240079,2008,199147730,45461200,59036580
240079,2009,179914300,351194830,69103520
240079,2010,219166310,30990540,68563010
240079,2011,185633934.12,37366430.91,53855234.61
240079,2012,192032536.93,12103172.62,54098311.35
240079,2013,221054251.45,5182851,52556198.76
240079,2014,240525487.44,27251011,58271208.39
240079,2015,250263268.17,18047528,50715233.07
240079,2016,278293225.71,5278063,55108087.3
240079,2017,307144444.51,14151447,117098287.72
240079,2018,332586094.81,2789528,54136218.07
240079,2019,353583950.18,16436239,59306404.47
240079,2020,335830125.21,6134742,56851755.22
240702,2007,149734270,10130500,44631440
240702,2008,160580330,33192590,50897100
240702,2009,152349910,4856460,51063390
240702,2010,171083440,15668560,53404500
240702,2011,164280544.66,3242934,51798611.85
240702,2012,173717698.49,3254640,56701557.05
240702,2013,198637525.47,30111802,61090154.26
240702,2014,214294479.8,14141951.01,70947702.02
240702,2015,224695973.95,9096063,87798895.29
240702,2016,252299639.95,11514323,85227543.1
240702,2017,266007338.83,4535481,84218080.97
240702,2018,290462063.44,9953600,104923570.16
240702,2019,322682590.59,13279845.11,142782446.71
240702,2020,306034083.01,4157641,126193699.51
241121,2007,102425020,14049830,28473320
241121,2008,99499780,10537730,32085460
241121,2009,77874940,5952860,35765480
241121,2010,90696090,12600730,40231100
241121,2011,92988990.85,10454838.4,41916075.61
241121,2012,99910231.76,2779722.23,46868434.61
241121,2013,118418540.31,4888447,49971466.62
241121,2014,131441471.79,4684703,41474941.46
241121,2015,133332531.06,20874921,42220280.04
241121,2016,145753779.81,11805029,44916217.84
241121,2017,148203493.12,2686700,38627372.38
241121,2018,157372813.38,2940000,56318815.09
241121,2019,169452153.89,2775716,54477665.64
241121,2020,169864611.87,1654499,60725307.78
242098,2007,81534240,30638470,13273050
242098,2008,88970230,26026840,13657360
242098,2009,78022470,10017590,15158530
242098,2010,80094030,13493410,16961700
242098,2011,80366240.01,3992680,17807713.95
242098,2012,81481771.3,2890128.1,16793874.08
242098,2013,103632368.65,2292703.12,20150476.12
242098,2014,110159449.37,11100919.92,19203044.59
242098,2015,113734613.44,8970238.9,19236045.81
242098,2016,124553707.11,1159906.33,26869961.54
242098,2017,139981974.2,4639267.11,24768684.9
242098,2018,152819426.22,1172614.42,25718421.85
242098,2019,162682424.68,401255,24955824.88
242098,2020,153080391.3,680110,24039234.89
243132,2007,383607170,51601190,93929130
243132,2008,418716660,59573180,91912140
243132,2009,356522300,30527640,73290090
243132,2010,359741890,94203000,68010340
243132,2011,352819219.75,16570852.91,65203985.27
243132,2012,356702310.48,29754028,69476681.34
243132,2013,402851491.41,10861578,66756704.45
243132,2014,409858685.22,14032812,69345495.52
243132,2015,424052880.22,1150236,68672959.5
243132,2016,492578941.26,6789150,79036523.89
243132,2017,535622645.45,21807764,74775090.52
243132,2018,582760942.95,6175012,80924565.16
243132,2019,623067451.91,48469330.88,87258457.68
243132,2020,582432597.89,11420418.29,121932097.78
243272,2007,73896790,2600840,36486540
243272,2008,81845680,3001860,33606390
243272,2009,69196430,10305290,36559970
243272,2010,75111840,38729880,39596980
243272,2011,77968287.45,59654634.14,34488387
243272,2012,84419825.44,41282782,27009371.56
243272,2013,96703657.14,20399221,29400812.79
243272,2014,97937824.39,16891696,20445410.69
243272,2015,99017327.59,6317371,19249606.91
243272,2016,101090738.31,4769577,18820849.28
243272,2017,109574168.32,13649746,21350337.62
243272,2018,122030893.66,10754609.69,19997173.97
243272,2019,128721513.78,24905804,17607811.58
243272,2020,122618840.8,453879,16496579.08
244309,2007,175957090,34779640,23853770
244309,2008,200289770,12084020,24558150
244309,2009,165577670,7208560,24940810
244309,2010,174987770,36851810,24364860
244309,2011,175752203.06,9497436.13,25360734.77
244309,2012,176334079.57,4761145,26005544.91
244309,2013,201835338.34,2871357,24026584.67
244309,2014,208718911.85,6863995,29408803.26
244309,2015,214949648.3,5905908,28863028.3
244309,2016,223760035.62,4654953,18975279.55
244309,2017,237630040.24,29530503,15381749.9
244309,2018,265825662.15,7265016.48,18297087.87
244309,2019,280492229.63,22902205.6,18143784.45
244309,2020,266578697.94,9993520,19202761.2
244732,2007,1164135290,53459270,343411140
244732,2008,1265082200,33338630,363836620
244732,2009,1103030940,19302710,412709570
244732,2010,1153835880,78448230,396901100
244732,2011,1109641969.37,33231668,396925743.56
244732,2012,1179335584.72,24865775,378606100.95
244732,2013,1248333941.87,27780232.43,379714421.01
244732,2014,1271113137.85,16622105.36,376041356.01
244732,2015,1270899605.34,25115275.8,348080123.78
244732,2016,1386896113.55,17502644,361561039.48
244732,2017,1502078009.73,62973530.84,348548227.9
244732,2018,1687672688.45,60873042.11,341229449.45
244732,2019,1812488229.98,51830899.93,380757661.76
244732,2020,1706198237.62,15158307,374139621.65
245551,2007,43636110,254430,29051850
245551,2008,50355890,6646400,19463230
245551,2009,44249770,1020110,17184900
245551,2010,43842440,877230,19250890
245551,2011,46596944.19,11880695.09,20555311.25
245551,2012,50831055.98,652930,18295990.77
245551,2013,62333838.04,746412.91,14348481.74
245551,2014,66395901.98,1307004,18828358.21
245551,2015,68093416.73,1665276,21418320.34
245551,2016,77204435.48,73793.2,19504473.71
245551,2017,85498676.12,11409375,23660924.77
245551,2018,97332644.43,1911915,21555024.77
245551,2019,99361792.45,936337.4,18085381.51
245551,2020,92579014.7,488134.22,15211820.61
245585,2007,78185330,12411110,16345500
245585,2008,88361960,33362920,20370930
245585,2009,80879320,24911300,24302650
245585,2010,85793310,14969600,14717260
245585,2011,80759159.71,11780809.38,16774331.03
245585,2012,81919672.88,16194380,12364706.89
245585,2013,98447808.66,10657513.63,12712112.25
245585,2014,103655909.35,10578167.5,14270182.3
245585,2015,106827255.56,7705080,11709496.08
245585,2016,114066027.51,11747863.46,15012657.06
245585,2017,125274745.45,9786867.11,13845626.92
245585,2018,135115670.8,9344848.25,13689104.68
245585,2019,145162058.07,13135671.02,24876010.36
245585,2020,137067152.41,12703483.5,16841959.11
245836,2007,155389440,30959940,40380740
245836,2008,168505470,8437620,48253920
245836,2009,152510470,52670990,56160900
245836,2010,166053140,7352840,63591800
245836,2011,156733769.09,4603986,61958941.68
245836,2012,158345397.36,10474768,61507587.82
245836,2013,185691786.74,12875287,66620953.13
245836,2014,192464029.47,2330129,57501402.69
245836,2015,193412889.52,1845296,53162277.13
245836,2016,207897625.04,932634.24,70657414.62
245836,2017,223978918.2,2954363,66801309.58
245836,2018,246245661.78,1163322,67535929.46
245836,2019,261945183.46,4312965,79275703.57
245836,2020,243880370.17,2792471.1,71947506.42
245941,2007,77384640,6814340,20212340
245941,2008,83150180,16753310,16382890
245941,2009,72451460,6561740,15809280
245941,2010,75111720,2054490,25165460
245941,2011,74806057.32,1186359,15924831.26
245941,2012,80526753.4,1151097,17740507.73
245941,2013,101295684.93,11121500,16916219.61
245941,2014,107069916.18,5096668,15611794.07
245941,2015,103702379.82,26376399,16232274.34
245941,2016,118105059.69,5879797.5,19728450.95
245941,2017,124841257.25,31851204,22434751.44
245941,2018,144857429.08,31467235,15647557.93
245941,2019,147535420.04,13266414.04,19975966.16
245941,2020,140276524.95,34983112,15913570.93
246476,2007,81243080,13612580,14509880
246476,2008,91332700,22400660,20285150
246476,2009,84594830,5922860,13978050
246476,2010,84204280,1101730,19326470
246476,2011,82353680.57,5767959.76,16690806.54
246476,2012,85409977.57,1656860.36,16453980.87
246476,2013,102572135.09,867515,16267776.46
246476,2014,105938044.35,823171,15177250.06
246476,2015,108614111.53,14760456.6,14640361.54
246476,2016,120353509.65,9677725,21275229.63
246476,2017,123903108.49,12103330,20016505.84
246476,2018,133609244.24,11147685,21690547.95
246476,2019,142750884.09,17043120.2,23098909.64
246476,2020,133431420.67,8318047,18804764.25
246875,2007,249109410,34661080,86891840
246875,2008,277371240,19633200,91476880
246875,2009,249057350,7945380,98933590
246875,2010,254629620,10866580,102200280
246875,2011,250009424.73,5630516.46,107628141.69
246875,2012,254050596.83,8212606.13,106240717.23
246875,2013,289639490.09,8187654.77,107153978.82
246875,2014,298067516.01,4610218.12,110290693.7
246875,2015,299976900.11,6285566.74,111544340.87
246875,2016,314779442.76,2663467.92,112133702.31
246875,2017,342239156.27,1772003.2,126890919.65
246875,2018,377192813.28,1074319.49,116854744.77
246875,2019,406815228.31,757319.99,116889679.64
246875,2020,385042463.03,1513928.86,115099922.27
247618,2007,105542190,23562330,93088600
247618,2008,127597530,57084780,100572730
247618,2009,124257550,55007580,102126890
247618,2010,114505650,67638550,102961400
247618,2011,116939310.07,8351979,109215787.24
247618,2012,105957507.89,15269663,95406572.64
247618,2013,128524485.85,8082393,113652196.18
247618,2014,130545214.71,6438363,112370376.58
247618,2015,135780598.96,8243625,114691911.98
247618,2016,143592793.92,9255521,136824329.83
247618,2017,154628655.84,1479646.38,135701764.37
247618,2018,168856316.58,14105212,138630703.29
247618,2019,175291502.95,3580506,141552671.12
247618,2020,161943910.92,6675453,136410428.69
248266,2007,118008810,11548540,33329620
248266,2008,121961640,7123530,35102960
248266,2009,109293750,24028430,37290360
248266,2010,116798700,63034830,40234900
248266,2011,120083370.9,11183331,39437214.31
248266,2012,113462331.84,3504406,39087977.32
248266,2013,137069063.47,8471783,42623827.93
248266,2014,149018571.99,16986107,69438451.84
248266,2015,150626727.73,8431250,79304927.67
248266,2016,165762418.47,8570952,82062540.5
248266,2017,176356495.7,2979477,87967372.46
248266,2018,190861352.73,20359310,106372003.52
248266,2019,212137708.02,7632237.1,92075873.38
248266,2020,195913169.68,11594146,97497931.97
248789,2007,55787540,2706450,20076610
248789,2008,60250050,12911190,20637890
248789,2009,58356200,5040020,21795810
248789,2010,58865860,5714630,25077480
248789,2011,54462599.4,5656169,31233342.75
248789,2012,56555162.82,3910751,34426616.31
248789,2013,70938813.36,2524046,31667887.36
248789,2014,77220186.06,2466154,36025206.82
248789,2015,78797968.08,1280850,36173756.52
248789,2016,84440186.57,600827,34825233.22
248789,2017,87164863.55,161250,36526226.26
248789,2018,98366050.17,5053195,31006228.53
248789,2019,103455732.44,42830,30668996.45
248789,2020,96047717.09,6302786,38539649.22
248801,2007,180459060,27427620,89343930
248801,2008,201965630,24456730,100729350
248801,2009,185024620,17586620,39059310
248801,2010,184505080,3477460,13283850
248801,2011,182392848.75,13647429.04,14112803.02
248801,2012,189091023.62,24148934.5,18927266.12
248801,2013,223367949.74,10081489,19527571.47
248801,2014,237003100.43,9895669,17915128.79
248801,2015,241785666.57,56470024,20569595.86
248801,2016,275555533.62,24212416.84,20665319.96
248801,2017,264107369.57,9340309.16,19962068.66
248801,2018,284057282.19,2376325,20673123.76
248801,2019,298756720.1,1302500,15090327.89
248801,2020,281378461.82,27499310,17659426.46
249831,2007,92481340,50000,11336940
249831,2008,96207840,40100,9635670
249831,2009,88246380,NA,7103900
249831,2010,86829330,65000,13324630
249831,2011,85016044.04,95850,11293295.91
249831,2012,85647824.32,791700,6086019.34
249831,2013,107487660.78,NA,6717206.39
249831,2014,112197211.72,1069617,7497785.27
249831,2015,116733627.6,109967,6787944.23
249831,2016,120178571.22,2115236,11868630.8
249831,2017,130370158.1,888702,6947326.6
249831,2018,139613129.02,11624938,7175503.39
249831,2019,148775403.27,24175,13852789.47
249831,2020,139498620.76,31660,13921170.28
249998,2007,365816800,174759660,183371850
249998,2008,398290680,218998270,189927210
249998,2009,357015770,86565740,198006060
249998,2010,334764500,32232180,185310070
249998,2011,317388749.58,30896876.85,184980264.86
249998,2012,329961384.28,26772479.4,184320593.8
249998,2013,383455345,21523572.4,180898212.16
249998,2014,404072102.48,22850522.3,194894031.67
249998,2015,409049598.62,29063694.97,189126445.88
249998,2016,431229850.57,36471756.1,207518958.63
249998,2017,467600630.45,25163629.45,190753767.73
249998,2018,510264603.75,21055694.35,193170370.57
249998,2019,548682457.88,43295129.47,180001720.48
249998,2020,522823011.13,14004332.6,205730922.55
250627,2007,135988470,13656370,41361870
250627,2008,144492720,14869270,42742860
250627,2009,131193120,20731650,41622180
250627,2010,128292980,1681860,44997810
250627,2011,119544782.27,4514127,43434469.64
250627,2012,126280449.68,6721427.2,38588154.79
250627,2013,145897431.22,3412774,43273633.33
250627,2014,150282839.93,890813,37859529
250627,2015,149944118.87,2801870,37134895.66
250627,2016,161511040.9,883168,37971990.89
250627,2017,174371714.76,2203303.5,41003604.87
250627,2018,190107259.02,1353478.32,47237703.76
250627,2019,206083103.36,510800,52101180.45
250627,2020,193220004.7,1223617,73094795.2
250805,2007,78877660,18530160,18386870
250805,2008,93395210,35914950,24078060
250805,2009,83067590,14164870,32073900
250805,2010,84528170,13465680,29916790
250805,2011,81415124.68,7902862,29983671.76
250805,2012,85124216.18,4528110,26353303.3
250805,2013,97827353.44,5958997,25489715.62
250805,2014,100835270.79,6468008.42,32380825.66
250805,2015,100030774.76,3143978.8,27032171.43
250805,2016,106975677.37,6375609,29513639.33
250805,2017,117553095.21,9732085,29386157.88
250805,2018,129848694.03,9743225,30393856.13
250805,2019,139106609.02,10254860,28898242.29
250805,2020,131613536.22,2015860.9,32924421.53
250996,2007,65956340,3118960,11585080
250996,2008,73452160,46690,13895770
250996,2009,63305240,1208120,12584500
250996,2010,70336170,2807250,17012600
250996,2011,67612867.62,223815,18662314.19
250996,2012,68326587.91,735400,13857270.08
250996,2013,83843819.8,324040,14752553.77
250996,2014,87999086.05,529720,18724109.83
250996,2015,90457031.96,598852,16245453.78
250996,2016,97615643.01,643000,17315179.71
250996,2017,103196705.31,485882,16922137.54
250996,2018,113801927.1,1321683,17697371.05
250996,2019,121384309.23,2790953,19045188.54
250996,2020,114622707.56,702200,17285964.75
251810,2007,264792310,26241080,65389350
251810,2008,282876510,39681760,73183100
251810,2009,252701830,30822650,76623340
251810,2010,254348940,19367900,74002150
251810,2011,243437877.8,19577299.2,85074590.14
251810,2012,251539651.75,36028976.8,83673189.57
251810,2013,288275285.82,12292070,87143301.45
251810,2014,297442819.28,9996643,87525322.42
251810,2015,309212020.05,6664180,92702229.08
251810,2016,329968142.4,5417819.8,94518619.3
251810,2017,354842238.32,7829232,93241318.13
251810,2018,379365234.58,11463806,91501540.21
251810,2019,407023777.43,42952112,82934967.91
251810,2020,378028615.8,1338089,86519405.7
251984,2007,67388300,13014850,16791820
251984,2008,78654070,5842270,13820750
251984,2009,68329320,3589550,14112580
251984,2010,69960250,708200,23485320
251984,2011,71933228.9,1298300,18136987.61
251984,2012,72697895.06,611863,17408891.83
251984,2013,88906221.86,860717,16164758.6
251984,2014,91684813.39,1028121,16633059.76
251984,2015,94994172.46,3178379,20985205.66
251984,2016,102164210.74,13093156,18316210.12
251984,2017,116739669.86,20602729,22837348.16
251984,2018,129074183.85,2158668.3,26824442.65
251984,2019,133781179.47,3998414.4,24599832.7
251984,2020,130869061.56,9685689,28351475.33
252921,2007,69480300,497700,18882160
252921,2008,77256810,16424970,18317950
252921,2009,67239220,5640170,25756920
252921,2010,71040900,4113790,23419310
252921,2011,69561850.47,15597037,22927616.46
252921,2012,72096570.47,6061666,19823110.3
252921,2013,88910067.72,1505936.04,20296692.08
252921,2014,93900287.21,347526,21057076.8
252921,2015,94989405.58,189060,21054890.48
252921,2016,101339572.93,12878478,22093039.11
252921,2017,111976456.16,423066,22489131.34
252921,2018,118814729.62,11199300,21501642.85
