"ico","year","Tax_revenue_CZK","Capital_revenue_CZK","Non_tax_revenue_CZK"
252921,2019,126091918.24,11211130.94,20816709.74
252921,2020,121576446.54,1270169.08,25065820.19
253014,2007,423244500,56382000,184638370
253014,2008,462912110,101650910,196383840
253014,2009,419624660,138945240,196303250
253014,2010,444274280,138041020,228464530
253014,2011,424666265.52,109140805.7,238201076.35
253014,2012,447566947.49,104473551.48,211337107.26
253014,2013,475234878.77,89927164.89,202424162.49
253014,2014,493204630.84,44478207,189753951.96
253014,2015,495064628.58,36453176,197493960.61
253014,2016,525394100.94,32869458,194210188.86
253014,2017,567196538.2,31142112.5,195620043.25
253014,2018,602909760.14,23461599.6,195772716.25
253014,2019,638027239.92,12648312.19,201270369.74
253014,2020,591102619.37,7494835,207009569.95
253316,2007,140230530,8559990,58137380
253316,2008,149609750,8997260,48856030
253316,2009,123645830,13907280,44451790
253316,2010,124164080,30144040,96203900
253316,2011,129959962.68,225770363.42,102252421.62
253316,2012,135316915.04,101704909.85,75464680.6
253316,2013,163492523.24,8521642.89,46221933.35
253316,2014,172037061.89,24543267.7,52950258.33
253316,2015,183427747.52,20306031,80736666.03
253316,2016,177583617.52,7232021.5,74823177.43
253316,2017,196234926.7,9926138.9,64575163.81
253316,2018,209529298.98,27552384.69,58767151.76
253316,2019,216766438.56,5418401,83544298.05
253316,2020,204134374.2,9026684,64134475.22
253383,2007,58172300,5294790,8580400
253383,2008,61942140,7672020,7524390
253383,2009,60731930,3167300,8509790
253383,2010,55959340,5520490,9673850
253383,2011,58639951.28,2084108,9852568.44
253383,2012,57956453.5,561980,11303490.81
253383,2013,72142803.14,4761901,10991623.65
253383,2014,79879885.56,11544177.6,11132137.65
253383,2015,84261016.6,1806423.68,11749653.11
253383,2016,93625235.02,23817198.1,14546270.77
253383,2017,98464842.08,1807390,10456418.43
253383,2018,97588018.61,4135311,20826276.03
253383,2019,106553121.86,5797265.33,16325158.59
253383,2020,99257261.28,1735314.53,17924311.81
253901,2007,128810050,19416440,30109910
253901,2008,144151920,42414680,24746620
253901,2009,124950830,65187940,13275840
253901,2010,125047880,11211220,11098540
253901,2011,129856008.87,13887397,31268047.57
253901,2012,141220865.87,12829087,18579353.06
253901,2013,170686371.07,7899373.45,23467354.64
253901,2014,183898765.19,2574167.55,21643965.79
253901,2015,193388172.03,4239507,19153520.78
253901,2016,216092875.67,3947281,18634232.61
253901,2017,240490349.31,5567452.5,22741387.09
253901,2018,243316321.61,5385461,22886256.17
253901,2019,264379554.17,8073300.04,24829390.28
253901,2020,254799900.4,6522260,29337536.3
253979,2007,376876030,33952010,116842400
253979,2008,412258980,82400730,132393300
253979,2009,359575310,50140990,125385350
253979,2010,375351210,78162300,148703850
253979,2011,384195242.46,62905815.71,138327315.38
253979,2012,387194236.69,57774162,129608042.8
253979,2013,443447123.53,41597818.23,133867508.27
253979,2014,446752531.61,43960442.49,132190641.52
253979,2015,456432847.52,62266349.24,127193279.43
253979,2016,510599840.3,150402822.3,125108903.61
253979,2017,561685128.03,55221678.33,134712511.59
253979,2018,567888156.21,17123225.56,134066973.43
253979,2019,613595179.47,59419750.81,131958990.98
253979,2020,560966555.96,43382652.1,128547660.39
254061,2007,174996920,46892920,52715580
254061,2008,187633040,46457660,53087980
254061,2009,162147230,85447260,57820170
254061,2010,187195780,101379140,52129200
254061,2011,174555513.17,52187875,62053936
254061,2012,171464047.15,15810052.24,51308803.68
254061,2013,199168151.51,31387467.42,57675417.16
254061,2014,212984366.69,12108364,53224704.74
254061,2015,212297313.79,5458207.23,50497512.12
254061,2016,231003851.08,5610596.67,53502564.68
254061,2017,242668146.13,5023585.22,50255098.38
254061,2018,255127700.24,2255246.76,52614898.02
254061,2019,281684047.92,2664946.64,56378595.62
254061,2020,245791968.69,4894090.92,41326284.33
254657,2007,669069120,15582520,76794520
254657,2008,712286800,2457740,93819700
254657,2009,635116620,167500,253560410
254657,2010,644108460,212600,153738440
254657,2011,654058884.21,8123000,81867858.88
254657,2012,673670846.7,104531521,81991605.15
254657,2013,765844616.12,38906942.86,104810628.18
254657,2014,747919865.84,38778538,137684996.71
254657,2015,749597717.93,47826975,151417778.71
254657,2016,802724916.92,94198111.64,169609355.4
254657,2017,869838116.64,32799755,123187780.68
254657,2018,916543376.61,19784114,141583418.59
254657,2019,979318882.9,41293103.34,124297712.41
254657,2020,882039592.33,24308294.28,112627768.47
254843,2007,172744470,13225900,76327920
254843,2008,191770890,4737300,88157130
254843,2009,161621470,20600880,92562610
254843,2010,171404950,3196510,90821940
254843,2011,168821994.83,8357949,86465908.13
254843,2012,181358906.07,22816828,89548673.08
254843,2013,199000743.4,7470345,95562198.98
254843,2014,209018720.43,14962751.36,95812512.03
254843,2015,209197890.83,9125928.73,116087071.81
254843,2016,223353530.46,40100008.2,87201699.81
254843,2017,248653086.57,2721948.61,85861940.51
254843,2018,262032448.2,21771063.03,88215974.09
254843,2019,288025391,823160.37,83833385.02
254843,2020,265932649.36,6641051.32,94307423.33
255513,2007,57271900,11160600,24673560
255513,2008,65735190,10143160,25228480
255513,2009,54780540,6968460,26054360
255513,2010,57064890,45491600,18848830
255513,2011,63076206.78,3785268,23856671.08
255513,2012,56466793.16,6999707,24142852.59
255513,2013,73834974.8,4342651,25671240.13
255513,2014,77218556.86,465102.29,25629002.96
255513,2015,77348255.95,1382805,26366262.3
255513,2016,80968331.14,13996731.5,31603404.68
255513,2017,89819386.02,11308782.66,28553425.52
255513,2018,98038570,3447645,28631420.38
255513,2019,104791119.77,13236199.34,36057923.13
255513,2020,97815381.5,8007261,31204577.65
255661,2007,231553230,6860070,72231210
255661,2008,254777940,57484730,64903740
255661,2009,209894170,29429950,59468700
255661,2010,219912020,34022330,55101980
255661,2011,219845261.98,22020815.31,62934353.28
255661,2012,252852718.65,22063378.27,59807977.87
255661,2013,284412929.4,29566728.42,63861987.76
255661,2014,295578837,31441543.02,75116027.52
255661,2015,295494077.24,18010561.49,87237365.4
255661,2016,311492312.83,18526589.98,78886964.88
255661,2017,333942749.25,13856233.52,83299138.26
255661,2018,373207669.97,19905106.22,87897733.49
255661,2019,412522492.34,14489383.5,113355113.35
255661,2020,404285852.14,18572639,98764553.45
256129,2007,124522930,389530,58708360
256129,2008,134793820,7563660,68453120
256129,2009,114091460,2370400,33937740
256129,2010,118156690,6362270,35367980
256129,2011,121068374.71,3215627,33426000.02
256129,2012,124075072.45,11876678.27,42175997.61
256129,2013,145508440.73,10275055.53,41370358.79
256129,2014,151886690.77,6977883.78,37994826.78
256129,2015,155218193.24,3351150,34128206.27
256129,2016,160898213.18,315630,41288327.42
256129,2017,172117790.66,2727720,41847924.3
256129,2018,189967603.27,4454286.5,41442778.65
256129,2019,204330668.59,3352198,47651475.49
256129,2020,190659395.88,588151.9,45015331.01
256455,2007,37683670,7537010,5957370
256455,2008,42787370,2215760,7531880
256455,2009,35574320,3751670,7230540
256455,2010,38726660,4365810,4953250
256455,2011,36762997.19,3324797,5507620.16
256455,2012,37197079.23,4244867,7486750.86
256455,2013,52464905.71,3672828.3,9427342.79
256455,2014,54738383.01,2924713.26,9654258.36
256455,2015,55479887.09,7817730.3,11195604.87
256455,2016,59015881.75,4562814,12743343.94
256455,2017,65263964.8,1768839.5,9733661.54
256455,2018,71798475.98,23169533.93,10054183.37
256455,2019,74391662.28,1600917.5,11168508.04
256455,2020,70699069.99,3249115.92,9329838.82
256986,2007,35849570,4341660,25476670
256986,2008,39988900,1985260,25510020
256986,2009,32393260,4030000,27075630
256986,2010,35621210,10397260,19250500
256986,2011,36134679.2,6856354,23216126.79
256986,2012,36351707.94,14532656,23325122.85
256986,2013,50876157.27,2179426,25065599.65
256986,2014,51224092.32,4682160,28592066.89
256986,2015,49360659.28,5378618.46,28114725.24
256986,2016,52444368.78,9551307.33,24355790.86
256986,2017,58053489.07,12063041.67,23720577.99
256986,2018,61958645.4,15408630,29632484.94
256986,2019,74703808.65,2584833,29961348.78
256986,2020,70074363.86,13488026,30395660.69
257125,2007,66217400,14719570,21170590
257125,2008,70719010,13075390,22543990
257125,2009,63717130,12268090,27759240
257125,2010,64794460,14662720,34770670
257125,2011,68819271.72,4870470,37580046.3
257125,2012,70712558.24,11796979,41259488.62
257125,2013,91394202.06,9195891,63141157.49
257125,2014,97426096.11,8433399.5,43121596.54
257125,2015,96674992.94,9832212,52648767.97
257125,2016,102368492.89,13931967,42757589.13
257125,2017,110978700.65,8161136,47831328.57
257125,2018,121538439.92,13034276.7,44735646.54
257125,2019,140260625.07,22472119,49090203.98
257125,2020,127024949.06,19307616,54419877.09
257265,2007,38459270,448440,16483760
257265,2008,36918530,4349990,16322790
257265,2009,34239460,2891480,15138040
257265,2010,35423630,419760,16924370
257265,2011,34814321.78,2404414.48,15983508.86
257265,2012,37693648.97,4812782.46,17191379.23
257265,2013,47785911.29,805520,18541766.26
257265,2014,51763063.19,4396960,17390455.9
257265,2015,54681437.71,4348242.9,17409964.89
257265,2016,59144570.58,2676880,17513649.54
257265,2017,65858666.63,4858624,18705894.05
257265,2018,69593154.24,2845770,22778766.4
257265,2019,74505711.47,128160,23118233.16
257265,2020,75257150.51,12111440,21855350.09
257966,2007,35251430,6801130,10124120
257966,2008,40360780,1690580,8309180
257966,2009,32612960,343200,9724510
257966,2010,34649070,3574340,10607340
257966,2011,35339428.43,489640,12319307.9
257966,2012,36353077.7,455130,12206702.04
257966,2013,47102727.06,182292,11131928.13
257966,2014,48983203.05,827650,9178030.78
257966,2015,49521365.57,97000,11629647.15
257966,2016,54029373.78,1079121,11156002.38
257966,2017,59596428.37,414798,11925529.75
257966,2018,65246682.18,549155.72,13062694.52
257966,2019,67867161.49,509900,12894693.15
257966,2020,64084265.86,1690980,11521688.1
258199,2007,68633780,5500730,12380450
258199,2008,76199650,12345710,14783920
258199,2009,68779590,4005400,13813570
258199,2010,66417040,7756480,19028040
258199,2011,68089388.9,744230,13081110.55
258199,2012,68584209.16,646970,13834488.76
258199,2013,85312805.37,653000,12603502.53
258199,2014,91679402.84,1633600,9419673.35
258199,2015,93954281.93,327725,22355984.36
258199,2016,101460704.9,1296392,12325669.41
258199,2017,113134625.36,28700,10235323.87
258199,2018,121638272.81,2863206,10846688.85
258199,2019,128887551.67,1969000,14577251.8
258199,2020,121253313.84,151410,11379798.34
259047,2007,174508180,41919460,49763670
259047,2008,188341320,33197660,52275740
259047,2009,154395770,5347780,48313550
259047,2010,160226670,57849340,29178690
259047,2011,165047280.94,15645936,29733449.36
259047,2012,161140898.73,3710822,60869067.05
259047,2013,188721128.25,21145175,63857363.54
259047,2014,194903163.47,2682606,66104030.76
259047,2015,194061382.26,2765656,70049138.7
259047,2016,208142988.07,73664897,68437842.69
259047,2017,230356823.85,163935,73886320.89
259047,2018,240386125.7,2344883,77967353.29
259047,2019,260111927.6,NA,82847453.87
259047,2020,248722233.15,2010769.8,79039176.13
259438,2007,61950250,9011350,14290490
259438,2008,71953530,5244210,13871670
259438,2009,59673710,2068010,16231700
259438,2010,62704980,2716040,18520440
259438,2011,64437740.03,2532839,17946672.93
259438,2012,64972175.33,3951711,18652651.97
259438,2013,83307792.04,1624786,16885642.6
259438,2014,88119212.19,1119657,17286521.67
259438,2015,90509739.37,4238315,18373753.21
259438,2016,99047874.47,3261721.4,16396593.84
259438,2017,106302245.08,917566.64,20976492.28
259438,2018,115185966.97,1315659,17785724.32
259438,2019,125160571.65,3594999.32,18804150.88
259438,2020,116631609.47,2128538.69,17893845.59
259586,2007,244249690,15827030,114140470
259586,2008,267300510,18654150,126501350
259586,2009,236507060,47655250,132540630
259586,2010,250857400,15351890,128352880
259586,2011,245145476.53,11897719.5,130505530.33
259586,2012,260560822.83,20271150.2,126255356.65
259586,2013,296168625.3,22153106.95,126981861.64
259586,2014,312608933.22,15103576.35,120067084.09
259586,2015,314157727.5,7023024.2,130259593.73
259586,2016,340528094.46,8770041.75,131265999.72
259586,2017,368153890.4,19643206.17,128035848.36
259586,2018,398289015.48,14979386.56,134778797.44
259586,2019,419401623.91,12925442.93,141612122.88
259586,2020,386822184.53,9234721.58,165639274.07
260177,2007,81258180,3665640,17498290
260177,2008,89254970,12188970,22255890
260177,2009,82176350,19242410,23755810
260177,2010,84422260,6178470,22434690
260177,2011,88056791.57,8546346.5,19853731.37
260177,2012,88722799.87,6952354,25678605.91
260177,2013,103997383.77,1284549,21307599.82
260177,2014,111540341.3,6752935,22480323.1
260177,2015,114406222.7,1663520.68,23652606.98
260177,2016,125851892.83,1658462.59,21831441.91
260177,2017,128214944.37,23086945.81,19773595.39
260177,2018,146282043.27,3031072.74,25195004.51
260177,2019,153446793.78,2363485.49,23392277.03
260177,2020,148765780.28,36875148.52,28575964.56
260231,2007,129992780,14889390,27189710
260231,2008,142906320,12392700,30360420
260231,2009,129387030,9796060,57706250
260231,2010,132086450,12254630,53404770
260231,2011,129239318.72,18163665,59676036.31
260231,2012,140858783.14,3134015,59626102.37
260231,2013,160529929.93,4014173,57504519
260231,2014,170612376.42,4076354,55199639.03
260231,2015,171091400.6,8990346,55135248.05
260231,2016,185767376.01,7333324.2,49382579.45
260231,2017,199247394.13,9680493.3,57280399.63
260231,2018,225680174.03,4476995.3,55158752.48
260231,2019,229042980.49,9149521.16,52716105.38
260231,2020,214827536.89,11418890.36,76511252.67
260428,2007,409871580,33495420,72232220
260428,2008,458218630,106751280,72222580
260428,2009,424870850,53587040,157608230
260428,2010,433131140,35016990,63330430
260428,2011,406988711.96,8164280.83,52366766.79
260428,2012,401753657.36,14673186,44393890.23
260428,2013,449301869.12,4216171,37187675.32
260428,2014,465089787.23,10513990,37517257.99
260428,2015,489151796.53,8064533,34261213.64
260428,2016,530802747.47,6117342,36286348.87
260428,2017,577984614.09,6347146,33969292.17
260428,2018,626463274.3,8934760.85,84726010.31
260428,2019,670768411.53,2729363,33684501.52
260428,2020,627744737.81,1389985,37853288.77
260771,2007,130734500,12049060,7506410
260771,2008,137893630,12006340,9025240
260771,2009,110608730,4159600,5845010
260771,2010,115760750,8123870,11835830
260771,2011,116724738.88,3652217,6401287.9
260771,2012,117593614.38,2807479,8513046.73
260771,2013,133398910.41,6890093,8612018
260771,2014,141452034.93,18467806.28,8187098
260771,2015,140758522,17814757.68,11220098.93
260771,2016,150602929.15,6489464,9101954.61
260771,2017,162177916.14,861999,5856297.05
260771,2018,181093441.36,734000,10067923.16
260771,2019,190496002.31,60200,9219452.93
260771,2020,177667520.94,120000,9397740.41
261238,2007,589342070,46266920,33899730
261238,2008,595690960,223615560,40097230
261238,2009,529010630,30316930,28976210
261238,2010,552416820,14314490,30054170
261238,2011,546936955.85,10533232,26821682.11
261238,2012,544554916.76,8925412,25945455.09
261238,2013,581883167,6661278,48305380.05
261238,2014,609646879.24,8757912,31975732.17
261238,2015,622791526.75,3776850,36280608.3
261238,2016,678120151.23,8259663,33940108.91
261238,2017,742010242.84,25366854,37205043.83
261238,2018,809888415.83,8372821.26,38088254.79
261238,2019,855526565.06,8517777,55107202.05
261238,2020,807854571.79,2879215.82,58972950.63
261602,2007,117427340,18722170,24828110
261602,2008,118582900,23719450,25881180
261602,2009,97902780,17214400,25433170
261602,2010,102304180,22530560,42219350
261602,2011,110649029.21,7724820,28434617.89
261602,2012,109834795.41,9174448,27882801.8
261602,2013,127533040.24,5545225,27035019.33
261602,2014,132466128.96,22748051,28594544.12
261602,2015,136965338.73,334700,24445129.8
261602,2016,145002622.76,11218896,27586850.71
261602,2017,155652218.57,1900065,27709742.79
261602,2018,168899391.95,4198866,29023307.62
261602,2019,184640766.92,3376304.58,32022550.59
261602,2020,177871769.05,6556521.35,32323740.35
261718,2007,160605290,24171150,33927960
261718,2008,170494270,23466500,29130950
261718,2009,143123570,18385420,28751440
261718,2010,151170160,22256040,31743080
261718,2011,153556374.37,5619785,34867348.97
261718,2012,161351623.45,1575142,29467744.09
261718,2013,179221216.51,3517007,25039521.74
261718,2014,184210904.65,2701092.89,24666767.99
261718,2015,186618463.52,2176034,23046575.05
261718,2016,203826356.9,7785000,24260864.94
261718,2017,222149506.92,4618295,27455692.27
261718,2018,243318401.75,4167559,49157401.54
261718,2019,263232267.99,4415032,106926201.03
261718,2020,244543067.51,14834713.4,31921837.22
261891,2007,572964750,55670160,64673140
261891,2008,601173630,34286600,80035350
261891,2009,509557840,40640890,100769140
261891,2010,538624120,186163500,107075240
261891,2011,578992540.62,50569366.65,109028555.54
261891,2012,566405166.75,21037381,78775532.6
261891,2013,623034163.63,22507660,76736237.42
261891,2014,655467539.94,15355930.58,82651251.02
261891,2015,634423294.52,12967852.81,85800929.76
261891,2016,673515918.44,26583660.3,93189865.58
261891,2017,722802908.29,4314257.06,97010308.53
261891,2018,787840474.94,10349609.45,105147690.43
261891,2019,857094294.98,29752702.63,134261049.69
261891,2020,810733016.31,16255973.32,104163649.11
261912,2007,232426910,47801490,21320960
261912,2008,239604550,20288230,21503610
261912,2009,232626360,12408920,18744620
261912,2010,223212870,12716450,20107440
261912,2011,253790722.75,15489599,16834299.21
261912,2012,232523042.95,14367275.9,31232131.58
261912,2013,262624622.83,15046766.7,50795774.12
261912,2014,272938674.84,17089769.4,51777106.48
261912,2015,270690632.05,8802107.4,52516216.87
261912,2016,267606415.5,18945210.78,56253798.09
261912,2017,289075257.89,9477893.3,56466800.9
261912,2018,320632039.47,20515460.33,55653237.38
261912,2019,343290124.04,9167095,54995253.3
261912,2020,328509574,9570840.1,66720620.3
262340,2007,501284490,30774650,174871170
262340,2008,523888430,84304820,156876430
262340,2009,457322270,62036040,148311910
262340,2010,461504950,29196660,161447630
262340,2011,451711827.64,18390656.05,150001314.15
262340,2012,460903802.32,33895443.17,157458257.34
262340,2013,509712866.61,33395996,152124917.75
262340,2014,526000604.98,107940608,135142900.17
262340,2015,538499878.2,27639268.7,127840070.51
262340,2016,575848463.39,6369546.83,143669608.34
262340,2017,639118846.8,14760748,124406855.55
262340,2018,705549559.32,33770057,147214623.95
262340,2019,764314496.09,25124127,147168304.1
262340,2020,708808881.96,11643453.9,140769267.24
262587,2007,68273280,5161700,13858520
262587,2008,70379830,5065380,14528620
262587,2009,60072310,5483410,18196980
262587,2010,60097520,1591200,19991820
262587,2011,61052408.57,5175460,26998456.5
262587,2012,61415167.63,1904100,26650055.6
262587,2013,75601406.63,1619908,17724315.71
262587,2014,79659185.4,1588980,18836013.73
262587,2015,78606054.21,1762817,14485931.88
262587,2016,85786290.68,2529814,15561800.9
262587,2017,93217519.9,6704299,15531496.41
262587,2018,99694702.35,1936800,13330471.25
262587,2019,105008143.23,1151476,18081238.72
262587,2020,100289757.53,2176445,16701077.22
262633,2007,62100280,2536560,24574090
262633,2008,64784630,1503950,26529370
262633,2009,58014840,1266760,31825820
262633,2010,58246580,2220740,30058480
262633,2011,58014511.36,93426,34439583.93
262633,2012,59971992.37,880660,34295228.7
262633,2013,75637192.33,20310933.18,38072939.82
262633,2014,81650870.17,6690441.5,43327831.85
262633,2015,78288025.58,448200,44556884.28
262633,2016,82602922.1,239914,40350729
262633,2017,88414011.66,5510,40012868.89
262633,2018,98245735.77,1171674.25,43286718.43
262633,2019,106656048.34,1005144,42534556.61
262633,2020,99020171.63,2078371.4,42498733.76
262781,2007,77886610,8902460,17491090
262781,2008,86403370,4233660,18274050
262781,2009,76632660,4933400,18559170
262781,2010,86417340,9922420,85361990
262781,2011,77856209.49,9767775,23894187.76
262781,2012,74547009.31,1877500,27942248.64
262781,2013,92144348.46,2037923,22519600.99
262781,2014,94773858.1,5233831,21030503.04
262781,2015,96991550.69,2720848.5,26488538.17
262781,2016,109657352.29,5416254,21651324.5
262781,2017,120025784.23,1876062,25485470.69
262781,2018,131300011.09,3363798,25101007.93
262781,2019,142626728.61,3674588,30376351.13
262781,2020,129824128.58,5946343,26751424.7
262978,2007,1189955800,346468980,105937200
262978,2008,1392164240,299479040,129135060
262978,2009,1225930040,48796660,79791100
262978,2010,1204191900,17421170,114845270
262978,2011,1182052751.9,2005069,572227593.99
262978,2012,1291836574.92,80613,105962353.91
262978,2013,1341991684.93,30800,103714834.97
262978,2014,1410116356.94,25865634,343490261.12
262978,2015,1446828702.48,25156486.45,240668833.25
262978,2016,1612974155.44,31649192,270761251.01
262978,2017,1742941562.49,40475185.5,358659523.14
262978,2018,1873673804.21,34406048.5,300578821.97
262978,2019,2078739360.2,39165381.1,241100325.88
262978,2020,1926905697.42,44289773.29,238558224.71
263958,2007,255373410,77470030,37479200
263958,2008,288545940,80630110,38454660
263958,2009,249845970,154514270,37598800
263958,2010,263480820,89962290,34362020
263958,2011,262304641.67,50852113.23,39179049.12
263958,2012,273449519.34,35572345.85,42555305.93
263958,2013,299183429.55,15775037.69,37292918.75
263958,2014,313198210.64,37796762.04,48092532.63
263958,2015,327833868.75,26573350.74,40563001.09
263958,2016,348539874.2,13412073.3,34583858.25
263958,2017,377532875.94,18371644.46,40422111.95
263958,2018,405750351.6,14067181.18,53496868.94
263958,2019,429715581.23,12267871.52,50689574.01
263958,2020,399575014.41,12953294.01,46898834.93
263991,2007,92109210,95027450,29101480
263991,2008,121720490,23623000,26491080
263991,2009,85472070,40311110,27016670
263991,2010,103337390,17604970,26247920
263991,2011,92910626.22,9751809,24599249.07
263991,2012,102988867.35,10417522,20691162.02
263991,2013,121407549.35,3847604,69648284.1
263991,2014,129073644.26,8738689.44,45406609.87
263991,2015,132637281.09,7980828.86,27361000.22
263991,2016,154147580.75,9890276.02,21549715.81
263991,2017,168424851.1,2166819.75,20128997.1
263991,2018,172147238.65,264320.23,27415471.79
263991,2019,180254048.33,297623.2,30114579
263991,2020,167915306.6,623320,29602803.47
264334,2007,137119340,NA,36006980
264334,2008,141045080,752850,66700320
264334,2009,128536900,338550,26285500
264334,2010,137541390,357430,25701160
264334,2011,134532502.37,13281,24786696.44
264334,2012,138632834.3,205400,34573483.94
264334,2013,165322383.85,210000,27007259.93
264334,2014,174022480.76,NA,23094047.5
264334,2015,176148374.54,NA,19344257.84
264334,2016,190422019.45,350944,29310778.18
264334,2017,215798370.64,304888,14040507.96
264334,2018,231838435.78,103161,16635741.48
264334,2019,250646512.99,2161220.47,18949548.73
264334,2020,232847419.62,1154386,24464290.17
265209,2007,191129880,8895070,40204460
265209,2008,200324870,25967660,54272220
265209,2009,176781490,39830900,31165380
265209,2010,182389970,52597660,28779670
265209,2011,185118208.73,13740766,35484796.58
265209,2012,193071320.73,16481426,34159350.58
265209,2013,223993220.55,5781916,32711202.68
265209,2014,231633396.4,4912285.8,30023228.96
265209,2015,233632423.29,5817219,29129911.33
265209,2016,255937675.26,1477351,31658003.37
265209,2017,280943601.68,1450070,34840627.18
265209,2018,308666835.88,3170744,34559784.85
265209,2019,329308239.11,2058849,39278238.36
265209,2020,307495644.33,7019292.76,48826577.45
265365,2007,59881490,45522380,8195310
265365,2008,72060000,43300550,12194890
265365,2009,63006580,14971300,10867880
265365,2010,64719890,7362990,9654600
265365,2011,64999467.41,4787108,9053511.08
265365,2012,66854133.46,4890896,9247521.55
265365,2013,79913180.3,4643965,9201538.7
265365,2014,82851700.22,4574326,11869605.63
265365,2015,84240077.39,5831310,10257991.76
265365,2016,92070855.77,3603996,9354731.16
265365,2017,99265353.37,6758026.12,9619909.33
265365,2018,112150426.53,25261456.02,15226696.92
265365,2019,127181198.52,13584347.17,9034398.42
265365,2020,114344775.57,1772240.1,8985768.39
265781,2007,204672510,76596970,49594560
265781,2008,228330450,63626900,33170610
265781,2009,186482870,23501060,39448300
265781,2010,193087110,14348550,29172690
265781,2011,188815220.11,24331188,33480230.71
265781,2012,208835260.85,9273693.89,45020733.15
265781,2013,236153347.1,5482420,37234780.82
265781,2014,249219633.48,4686481.3,34384250.02
265781,2015,250370158.33,9106190.8,32655783.84
265781,2016,279680317.55,6753805.5,30547603.25
265781,2017,299036296.72,8325877.04,29313222.25
265781,2018,322274290.51,2529341,42194738.76
265781,2019,353622298.6,4868650,33540533.23
265781,2020,331331885.53,25701226,45096932.98
266027,2007,302696070,78403270,48370320
266027,2008,341064220,28485010,63453840
266027,2009,300381520,18869530,64488550
266027,2010,287816040,20693550,60080860
266027,2011,302072486.64,8484172,60294395.92
266027,2012,322654757.15,5414359,55097511.76
266027,2013,344576434.94,19529543.5,36028150.09
266027,2014,340759011.81,7479302.93,32805728.48
266027,2015,330718466.42,1959803.68,43890001.32
266027,2016,351833336.31,3053794.4,52954994.47
266027,2017,373435825.82,1957577.51,45098036.21
266027,2018,414878706.75,6759026,42742751.96
266027,2019,425923266.59,2618834.8,53583778.61
266027,2020,406150924.8,3104906.5,52376614.01
266094,2007,772232840,43360460,145034790
266094,2008,815326140,53966980,101648320
266094,2009,700358520,51106510,83034090
266094,2010,725933030,71077490,83726300
266094,2011,725454962.25,42216880.92,72453199.69
266094,2012,818324967.61,128294331.5,77784575.45
266094,2013,890195445.15,12099349.96,76187132.25
266094,2014,880220021.86,9903835.86,79899482.57
266094,2015,907932371.13,19326607.55,81566561.04
266094,2016,983983259.09,107020946.6,84096472.48
266094,2017,1096985404.57,114168031.41,81350100.28
266094,2018,1165723017.13,62425811.07,77091074.05
266094,2019,1220310701.55,10944724.84,96869383.98
266094,2020,1134171478.01,64879023.8,122832721.76
266230,2007,160802100,6687240,74049150
266230,2008,174775850,24883780,79867180
266230,2009,153421830,12437550,84554260
266230,2010,157510520,8773410,71278830
266230,2011,157054364.56,4806461.6,83164989.94
266230,2012,160070179.53,5395806,83976435.07
266230,2013,181602717.91,5527835,80306502.36
266230,2014,200032148.34,5323431.2,90830899.99
266230,2015,202400586.34,7302518,67373330.27
266230,2016,220532568.25,10862662,79358204.24
266230,2017,241927594.7,6077468,54027452.69
266230,2018,308107797.38,1124170,34386818.67
266230,2019,322531053.72,4089135.88,35976214.86
266230,2020,298766013.32,3832864,33340347.81
266621,2007,632868490,15532360,63478360
266621,2008,632875900,9000530,76703420
266621,2009,588972160,28887060,68774080
266621,2010,570030770,7835840,100349950
266621,2011,644802469.06,8220088,104517829.61
266621,2012,581659703.4,9336372,93635839.42
266621,2013,629491298.82,5816386,91416406.97
266621,2014,661102830.32,3959462.13,105221337.75
266621,2015,702804558.58,946539.54,95365274.47
266621,2016,759385149.66,1769935.7,104998534.86
266621,2017,798587347.55,4666854.46,100586807.1
266621,2018,853048059.51,7412109.87,116242016.17
266621,2019,928641917.88,11546927.11,128337211.98
266621,2020,872783255.63,3964409.2,135966737.21
267449,2007,277759010,57389910,88137360
267449,2008,289194240,165984880,87512300
267449,2009,274330700,118163430,84728510
267449,2010,284266110,122769340,83406140
267449,2011,252633390.32,25455732.5,79357038.42
267449,2012,268664301.35,27080978,77256367.83
267449,2013,296939353.36,51920548,72550300.08
267449,2014,312038219.54,17769593,80146198.77
267449,2015,311879851.64,22015048,79528958.82
267449,2016,339629638.18,9500963,81004226.96
267449,2017,364819277.59,6022694.28,91714798.64
267449,2018,396123443.76,17889291.72,94000639.51
267449,2019,423958659.69,4486696.5,104316916.84
267449,2020,401285328.87,6868278.38,117342697.5
267538,2007,86876030,8134250,11426400
267538,2008,104430210,13102890,12694050
267538,2009,90504410,18548510,10842760
267538,2010,95274670,4450320,10021970
267538,2011,89602708.74,2064328,9523314.06
267538,2012,91817254.62,1387021,8620776.91
267538,2013,111927194.68,5635319,9863110.9
267538,2014,119543517.8,1265855,9963240.28
267538,2015,120466943.91,14761091.6,9517033.83
267538,2016,133177096.45,6142939.12,23196109.67
267538,2017,141034465.09,3671880,27586460.75
267538,2018,153193912.52,1701366,29079536.88
267538,2019,163658115.85,15432758.2,25809097.31
267538,2020,155095875.58,99232,29335778.45
268321,2007,66085570,1794350,10790230
268321,2008,70151550,1656730,9764540
268321,2009,62954080,8947140,14612550
268321,2010,62565150,2475660,49965260
268321,2011,69979565.29,6963727,21320045.18
