"municipality_id","municipality","year","unemployment"
"7109","Přerov","2014",10.5
"7109","Přerov","2015",8.74
"7109","Přerov","2016",7.6
"7109","Přerov","2017",6.22
"7109","Přerov","2018",4.67
"7109","Přerov","2019",3.77
"7109","Přerov","2020",5.41
"7110","Šternberk","2006",7.03
"7110","Šternberk","2007",5.45
"7110","Šternberk","2008",5.82
"7110","Šternberk","2009",10.39
"7110","Šternberk","2010",9.74
"7110","Šternberk","2011",9.13
"7110","Šternberk","2012",9.32
"7110","Šternberk","2013",9.51
"7110","Šternberk","2014",9.71
"7110","Šternberk","2015",7.94
"7110","Šternberk","2016",6.24
"7110","Šternberk","2017",4.56
"7110","Šternberk","2018",3.36
"7110","Šternberk","2019",3.09
"7110","Šternberk","2020",4.46
"7111","Šumperk","2006",7.02
"7111","Šumperk","2007",5.76
"7111","Šumperk","2008",5.72
"7111","Šumperk","2009",10.08
"7111","Šumperk","2010",10.02
"7111","Šumperk","2011",9.68
"7111","Šumperk","2012",9.64
"7111","Šumperk","2013",9.6
"7111","Šumperk","2014",9.55
"7111","Šumperk","2015",7.32
"7111","Šumperk","2016",6.8
"7111","Šumperk","2017",4.89
"7111","Šumperk","2018",3.92
"7111","Šumperk","2019",3.3
"7111","Šumperk","2020",4.28
"7112","Uničov","2006",7.91
"7112","Uničov","2007",5.71
"7112","Uničov","2008",6.32
"7112","Uničov","2009",15.08
"7112","Uničov","2010",10.14
"7112","Uničov","2011",9.3
"7112","Uničov","2012",9.16
"7112","Uničov","2013",9.02
"7112","Uničov","2014",8.88
"7112","Uničov","2015",7.35
"7112","Uničov","2016",5.95
"7112","Uničov","2017",4.7
"7112","Uničov","2018",3.22
"7112","Uničov","2019",3.44
"7112","Uničov","2020",4.14
"7113","Zábřeh","2006",7.54
"7113","Zábřeh","2007",5.4
"7113","Zábřeh","2008",5.31
"7113","Zábřeh","2009",9.79
"7113","Zábřeh","2010",9.56
"7113","Zábřeh","2011",8.64
"7113","Zábřeh","2012",8.49
"7113","Zábřeh","2013",8.34
"7113","Zábřeh","2014",8.18
"7113","Zábřeh","2015",6.2
"7113","Zábřeh","2016",5.32
"7113","Zábřeh","2017",3.77
"7113","Zábřeh","2018",3.35
"7113","Zábřeh","2019",2.73
"7113","Zábřeh","2020",3.73
"7201","Bystřice pod Hostýnem","2006",5.62
"7201","Bystřice pod Hostýnem","2007",5.25
"7201","Bystřice pod Hostýnem","2008",4.17
"7201","Bystřice pod Hostýnem","2009",8.8
"7201","Bystřice pod Hostýnem","2010",8.91
"7201","Bystřice pod Hostýnem","2011",8.31
"7201","Bystřice pod Hostýnem","2012",8.72
"7201","Bystřice pod Hostýnem","2013",9.13
"7201","Bystřice pod Hostýnem","2014",9.53
"7201","Bystřice pod Hostýnem","2015",7.95
"7201","Bystřice pod Hostýnem","2016",5.91
"7201","Bystřice pod Hostýnem","2017",4
"7201","Bystřice pod Hostýnem","2018",2.97
"7201","Bystřice pod Hostýnem","2019",2.7
"7201","Bystřice pod Hostýnem","2020",3.74
"7202","Holešov","2006",5.5
"7202","Holešov","2007",4.31
"7202","Holešov","2008",4.17
"7202","Holešov","2009",7.53
"7202","Holešov","2010",7.07
"7202","Holešov","2011",6.62
"7202","Holešov","2012",6.71
"7202","Holešov","2013",6.8
"7202","Holešov","2014",6.9
"7202","Holešov","2015",5.42
"7202","Holešov","2016",4.73
"7202","Holešov","2017",3.39
"7202","Holešov","2018",2.51
"7202","Holešov","2019",2.26
"7202","Holešov","2020",2.39
"7203","Kroměříž","2006",6.99
"7203","Kroměříž","2007",5.49
"7203","Kroměříž","2008",5.52
"7203","Kroměříž","2009",9.27
"7203","Kroměříž","2010",8.97
"7203","Kroměříž","2011",8.14
"7203","Kroměříž","2012",8.33
"7203","Kroměříž","2013",8.52
"7203","Kroměříž","2014",8.7
"7203","Kroměříž","2015",7.33
"7203","Kroměříž","2016",6.05
"7203","Kroměříž","2017",4.18
"7203","Kroměříž","2018",3.3
"7203","Kroměříž","2019",2.65
"7203","Kroměříž","2020",3.2
"7204","Luhačovice","2006",4.91
"7204","Luhačovice","2007",3.92
"7204","Luhačovice","2008",3.83
"7204","Luhačovice","2009",7.2
"7204","Luhačovice","2010",7.25
"7204","Luhačovice","2011",6.04
"7204","Luhačovice","2012",5.86
"7204","Luhačovice","2013",5.68
"7204","Luhačovice","2014",5.51
"7204","Luhačovice","2015",4.37
"7204","Luhačovice","2016",3.45
"7204","Luhačovice","2017",2.51
"7204","Luhačovice","2018",2
"7204","Luhačovice","2019",1.87
"7204","Luhačovice","2020",2.72
"7205","Otrokovice","2006",4.9
"7205","Otrokovice","2007",4.05
"7205","Otrokovice","2008",4.02
"7205","Otrokovice","2009",7.52
"7205","Otrokovice","2010",7.37
"7205","Otrokovice","2011",5.81
"7205","Otrokovice","2012",5.89
"7205","Otrokovice","2013",5.97
"7205","Otrokovice","2014",6.06
"7205","Otrokovice","2015",4.62
"7205","Otrokovice","2016",3.43
"7205","Otrokovice","2017",2.13
"7205","Otrokovice","2018",1.94
"7205","Otrokovice","2019",1.81
"7205","Otrokovice","2020",2.31
"7206","Rožnov pod Radhoštěm","2006",7.29
"7206","Rožnov pod Radhoštěm","2007",5.61
"7206","Rožnov pod Radhoštěm","2008",5.32
"7206","Rožnov pod Radhoštěm","2009",9.12
"7206","Rožnov pod Radhoštěm","2010",8.41
"7206","Rožnov pod Radhoštěm","2011",8.03
"7206","Rožnov pod Radhoštěm","2012",8.05
"7206","Rožnov pod Radhoštěm","2013",8.07
"7206","Rožnov pod Radhoštěm","2014",8.09
"7206","Rožnov pod Radhoštěm","2015",6.62
"7206","Rožnov pod Radhoštěm","2016",4.98
"7206","Rožnov pod Radhoštěm","2017",3.77
"7206","Rožnov pod Radhoštěm","2018",2.72
"7206","Rožnov pod Radhoštěm","2019",2.57
"7206","Rožnov pod Radhoštěm","2020",3.34
"7207","Uherské Hradiště","2006",4.49
"7207","Uherské Hradiště","2007",3.69
"7207","Uherské Hradiště","2008",4.19
"7207","Uherské Hradiště","2009",6.97
"7207","Uherské Hradiště","2010",7.35
"7207","Uherské Hradiště","2011",6.56
"7207","Uherské Hradiště","2012",6.52
"7207","Uherské Hradiště","2013",6.48
"7207","Uherské Hradiště","2014",6.45
"7207","Uherské Hradiště","2015",5.31
"7207","Uherské Hradiště","2016",4.79
"7207","Uherské Hradiště","2017",3.34
"7207","Uherské Hradiště","2018",2.64
"7207","Uherské Hradiště","2019",2.48
"7207","Uherské Hradiště","2020",3.21
"7208","Uherský Brod","2006",5.15
"7208","Uherský Brod","2007",4.19
"7208","Uherský Brod","2008",4.37
"7208","Uherský Brod","2009",7.53
"7208","Uherský Brod","2010",7.59
"7208","Uherský Brod","2011",6.62
"7208","Uherský Brod","2012",6.45
"7208","Uherský Brod","2013",6.28
"7208","Uherský Brod","2014",6.12
"7208","Uherský Brod","2015",4.8
"7208","Uherský Brod","2016",3.91
"7208","Uherský Brod","2017",2.87
"7208","Uherský Brod","2018",1.87
"7208","Uherský Brod","2019",1.76
"7208","Uherský Brod","2020",2.6
"7209","Valašské Klobouky","2006",7.13
"7209","Valašské Klobouky","2007",6.35
"7209","Valašské Klobouky","2008",6.45
"7209","Valašské Klobouky","2009",10.83
"7209","Valašské Klobouky","2010",10.07
"7209","Valašské Klobouky","2011",9.33
"7209","Valašské Klobouky","2012",8.94
"7209","Valašské Klobouky","2013",8.55
"7209","Valašské Klobouky","2014",8.17
"7209","Valašské Klobouky","2015",6.63
"7209","Valašské Klobouky","2016",5.4
"7209","Valašské Klobouky","2017",2.6
"7209","Valašské Klobouky","2018",1.7
"7209","Valašské Klobouky","2019",1.68
"7209","Valašské Klobouky","2020",2.38
"7210","Valašské Meziříčí","2006",6.39
"7210","Valašské Meziříčí","2007",5.09
"7210","Valašské Meziříčí","2008",4.72
"7210","Valašské Meziříčí","2009",6.78
"7210","Valašské Meziříčí","2010",7.91
"7210","Valašské Meziříčí","2011",7.19
"7210","Valašské Meziříčí","2012",7.33
"7210","Valašské Meziříčí","2013",7.47
"7210","Valašské Meziříčí","2014",7.61
"7210","Valašské Meziříčí","2015",6.51
"7210","Valašské Meziříčí","2016",5.58
"7210","Valašské Meziříčí","2017",3.94
"7210","Valašské Meziříčí","2018",2.76
"7210","Valašské Meziříčí","2019",3.06
"7210","Valašské Meziříčí","2020",3.99
"7211","Vizovice","2006",4.23
"7211","Vizovice","2007",3.12
"7211","Vizovice","2008",3.14
"7211","Vizovice","2009",6.11
"7211","Vizovice","2010",6.55
"7211","Vizovice","2011",5.61
"7211","Vizovice","2012",5.65
"7211","Vizovice","2013",5.69
"7211","Vizovice","2014",5.74
"7211","Vizovice","2015",4.69
"7211","Vizovice","2016",3.83
"7211","Vizovice","2017",2.89
"7211","Vizovice","2018",2.05
"7211","Vizovice","2019",1.81
"7211","Vizovice","2020",2.71
"7212","Vsetín","2006",7.25
"7212","Vsetín","2007",5.17
"7212","Vsetín","2008",5.8
"7212","Vsetín","2009",10.68
"7212","Vsetín","2010",9.73
"7212","Vsetín","2011",8.33
"7212","Vsetín","2012",8.6
"7212","Vsetín","2013",8.87
"7212","Vsetín","2014",9.13
"7212","Vsetín","2015",7.39
"7212","Vsetín","2016",6.42
"7212","Vsetín","2017",4.25
"7212","Vsetín","2018",3.4
"7212","Vsetín","2019",3.06
"7212","Vsetín","2020",4.18
"7213","Zlín","2006",4.21
"7213","Zlín","2007",3.16
"7213","Zlín","2008",3.24
"7213","Zlín","2009",6.41
"7213","Zlín","2010",6.48
"7213","Zlín","2011",5.6
"7213","Zlín","2012",5.86
"7213","Zlín","2013",6.12
"7213","Zlín","2014",6.38
"7213","Zlín","2015",5.02
"7213","Zlín","2016",3.84
"7213","Zlín","2017",2.92
"7213","Zlín","2018",2.3
"7213","Zlín","2019",2.22
"7213","Zlín","2020",3.05
"8101","Bílovec","2006",7.43
"8101","Bílovec","2007",5.05
"8101","Bílovec","2008",5.01
"8101","Bílovec","2009",9.32
"8101","Bílovec","2010",8.8
"8101","Bílovec","2011",7.05
"8101","Bílovec","2012",6.94
"8101","Bílovec","2013",6.83
"8101","Bílovec","2014",6.72
"8101","Bílovec","2015",4.96
"8101","Bílovec","2016",4.58
"8101","Bílovec","2017",3.91
"8101","Bílovec","2018",3.58
"8101","Bílovec","2019",3.45
"8101","Bílovec","2020",3.91
"8102","Bohumín","2006",9.41
"8102","Bohumín","2007",7.33
"8102","Bohumín","2008",6.14
"8102","Bohumín","2009",9.43
"8102","Bohumín","2010",8.59
"8102","Bohumín","2011",8.4
"8102","Bohumín","2012",8.62
"8102","Bohumín","2013",8.84
"8102","Bohumín","2014",9.07
"8102","Bohumín","2015",7.65
"8102","Bohumín","2016",7.21
"8102","Bohumín","2017",5.76
"8102","Bohumín","2018",5.04
"8102","Bohumín","2019",4.13
"8102","Bohumín","2020",5.72
"8103","Bruntál","2006",10.78
"8103","Bruntál","2007",8.56
"8103","Bruntál","2008",9.34
"8103","Bruntál","2009",12.66
"8103","Bruntál","2010",13.75
"8103","Bruntál","2011",13.28
"8103","Bruntál","2012",13.69
"8103","Bruntál","2013",14.1
"8103","Bruntál","2014",14.52
"8103","Bruntál","2015",12.31
"8103","Bruntál","2016",9.67
"8103","Bruntál","2017",7.15
"8103","Bruntál","2018",6.02
"8103","Bruntál","2019",5.55
"8103","Bruntál","2020",7.28
"8104","Český Těšín","2006",11.36
"8104","Český Těšín","2007",8.16
"8104","Český Těšín","2008",6.81
"8104","Český Těšín","2009",9.29
"8104","Český Těšín","2010",9
"8104","Český Těšín","2011",8.09
"8104","Český Těšín","2012",8.41
"8104","Český Těšín","2013",8.73
"8104","Český Těšín","2014",9.05
"8104","Český Těšín","2015",7.7
"8104","Český Těšín","2016",7.76
"8104","Český Těšín","2017",5.8
"8104","Český Těšín","2018",4.4
"8104","Český Těšín","2019",4.8
"8104","Český Těšín","2020",6
"8105","Frenštát pod Radhoštěm","2006",4.67
"8105","Frenštát pod Radhoštěm","2007",3.21
"8105","Frenštát pod Radhoštěm","2008",3.63
"8105","Frenštát pod Radhoštěm","2009",8.52
"8105","Frenštát pod Radhoštěm","2010",6.88
"8105","Frenštát pod Radhoštěm","2011",5.98
"8105","Frenštát pod Radhoštěm","2012",5.99
"8105","Frenštát pod Radhoštěm","2013",6
"8105","Frenštát pod Radhoštěm","2014",6.01
"8105","Frenštát pod Radhoštěm","2015",4.1
"8105","Frenštát pod Radhoštěm","2016",3.8
"8105","Frenštát pod Radhoštěm","2017",2.69
"8105","Frenštát pod Radhoštěm","2018",2.08
"8105","Frenštát pod Radhoštěm","2019",1.93
"8105","Frenštát pod Radhoštěm","2020",2.76
"8106","Frýdek-Místek","2006",7.57
"8106","Frýdek-Místek","2007",5.67
"8106","Frýdek-Místek","2008",4.38
"8106","Frýdek-Místek","2009",7.72
"8106","Frýdek-Místek","2010",7.66
"8106","Frýdek-Místek","2011",6.55
"8106","Frýdek-Místek","2012",6.89
"8106","Frýdek-Místek","2013",7.23
"8106","Frýdek-Místek","2014",7.57
"8106","Frýdek-Místek","2015",5.86
"8106","Frýdek-Místek","2016",5.07
"8106","Frýdek-Místek","2017",4.31
"8106","Frýdek-Místek","2018",3.33
"8106","Frýdek-Místek","2019",3.07
"8106","Frýdek-Místek","2020",3.72
"8107","Frýdlant nad Ostravicí","2006",7.34
"8107","Frýdlant nad Ostravicí","2007",5.58
"8107","Frýdlant nad Ostravicí","2008",4.29
"8107","Frýdlant nad Ostravicí","2009",7.58
"8107","Frýdlant nad Ostravicí","2010",6.95
"8107","Frýdlant nad Ostravicí","2011",6.29
"8107","Frýdlant nad Ostravicí","2012",6.51
"8107","Frýdlant nad Ostravicí","2013",6.73
"8107","Frýdlant nad Ostravicí","2014",6.95
"8107","Frýdlant nad Ostravicí","2015",5.9
"8107","Frýdlant nad Ostravicí","2016",5.22
"8107","Frýdlant nad Ostravicí","2017",3.9
"8107","Frýdlant nad Ostravicí","2018",3.34
"8107","Frýdlant nad Ostravicí","2019",2.96
"8107","Frýdlant nad Ostravicí","2020",3.78
"8108","Havířov","2006",11.39
"8108","Havířov","2007",9.6
"8108","Havířov","2008",8.19
"8108","Havířov","2009",10.45
"8108","Havířov","2010",10.81
"8108","Havířov","2011",9.81
"8108","Havířov","2012",10.5
"8108","Havířov","2013",11.19
"8108","Havířov","2014",11.89
"8108","Havířov","2015",11.25
"8108","Havířov","2016",10.22
"8108","Havířov","2017",8.21
"8108","Havířov","2018",6.89
"8108","Havířov","2019",6.81
"8108","Havířov","2020",8.13
"8109","Hlučín","2006",7.11
"8109","Hlučín","2007",5.3
"8109","Hlučín","2008",4.78
"8109","Hlučín","2009",6.67
"8109","Hlučín","2010",7.04
"8109","Hlučín","2011",6.3
"8109","Hlučín","2012",6.16
"8109","Hlučín","2013",6.02
"8109","Hlučín","2014",5.87
"8109","Hlučín","2015",5.03
"8109","Hlučín","2016",3.63
"8109","Hlučín","2017",2.62
"8109","Hlučín","2018",1.91
"8109","Hlučín","2019",1.5
"8109","Hlučín","2020",2.18
"8110","Jablunkov","2006",8.06
"8110","Jablunkov","2007",5.9
"8110","Jablunkov","2008",4.21
"8110","Jablunkov","2009",5.75
"8110","Jablunkov","2010",5.13
"8110","Jablunkov","2011",4.72
"8110","Jablunkov","2012",4.93
"8110","Jablunkov","2013",5.14
"8110","Jablunkov","2014",5.36
"8110","Jablunkov","2015",4.58
"8110","Jablunkov","2016",3.25
"8110","Jablunkov","2017",2.58
"8110","Jablunkov","2018",2.22
"8110","Jablunkov","2019",2.28
"8110","Jablunkov","2020",2.82
"8111","Karviná","2006",13.04
"8111","Karviná","2007",10.81
"8111","Karviná","2008",9.25
"8111","Karviná","2009",11.27
"8111","Karviná","2010",11.64
"8111","Karviná","2011",11.38
"8111","Karviná","2012",12.21
"8111","Karviná","2013",13.04
"8111","Karviná","2014",13.86
"8111","Karviná","2015",12.74
"8111","Karviná","2016",12.06
"8111","Karviná","2017",9.38
"8111","Karviná","2018",8.19
"8111","Karviná","2019",7.64
"8111","Karviná","2020",8.97
"8112","Kopřivnice","2006",6.09
"8112","Kopřivnice","2007",3.57
"8112","Kopřivnice","2008",4.07
"8112","Kopřivnice","2009",9.8
"8112","Kopřivnice","2010",7.77
"8112","Kopřivnice","2011",6
"8112","Kopřivnice","2012",6.13
"8112","Kopřivnice","2013",6.26
"8112","Kopřivnice","2014",6.4
"8112","Kopřivnice","2015",5.07
"8112","Kopřivnice","2016",4.52
"8112","Kopřivnice","2017",3.76
"8112","Kopřivnice","2018",3.21
"8112","Kopřivnice","2019",3.37
"8112","Kopřivnice","2020",3.99
"8113","Kravaře","2006",7.89
"8113","Kravaře","2007",6.54
"8113","Kravaře","2008",6.18
"8113","Kravaře","2009",8.75
"8113","Kravaře","2010",9.71
"8113","Kravaře","2011",8.24
"8113","Kravaře","2012",8.46
"8113","Kravaře","2013",8.68
"8113","Kravaře","2014",8.91
"8113","Kravaře","2015",8.14
"8113","Kravaře","2016",7.27
"8113","Kravaře","2017",5.26
"8113","Kravaře","2018",3.68
"8113","Kravaře","2019",2.95
"8113","Kravaře","2020",3.69
"8114","Krnov","2006",8.68
"8114","Krnov","2007",7.04
"8114","Krnov","2008",6.79
"8114","Krnov","2009",10.27
"8114","Krnov","2010",11.52
"8114","Krnov","2011",11.91
"8114","Krnov","2012",12.16
"8114","Krnov","2013",12.41
"8114","Krnov","2014",12.66
"8114","Krnov","2015",11.18
"8114","Krnov","2016",9.77
"8114","Krnov","2017",6.93
"8114","Krnov","2018",6.26
"8114","Krnov","2019",6.18
"8114","Krnov","2020",6.82
"8115","Nový Jičín","2006",6.54
"8115","Nový Jičín","2007",4.44
"8115","Nový Jičín","2008",4.98
"8115","Nový Jičín","2009",8.38
"8115","Nový Jičín","2010",7.61
"8115","Nový Jičín","2011",6.39
"8115","Nový Jičín","2012",6.57
"8115","Nový Jičín","2013",6.75
"8115","Nový Jičín","2014",6.94
"8115","Nový Jičín","2015",5.37
"8115","Nový Jičín","2016",3.95
"8115","Nový Jičín","2017",3.18
"8115","Nový Jičín","2018",2.91
"8115","Nový Jičín","2019",2.73
"8115","Nový Jičín","2020",3.63
"8116","Odry","2006",7.68
"8116","Odry","2007",6.32
"8116","Odry","2008",6.76
"8116","Odry","2009",11.9
"8116","Odry","2010",12.65
"8116","Odry","2011",10.13
"8116","Odry","2012",9.63
"8116","Odry","2013",9.13
"8116","Odry","2014",8.63
"8116","Odry","2015",6.32
"8116","Odry","2016",5.12
"8116","Odry","2017",3.96
"8116","Odry","2018",3.16
"8116","Odry","2019",2.73
"8116","Odry","2020",3.98
"8117","Opava","2006",7.12
"8117","Opava","2007",5.43
"8117","Opava","2008",4.72
"8117","Opava","2009",7.26
"8117","Opava","2010",8.17
"8117","Opava","2011",7.28
"8117","Opava","2012",7.56
"8117","Opava","2013",7.84
"8117","Opava","2014",8.11
"8117","Opava","2015",6.81
"8117","Opava","2016",5.36
"8117","Opava","2017",3.75
"8117","Opava","2018",2.82
"8117","Opava","2019",2.44
"8117","Opava","2020",3.07
"8118","Orlová","2006",12.56
"8118","Orlová","2007",9.77
"8118","Orlová","2008",8.41
"8118","Orlová","2009",10.67
"8118","Orlová","2010",10.66
"8118","Orlová","2011",10.03
"8118","Orlová","2012",10.77
"8118","Orlová","2013",11.51
"8118","Orlová","2014",12.24
"8118","Orlová","2015",11.22
"8118","Orlová","2016",10.97
"8118","Orlová","2017",8.56
"8118","Orlová","2018",7.45
"8118","Orlová","2019",7.71
"8118","Orlová","2020",9.07
"8119","Ostrava","2006",9.3
"8119","Ostrava","2007",6.85
"8119","Ostrava","2008",6.02
"8119","Ostrava","2009",8.43
"8119","Ostrava","2010",8.84
"8119","Ostrava","2011",8.5
"8119","Ostrava","2012",9.12
"8119","Ostrava","2013",9.74
"8119","Ostrava","2014",10.37
"8119","Ostrava","2015",9.53
"8119","Ostrava","2016",8.42
"8119","Ostrava","2017",6.5
"8119","Ostrava","2018",4.93
"8119","Ostrava","2019",4.82
"8119","Ostrava","2020",6.26
"8120","Rýmařov","2006",9.15
"8120","Rýmařov","2007",7.46
"8120","Rýmařov","2008",7.17
"8120","Rýmařov","2009",11.05
"8120","Rýmařov","2010",11.73
"8120","Rýmařov","2011",10.99
"8120","Rýmařov","2012",11.31
"8120","Rýmařov","2013",11.63
"8120","Rýmařov","2014",11.95
"8120","Rýmařov","2015",9.65
"8120","Rýmařov","2016",7.36
"8120","Rýmařov","2017",6.08
"8120","Rýmařov","2018",5
"8120","Rýmařov","2019",4.01
"8120","Rýmařov","2020",4.66
"8121","Třinec","2006",7.29
"8121","Třinec","2007",5.6
"8121","Třinec","2008",3.95
"8121","Třinec","2009",5.78
"8121","Třinec","2010",5.57
"8121","Třinec","2011",4.89
"8121","Třinec","2012",5.26
"8121","Třinec","2013",5.63
"8121","Třinec","2014",5.99
"8121","Třinec","2015",5.09
"8121","Třinec","2016",3.72
"8121","Třinec","2017",2.88
"8121","Třinec","2018",2.32
"8121","Třinec","2019",2.44
"8121","Třinec","2020",3.01
"8122","Vítkov","2006",10.55
"8122","Vítkov","2007",8.93
"8122","Vítkov","2008",9.61
"8122","Vítkov","2009",12.96
"8122","Vítkov","2010",13.59
"8122","Vítkov","2011",12.32
"8122","Vítkov","2012",12.61
"8122","Vítkov","2013",12.9
"8122","Vítkov","2014",13.2
"8122","Vítkov","2015",12.24
"8122","Vítkov","2016",10.01
"8122","Vítkov","2017",8
"8122","Vítkov","2018",6.8
"8122","Vítkov","2019",6.19
"8122","Vítkov","2020",7.03
