"year","municipality_id","municipality_name","vote_percentage","party_id","party_name","party_name_short","winer","coallition"
2017,3111,"Strakonice",32.54,768,"ANO 2011","ANO",1,1
2017,3112,"Tábor",29.75,768,"ANO 2011","ANO",1,1
2017,3113,"Trhové Sviny",32.98,768,"ANO 2011","ANO",1,1
2017,3114,"Třeboň",25.76,768,"ANO 2011","ANO",1,1
2017,3115,"Týn nad Vltavou",27.16,768,"ANO 2011","ANO",1,1
2017,3116,"Vimperk",26.45,768,"ANO 2011","ANO",1,1
2017,3117,"Vodňany",30.84,768,"ANO 2011","ANO",1,1
2017,3201,"Blovice",28.86,768,"ANO 2011","ANO",1,1
2017,3202,"Domažlice",26.98,768,"ANO 2011","ANO",1,1
2017,3203,"Horažďovice",33.42,768,"ANO 2011","ANO",1,1
2017,3204,"Horšovský Týn",33.49,768,"ANO 2011","ANO",1,1
2017,3205,"Klatovy",30.84,768,"ANO 2011","ANO",1,1
2017,3206,"Kralovice",31.78,768,"ANO 2011","ANO",1,1
2017,3207,"Nepomuk",33.75,768,"ANO 2011","ANO",1,1
2017,3208,"Nýřany",33.49,768,"ANO 2011","ANO",1,1
2017,3209,"Plzeň",28.68,768,"ANO 2011","ANO",1,1
2017,3210,"Přeštice",29.95,768,"ANO 2011","ANO",1,1
2017,3211,"Rokycany",32.23,768,"ANO 2011","ANO",1,1
2017,3212,"Stod",36.14,768,"ANO 2011","ANO",1,1
2017,3213,"Stříbro",34.12,768,"ANO 2011","ANO",1,1
2017,3214,"Sušice",30.78,768,"ANO 2011","ANO",1,1
2017,3215,"Tachov",34.04,768,"ANO 2011","ANO",1,1
2017,4101,"Aš",40.12,768,"ANO 2011","ANO",1,1
2017,4102,"Cheb",34.46,768,"ANO 2011","ANO",1,1
2017,4103,"Karlovy Vary",33.3,768,"ANO 2011","ANO",1,1
2017,4104,"Kraslice",42.05,768,"ANO 2011","ANO",1,1
2017,4105,"Mariánské Lázně",30.67,768,"ANO 2011","ANO",1,1
2017,4106,"Ostrov",34.05,768,"ANO 2011","ANO",1,1
2017,4107,"Sokolov",36.46,768,"ANO 2011","ANO",1,1
2017,4201,"Bílina",40.68,768,"ANO 2011","ANO",1,1
2017,4202,"Děčín",38.6,768,"ANO 2011","ANO",1,1
2017,4203,"Chomutov",38.47,768,"ANO 2011","ANO",1,1
2017,4204,"Kadaň",40.6,768,"ANO 2011","ANO",1,1
2017,4205,"Litoměřice",30.4,768,"ANO 2011","ANO",1,1
2017,4206,"Litvínov",39.31,768,"ANO 2011","ANO",1,1
2017,4207,"Louny",33.95,768,"ANO 2011","ANO",1,1
2017,4208,"Lovosice",47.18,768,"ANO 2011","ANO",1,1
2017,4209,"Most",39.93,768,"ANO 2011","ANO",1,1
2017,4210,"Podbořany",39.1,768,"ANO 2011","ANO",1,1
2017,4211,"Roudnice nad Labem",27.35,768,"ANO 2011","ANO",1,1
2017,4212,"Rumburk",41.92,768,"ANO 2011","ANO",1,1
2017,4213,"Teplice",37.16,768,"ANO 2011","ANO",1,1
2017,4214,"Ústí nad Labem",36.37,768,"ANO 2011","ANO",1,1
2017,4215,"Varnsdorf",39.22,768,"ANO 2011","ANO",1,1
2017,4216,"Žatec",37.27,768,"ANO 2011","ANO",1,1
2017,5101,"Česká Lípa",32.69,768,"ANO 2011","ANO",1,1
2017,5102,"Frýdlant",32.97,768,"ANO 2011","ANO",1,1
2017,5103,"Jablonec nad Nisou",29.79,768,"ANO 2011","ANO",1,1
2017,5104,"Jilemnice",26.63,768,"ANO 2011","ANO",1,1
2017,5105,"Liberec",30.94,768,"ANO 2011","ANO",1,1
2017,5106,"Nový Bor",31.3,768,"ANO 2011","ANO",1,1
2017,5107,"Semily",28.09,768,"ANO 2011","ANO",1,1
2017,5108,"Tanvald",31.3,768,"ANO 2011","ANO",1,1
2017,5109,"Turnov",23.77,768,"ANO 2011","ANO",1,1
2017,5110,"Železný Brod",25.73,768,"ANO 2011","ANO",1,1
2017,5201,"Broumov",34.54,768,"ANO 2011","ANO",1,1
2017,5202,"Dobruška",33.09,768,"ANO 2011","ANO",1,1
2017,5203,"Dvůr Králové nad Labem",35.67,768,"ANO 2011","ANO",1,1
2017,5204,"Hořice",33.87,768,"ANO 2011","ANO",1,1
2017,5205,"Hradec Králové",29.93,768,"ANO 2011","ANO",1,1
2017,5206,"Jaroměř",33.11,768,"ANO 2011","ANO",1,1
2017,5207,"Jičín",31.97,768,"ANO 2011","ANO",1,1
2017,5208,"Kostelec nad Orlicí",31.79,768,"ANO 2011","ANO",1,1
2017,5209,"Náchod",30.85,768,"ANO 2011","ANO",1,1
2017,5210,"Nová Paka",26.84,768,"ANO 2011","ANO",1,1
2017,5211,"Nové Město nad Metují",29.6,768,"ANO 2011","ANO",1,1
2017,5212,"Nový Bydžov",33.83,768,"ANO 2011","ANO",1,1
2017,5213,"Rychnov nad Kněžnou",30.91,768,"ANO 2011","ANO",1,1
2017,5214,"Trutnov",30.45,768,"ANO 2011","ANO",1,1
2017,5215,"Vrchlabí",27.26,768,"ANO 2011","ANO",1,1
2017,5301,"Česká Třebová",32.95,768,"ANO 2011","ANO",1,1
2017,5302,"Hlinsko",34.26,768,"ANO 2011","ANO",1,1
2017,5303,"Holice",28.58,768,"ANO 2011","ANO",1,1
2017,5304,"Chrudim",29.88,768,"ANO 2011","ANO",1,1
2017,5305,"Králíky",33.98,768,"ANO 2011","ANO",1,1
2017,5306,"Lanškroun",33.43,768,"ANO 2011","ANO",1,1
2017,5307,"Litomyšl",24.75,768,"ANO 2011","ANO",1,1
2017,5308,"Moravská Třebová",31.26,768,"ANO 2011","ANO",1,1
2017,5309,"Pardubice",31.31,768,"ANO 2011","ANO",1,1
2017,5310,"Polička",25.3,768,"ANO 2011","ANO",1,1
2017,5311,"Přelouč",29.51,768,"ANO 2011","ANO",1,1
2017,5312,"Svitavy",31.18,768,"ANO 2011","ANO",1,1
2017,5313,"Ústí nad Orlicí",29.63,768,"ANO 2011","ANO",1,1
2017,5314,"Vysoké Mýto",28.17,768,"ANO 2011","ANO",1,1
2017,5315,"Žamberk",27.05,768,"ANO 2011","ANO",1,1
2017,6101,"Bystřice nad Pernštejnem",29.16,768,"ANO 2011","ANO",1,1
2017,6102,"Havlíčkův Brod",29.15,768,"ANO 2011","ANO",1,1
2017,6103,"Humpolec",28.68,768,"ANO 2011","ANO",1,1
2017,6104,"Chotěboř",30.27,768,"ANO 2011","ANO",1,1
2017,6105,"Jihlava",28.25,768,"ANO 2011","ANO",1,1
2017,6106,"Moravské Budějovice",26.37,768,"ANO 2011","ANO",1,1
2017,6107,"Náměšť nad Oslavou",31.92,768,"ANO 2011","ANO",1,1
2017,6108,"Nové Město na Moravě",25.67,768,"ANO 2011","ANO",1,1
2017,6109,"Pacov",24.78,768,"ANO 2011","ANO",1,1
2017,6110,"Pelhřimov",27.06,768,"ANO 2011","ANO",1,1
2017,6111,"Světlá nad Sázavou",34.2,768,"ANO 2011","ANO",1,1
2017,6112,"Telč",22.98,768,"ANO 2011","ANO",1,1
2017,6113,"Třebíč",29.06,768,"ANO 2011","ANO",1,1
2017,6114,"Velké Meziříčí",26.96,768,"ANO 2011","ANO",1,1
2017,6115,"Žďár nad Sázavou",29.69,768,"ANO 2011","ANO",1,1
2017,6201,"Blansko",26.36,768,"ANO 2011","ANO",1,1
2017,6202,"Boskovice",25.98,768,"ANO 2011","ANO",1,1
2017,6203,"Brno",24.55,768,"ANO 2011","ANO",1,1
2017,6204,"Břeclav",31.59,768,"ANO 2011","ANO",1,1
2017,6205,"Bučovice",24.71,768,"ANO 2011","ANO",1,1
2017,6206,"Hodonín",31.37,768,"ANO 2011","ANO",1,1
2017,6207,"Hustopeče",32.87,768,"ANO 2011","ANO",1,1
2017,6208,"Ivančice",30.65,768,"ANO 2011","ANO",1,1
2017,6209,"Kuřim",25.64,768,"ANO 2011","ANO",1,1
2017,6210,"Kyjov",28.96,768,"ANO 2011","ANO",1,1
2017,6211,"Mikulov",26.67,768,"ANO 2011","ANO",1,1
2017,6212,"Moravský Krumlov",31.57,768,"ANO 2011","ANO",1,1
2017,6213,"Pohořelice",36.49,768,"ANO 2011","ANO",1,1
2017,6214,"Rosice",29.9,768,"ANO 2011","ANO",1,1
2017,6215,"Slavkov u Brna",19.89,768,"ANO 2011","ANO",1,1
2017,6216,"Šlapanice",24.62,768,"ANO 2011","ANO",1,1
2017,6217,"Tišnov",26.93,768,"ANO 2011","ANO",1,1
2017,6218,"Veselí nad Moravou",29.73,768,"ANO 2011","ANO",1,1
2017,6219,"Vyškov",26.56,768,"ANO 2011","ANO",1,1
2017,6220,"Znojmo",31.04,768,"ANO 2011","ANO",1,1
2017,6221,"Židlochovice",28.31,768,"ANO 2011","ANO",1,1
2017,7101,"Hranice",31.36,768,"ANO 2011","ANO",1,1
2017,7102,"Jeseník",31.56,768,"ANO 2011","ANO",1,1
2017,7103,"Konice",20.47,768,"ANO 2011","ANO",1,1
2017,7104,"Lipník nad Bečvou",31.64,768,"ANO 2011","ANO",1,1
2017,7105,"Litovel",31.77,768,"ANO 2011","ANO",1,1
2017,7106,"Mohelnice",33.31,768,"ANO 2011","ANO",1,1
2017,7107,"Olomouc",28.18,768,"ANO 2011","ANO",1,1
2017,7108,"Prostějov",30.19,768,"ANO 2011","ANO",1,1
2017,7109,"Přerov",33.92,768,"ANO 2011","ANO",1,1
2017,7110,"Šternberk",31.75,768,"ANO 2011","ANO",1,1
2017,7111,"Šumperk",31.89,768,"ANO 2011","ANO",1,1
2017,7112,"Uničov",33.38,768,"ANO 2011","ANO",1,1
2017,7113,"Zábřeh",32.51,768,"ANO 2011","ANO",1,1
2017,7201,"Bystřice pod Hostýnem",30.07,768,"ANO 2011","ANO",1,1
2017,7202,"Holešov",28.71,768,"ANO 2011","ANO",1,1
2017,7203,"Kroměříž",30.09,768,"ANO 2011","ANO",1,1
2017,7204,"Luhačovice",29.08,768,"ANO 2011","ANO",1,1
2017,7205,"Otrokovice",33.97,768,"ANO 2011","ANO",1,1
2017,7206,"Rožnov pod Radhoštěm",30.31,768,"ANO 2011","ANO",1,1
2017,7207,"Uherské Hradiště",24.53,768,"ANO 2011","ANO",1,1
2017,7208,"Uherský Brod",25.32,768,"ANO 2011","ANO",1,1
2017,7209,"Valašské Klobouky",26.07,768,"ANO 2011","ANO",1,1
2017,7210,"Valašské Meziříčí",34.33,768,"ANO 2011","ANO",1,1
2017,7211,"Vizovice",25.66,768,"ANO 2011","ANO",1,1
2017,7212,"Vsetín",25.48,768,"ANO 2011","ANO",1,1
2017,7213,"Zlín",29.98,768,"ANO 2011","ANO",1,1
2017,8101,"Bílovec",34.3,768,"ANO 2011","ANO",1,1
2017,8102,"Bohumín",35.18,768,"ANO 2011","ANO",1,1
2017,8103,"Bruntál",36.06,768,"ANO 2011","ANO",1,1
2017,8104,"Český Těšín",34.71,768,"ANO 2011","ANO",1,1
2017,8105,"Frenštát pod Radhoštěm",33.65,768,"ANO 2011","ANO",1,1
2017,8106,"Frýdek-Místek",35.65,768,"ANO 2011","ANO",1,1
2017,8107,"Frýdlant nad Ostravicí",34.58,768,"ANO 2011","ANO",1,1
2017,8108,"Havířov",36.83,768,"ANO 2011","ANO",1,1
2017,8109,"Hlučín",36.5,768,"ANO 2011","ANO",1,1
2017,8110,"Jablunkov",26.74,768,"ANO 2011","ANO",1,1
2017,8111,"Karviná",40.07,768,"ANO 2011","ANO",1,1
2017,8112,"Kopřivnice",32.77,768,"ANO 2011","ANO",1,1
2017,8113,"Kravaře",33.51,768,"ANO 2011","ANO",1,1
2017,8114,"Krnov",36.05,768,"ANO 2011","ANO",1,1
2017,8115,"Nový Jičín",33.06,768,"ANO 2011","ANO",1,1
2017,8116,"Odry",35.7,768,"ANO 2011","ANO",1,1
2017,8117,"Opava",32,768,"ANO 2011","ANO",1,1
2017,8118,"Orlová",41.31,768,"ANO 2011","ANO",1,1
2017,8119,"Ostrava",35.42,768,"ANO 2011","ANO",1,1
2017,8120,"Rýmařov",35.36,768,"ANO 2011","ANO",1,1
2017,8121,"Třinec",37.14,768,"ANO 2011","ANO",1,1
2017,8122,"Vítkov",40.66,768,"ANO 2011","ANO",1,1
