"year","ico","class_of_revenue","Revenue_CZK"
"2015","00266621","Daňové příjmy",702804558.58
"2015","00266621","Kapitálové příjmy",946539.54
"2015","00266621","Nedaňové příjmy",95365274.47
"2015","00267449","Daňové příjmy",311879851.64
"2015","00267449","Kapitálové příjmy",22015048
"2015","00267449","Nedaňové příjmy",79528958.82
"2015","00267538","Daňové příjmy",120466943.91
"2015","00267538","Kapitálové příjmy",14761091.6
"2015","00267538","Nedaňové příjmy",9517033.83
"2015","00268321","Daňové příjmy",92092512.67
"2015","00268321","Kapitálové příjmy",3812178.6
"2015","00268321","Nedaňové příjmy",26080126.78
"2015","00268810","Daňové příjmy",1431706771.74
"2015","00268810","Kapitálové příjmy",108287596
"2015","00268810","Nedaňové příjmy",264776814.8
"2015","00269247","Daňové příjmy",95284778.39
"2015","00269247","Kapitálové příjmy",6792096
"2015","00269247","Nedaňové příjmy",34881969.29
"2015","00270059","Daňové příjmy",131827290.87
"2015","00270059","Kapitálové příjmy",2530266.4
"2015","00270059","Nedaňové příjmy",37129971.65
"2015","00270211","Daňové příjmy",300917087.58
"2015","00270211","Kapitálové příjmy",7948006
"2015","00270211","Nedaňové příjmy",38326325.97
"2015","00271560","Daňové příjmy",106928334.4
"2015","00271560","Kapitálové příjmy",1667890.88
"2015","00271560","Nedaňové příjmy",20114706.42
"2015","00271632","Daňové příjmy",233672383.84
"2015","00271632","Kapitálové příjmy",11924137.08
"2015","00271632","Nedaňové příjmy",44263885.82
"2015","00271888","Daňové příjmy",104353624.1
"2015","00271888","Kapitálové příjmy",3212648.9
"2015","00271888","Nedaňové příjmy",28558578.5
"2015","00272523","Daňové příjmy",96648809.81
"2015","00272523","Kapitálové příjmy",1725790.5
"2015","00272523","Nedaňové příjmy",49106781.54
"2015","00272728","Daňové příjmy",151191281.81
"2015","00272728","Kapitálové příjmy",373890
"2015","00272728","Nedaňové příjmy",47536761.19
"2015","00272868","Daňové příjmy",254326181.46
"2015","00272868","Kapitálové příjmy",6438169.01
"2015","00272868","Nedaňové příjmy",24577798.08
"2015","00272876","Daňové příjmy",113053919.67
"2015","00272876","Kapitálové příjmy",1468693
"2015","00272876","Nedaňové příjmy",28770291.55
"2015","00273571","Daňové příjmy",86324647.33
"2015","00273571","Kapitálové příjmy",3428061
"2015","00273571","Nedaňové příjmy",20137825.66
"2015","00274046","Daňové příjmy",1329603617.6
"2015","00274046","Kapitálové příjmy",55293077.17
"2015","00274046","Nedaňové příjmy",303126056.82
"2015","00274101","Daňové příjmy",117234038.96
"2015","00274101","Kapitálové příjmy",8031111
"2015","00274101","Nedaňové příjmy",11191209.43
"2015","00274879","Daňové příjmy",113462488.25
"2015","00274879","Kapitálové příjmy",2988006
"2015","00274879","Nedaňové příjmy",29206160.64
"2015","00274968","Daňové příjmy",82140684.45
"2015","00274968","Kapitálové příjmy",1272844
"2015","00274968","Nedaňové příjmy",16086486.56
"2015","00275336","Daňové příjmy",158611329.6
"2015","00275336","Kapitálové příjmy",1015118
"2015","00275336","Nedaňové příjmy",59797253.8
"2015","00275808","Daňové příjmy",83216920.46
"2015","00275808","Kapitálové příjmy",13046223
"2015","00275808","Nedaňové příjmy",29408742.89
"2015","00276111","Daňové příjmy",110589669.12
"2015","00276111","Kapitálové příjmy",5560
"2015","00276111","Nedaňové příjmy",21783203.29
"2015","00276227","Daňové příjmy",223661910.74
"2015","00276227","Kapitálové příjmy",19103660
"2015","00276227","Nedaňové příjmy",65056363.89
"2015","00276944","Daňové příjmy",153493506.78
"2015","00276944","Kapitálové příjmy",1243671
"2015","00276944","Nedaňové příjmy",10314758.01
"2015","00277037","Daňové příjmy",132841332.94
"2015","00277037","Kapitálové příjmy",1441574.28
"2015","00277037","Nedaňové příjmy",27825311.77
"2015","00277177","Daňové příjmy",131687233.38
"2015","00277177","Kapitálové příjmy",35094095
"2015","00277177","Nedaňové příjmy",62600269.1
"2015","00277444","Daňové příjmy",232186651.84
"2015","00277444","Kapitálové příjmy",46957558.4
"2015","00277444","Nedaňové příjmy",89337637.55
"2015","00277819","Daňové příjmy",195209158.89
"2015","00277819","Kapitálové příjmy",6344431
"2015","00277819","Nedaňové příjmy",105506513.83
"2015","00278360","Daňové příjmy",405823760.09
"2015","00278360","Kapitálové příjmy",17420318.05
"2015","00278360","Nedaňové příjmy",78058398.54
"2015","00278475","Daňové příjmy",169884791.94
"2015","00278475","Kapitálové příjmy",39112379.6
"2015","00278475","Nedaňové příjmy",89511532.62
"2015","00278653","Daňové příjmy",187088621.38
"2015","00278653","Kapitálové příjmy",4199851
"2015","00278653","Nedaňové příjmy",17886248.16
"2015","00279072","Daňové příjmy",55985079.9
"2015","00279072","Kapitálové příjmy",2084657
"2015","00279072","Nedaňové příjmy",13926861.63
"2015","00279102","Daňové příjmy",131110892.11
"2015","00279102","Kapitálové příjmy",4288811.6
"2015","00279102","Nedaňové příjmy",31941316.64
"2015","00279676","Daňové příjmy",178357614.09
"2015","00279676","Kapitálové příjmy",13845255
"2015","00279676","Nedaňové příjmy",24176831.26
"2015","00279773","Daňové příjmy",170753043.48
"2015","00279773","Kapitálové příjmy",2394115.78
"2015","00279773","Nedaňové příjmy",31748356.62
"2015","00279846","Daňové příjmy",87222417.7
"2015","00279846","Kapitálové příjmy",1763425
"2015","00279846","Nedaňové příjmy",13877275.02
"2015","00279943","Daňové příjmy",247939639.33
"2015","00279943","Kapitálové příjmy",16207794.16
"2015","00279943","Nedaňové příjmy",43768039.81
"2015","00279978","Daňové příjmy",158911836.17
"2015","00279978","Kapitálové příjmy",15681578.7
"2015","00279978","Nedaňové příjmy",27667742.13
"2015","00281859","Daňové příjmy",127025810.87
"2015","00281859","Kapitálové příjmy",851600
"2015","00281859","Nedaňové příjmy",14996135.66
"2015","00281964","Daňové příjmy",156226729.71
"2015","00281964","Kapitálové příjmy",25431278
"2015","00281964","Nedaňové příjmy",35868634.23
"2015","00282481","Daňové příjmy",79592226.15
"2015","00282481","Kapitálové příjmy",1113832.55
"2015","00282481","Nedaňové příjmy",9788202.6
"2015","00282651","Daňové příjmy",114482654.54
"2015","00282651","Kapitálové příjmy",848529
"2015","00282651","Nedaňové příjmy",21332647.83
"2015","00282707","Daňové příjmy",116608184.2
"2015","00282707","Kapitálové příjmy",1263701
"2015","00282707","Nedaňové příjmy",24448657.5
"2015","00282979","Daňové příjmy",52912001.51
"2015","00282979","Kapitálové příjmy",1596361
"2015","00282979","Nedaňové příjmy",32679955.18
"2015","00283061","Daňové příjmy",316895389.27
"2015","00283061","Kapitálové příjmy",7053253.1
"2015","00283061","Nedaňové příjmy",72952516.29
"2015","00283193","Daňové příjmy",87873090.74
"2015","00283193","Kapitálové příjmy",975369
"2015","00283193","Nedaňové příjmy",32268725.09
"2015","00283347","Daňové příjmy",129791843.22
"2015","00283347","Kapitálové příjmy",8062917.37
"2015","00283347","Nedaňové příjmy",39785806.87
"2015","00283509","Daňové příjmy",74147723.24
"2015","00283509","Kapitálové příjmy",18953819
"2015","00283509","Nedaňové příjmy",24505734.15
"2015","00283924","Daňové příjmy",1045223435.47
"2015","00283924","Kapitálové příjmy",31215277
"2015","00283924","Nedaňové příjmy",248624923.37
"2015","00284165","Daňové příjmy",75470112.02
"2015","00284165","Kapitálové příjmy",364430
"2015","00284165","Nedaňové příjmy",17550709.86
"2015","00284301","Daňové příjmy",240942471.15
"2015","00284301","Kapitálové příjmy",2608082
"2015","00284301","Nedaňové příjmy",43373334.26
"2015","00284611","Daňové příjmy",66785828.36
"2015","00284611","Kapitálové příjmy",2544460
"2015","00284611","Nedaňové příjmy",17741601.25
"2015","00284653","Daňové příjmy",61741706.33
"2015","00284653","Kapitálové příjmy",2368300
"2015","00284653","Nedaňové příjmy",7475047.65
"2015","00284891","Daňové příjmy",332130561.32
"2015","00284891","Kapitálové příjmy",6173657
"2015","00284891","Nedaňové příjmy",52405524.92
"2015","00285030","Daňové příjmy",158061387.66
"2015","00285030","Kapitálové příjmy",25185827.38
"2015","00285030","Nedaňové příjmy",36027550.28
"2015","00285455","Daňové příjmy",154217709.51
"2015","00285455","Kapitálové příjmy",5535181.5
"2015","00285455","Nedaňové příjmy",17671914.33
"2015","00286010","Daňové příjmy",711827974.98
"2015","00286010","Kapitálové příjmy",51863129
"2015","00286010","Nedaňové příjmy",150110648.95
"2015","00286745","Daňové příjmy",72212002.34
"2015","00286745","Kapitálové příjmy",1797500
"2015","00286745","Nedaňové příjmy",12255064
"2015","00287113","Daňové příjmy",111192616.13
"2015","00287113","Kapitálové příjmy",1928833
"2015","00287113","Nedaňové příjmy",32546226.88
"2015","00287172","Daňové příjmy",160665340.94
"2015","00287172","Kapitálové příjmy",4990578
"2015","00287172","Nedaňové příjmy",16783689.52
"2015","00287351","Daňové příjmy",345231274.17
"2015","00287351","Kapitálové příjmy",1993900
"2015","00287351","Nedaňové příjmy",25881792.05
"2015","00288365","Daňové příjmy",38421726.59
"2015","00288365","Kapitálové příjmy",560800
"2015","00288365","Nedaňové příjmy",6237833.57
"2015","00288659","Daňové příjmy",603970889.54
"2015","00288659","Kapitálové příjmy",11793307
"2015","00288659","Nedaňové příjmy",128439425.45
"2015","00289931","Daňové příjmy",101632203.64
"2015","00289931","Kapitálové příjmy",949675.36
"2015","00289931","Nedaňové příjmy",5697101.44
"2015","00289965","Daňové příjmy",62225109
"2015","00289965","Kapitálové příjmy",1062440
"2015","00289965","Nedaňové příjmy",13655640.04
"2015","00290629","Daňové příjmy",471354787.64
"2015","00290629","Kapitálové příjmy",10958591
"2015","00290629","Nedaňové příjmy",22503768.89
"2015","00291463","Daňové příjmy",231892765.87
"2015","00291463","Kapitálové příjmy",6947288
"2015","00291463","Nedaňové příjmy",55718817.05
"2015","00291471","Daňové příjmy",354363623.12
"2015","00291471","Kapitálové příjmy",5594693.1
"2015","00291471","Nedaňové příjmy",124539620.64
"2015","00291676","Daňové příjmy",83800971.99
"2015","00291676","Kapitálové příjmy",588377
"2015","00291676","Nedaňové příjmy",10808087.87
"2015","00292311","Daňové příjmy",83788952.12
"2015","00292311","Kapitálové příjmy",358472
"2015","00292311","Nedaňové příjmy",12087167.53
"2015","00292427","Daňové příjmy",286873168.01
"2015","00292427","Kapitálové příjmy",26412452.3
"2015","00292427","Nedaňové příjmy",37449167.18
"2015","00293199","Daňové příjmy",78263700.49
"2015","00293199","Kapitálové příjmy",605670
"2015","00293199","Nedaňové příjmy",17622117.09
"2015","00293881","Daňové příjmy",522634819.74
"2015","00293881","Kapitálové příjmy",74816949
"2015","00293881","Nedaňové příjmy",115170243.22
"2015","00294136","Daňové příjmy",111032989.95
"2015","00294136","Kapitálové příjmy",4069700
"2015","00294136","Nedaňové příjmy",7248261.2
"2015","00294900","Daňové příjmy",138759323.27
"2015","00294900","Kapitálové příjmy",14229441
"2015","00294900","Nedaňové příjmy",39431299.13
"2015","00295671","Daňové příjmy",154598346.76
"2015","00295671","Kapitálové příjmy",18493688
"2015","00295671","Nedaňové příjmy",14104183.94
"2015","00295841","Daňové příjmy",292473471.75
"2015","00295841","Kapitálové příjmy",5271927
"2015","00295841","Nedaňové příjmy",82353971.62
"2015","00295892","Daňové příjmy",221234597.74
"2015","00295892","Kapitálové příjmy",12866832
"2015","00295892","Nedaňové příjmy",79389576.02
"2015","00296139","Daňové příjmy",306190448.9
"2015","00296139","Kapitálové příjmy",8521737
"2015","00296139","Nedaňové příjmy",109834232.63
"2015","00296317","Daňové příjmy",116523499.08
"2015","00296317","Kapitálové příjmy",1422208
"2015","00296317","Nedaňové příjmy",52046705.55
"2015","00296643","Daňové příjmy",791426529.01
"2015","00296643","Kapitálové příjmy",13237850
"2015","00296643","Nedaňové příjmy",158074428.32
"2015","00296651","Daňové příjmy",125422504.92
"2015","00296651","Kapitálové příjmy",25850
"2015","00296651","Nedaňové příjmy",20234796.37
"2015","00296759","Daňové příjmy",73925229.41
"2015","00296759","Kapitálové příjmy",908800
"2015","00296759","Nedaňové příjmy",10967264.8
"2015","00297313","Daňové příjmy",455953692.74
"2015","00297313","Kapitálové příjmy",4042164.25
"2015","00297313","Nedaňové příjmy",85787362.99
"2015","00297437","Daňové příjmy",294940640.29
"2015","00297437","Kapitálové příjmy",24910003
"2015","00297437","Nedaňové příjmy",45251299.5
"2015","00297488","Daňové příjmy",928802912.64
"2015","00297488","Kapitálové příjmy",2359344.68
"2015","00297488","Nedaňové příjmy",42073732.33
"2015","00297534","Daňové příjmy",728279316.01
"2015","00297534","Kapitálové příjmy",16969878.41
"2015","00297534","Nedaňové příjmy",164068887.78
"2015","00297569","Daňové příjmy",273270522.19
"2015","00297569","Kapitálové příjmy",6410953.84
"2015","00297569","Nedaňové příjmy",309567393.17
"2015","00297577","Daňové příjmy",345170462.96
"2015","00297577","Kapitálové příjmy",2574913
"2015","00297577","Nedaňové příjmy",68661559.18
"2015","00297755","Daňové příjmy",94072355.42
"2015","00297755","Kapitálové příjmy",3595968
"2015","00297755","Nedaňové příjmy",39921809.36
"2015","00297852","Daňové příjmy",134532153.66
"2015","00297852","Kapitálové příjmy",7353867
"2015","00297852","Nedaňové příjmy",60402382.7
"2015","00298077","Daňové příjmy",274034992.07
"2015","00298077","Kapitálové příjmy",4097204.51
"2015","00298077","Nedaňové příjmy",44085249.73
"2015","00298212","Daňové příjmy",303279085.97
"2015","00298212","Kapitálové příjmy",8752277
"2015","00298212","Nedaňové příjmy",117835507.89
"2015","00298221","Daňové příjmy",93316951.6
"2015","00298221","Kapitálové příjmy",2583445.8
"2015","00298221","Nedaňové příjmy",10880991.44
"2015","00299138","Daňové příjmy",149675278.38
"2015","00299138","Kapitálové příjmy",16311646
"2015","00299138","Nedaňové příjmy",49075928.05
"2015","00299308","Daňové příjmy",1472509737.38
"2015","00299308","Kapitálové příjmy",3946934.37
"2015","00299308","Nedaňové příjmy",77649243.1
"2015","00299529","Daňové příjmy",183486373.95
"2015","00299529","Kapitálové příjmy",12153132
"2015","00299529","Nedaňové příjmy",25690832.39
"2015","00299634","Daňové příjmy",150405636.36
"2015","00299634","Kapitálové příjmy",4510098
"2015","00299634","Nedaňové příjmy",22418981.09
"2015","00300063","Daňové příjmy",167978705.86
"2015","00300063","Kapitálové příjmy",11586726.65
"2015","00300063","Nedaňové příjmy",30385201.46
"2015","00300292","Daňové příjmy",75896565.2
"2015","00300292","Kapitálové příjmy",9058276
"2015","00300292","Nedaňové příjmy",34374784.97
"2015","00300535","Daňové příjmy",816209314.13
"2015","00300535","Kapitálové příjmy",13472822.74
"2015","00300535","Nedaňové příjmy",128631220.3
"2015","00300870","Daňové příjmy",78132013.89
"2015","00300870","Kapitálové příjmy",3908711
"2015","00300870","Nedaňové příjmy",27479432.98
"2015","00301311","Daňové příjmy",239956135.21
"2015","00301311","Kapitálové příjmy",2417634.2
"2015","00301311","Nedaňové příjmy",26245536.91
"2015","00301493","Daňové příjmy",114026124.51
"2015","00301493","Kapitálové příjmy",1968352
"2015","00301493","Nedaňové příjmy",28106568.5
"2015","00301825","Daňové příjmy",600889924.58
"2015","00301825","Kapitálové příjmy",26196866.5
"2015","00301825","Nedaňové příjmy",124817795.82
"2015","00302724","Daňové příjmy",157869515.44
"2015","00302724","Kapitálové příjmy",7080089.18
"2015","00302724","Nedaňové příjmy",29219662.37
"2015","00303038","Daňové příjmy",124887899.64
"2015","00303038","Kapitálové příjmy",1588813.74
"2015","00303038","Nedaňové příjmy",20349756.1
"2015","00303461","Daňové příjmy",352815248.1
"2015","00303461","Kapitálové příjmy",3912003
"2015","00303461","Nedaňové příjmy",79055962.11
"2015","00303640","Daňové příjmy",180308207.95
"2015","00303640","Kapitálové příjmy",4710881.7
"2015","00303640","Nedaňové příjmy",19089307.55
"2015","00304271","Daňové příjmy",216394889.36
"2015","00304271","Kapitálové příjmy",257387
"2015","00304271","Nedaňové příjmy",10027596.08
"2015","00304387","Daňové příjmy",320531120.65
"2015","00304387","Kapitálové příjmy",25033256.5
"2015","00304387","Nedaňové příjmy",62169116.26
"2015","00304450","Daňové příjmy",358021525.48
"2015","00304450","Kapitálové příjmy",16071614.72
"2015","00304450","Nedaňové příjmy",77613019.37
"2015","00845451","Daňové příjmy",6509470650.44
"2015","00845451","Kapitálové příjmy",179066514.88
"2015","00845451","Nedaňové příjmy",1277523985.3
"2015","44992785","Daňové příjmy",8263451568.52
"2015","44992785","Kapitálové příjmy",289426858
"2015","44992785","Nedaňové příjmy",945213062.16
"2016","00075370","Daňové příjmy",4199479317.23
"2016","00075370","Kapitálové příjmy",925850641.45
"2016","00075370","Nedaňové příjmy",958266458.06
"2016","00081531","Daňové příjmy",1462386818.79
"2016","00081531","Kapitálové příjmy",4492483
"2016","00081531","Nedaňové příjmy",87207285.9
"2016","00231401","Daňové příjmy",272537631.73
"2016","00231401","Kapitálové příjmy",2554491
"2016","00231401","Nedaňové příjmy",36995371.46
"2016","00232947","Daňové příjmy",154217521.61
"2016","00232947","Kapitálové příjmy",9371928
"2016","00232947","Nedaňové příjmy",41128161.62
"2016","00232963","Daňové příjmy",78953578.57
"2016","00232963","Kapitálové příjmy",176500
"2016","00232963","Nedaňové příjmy",37606498.85
"2016","00233129","Daňové příjmy",283669676.07
"2016","00233129","Kapitálové příjmy",35976759
"2016","00233129","Nedaňové příjmy",24960941.91
"2016","00233242","Daňové příjmy",120980490.75
"2016","00233242","Kapitálové příjmy",3170480
"2016","00233242","Nedaňové příjmy",9000527.52
"2016","00234516","Daňové příjmy",1002708921.86
"2016","00234516","Kapitálové příjmy",33008657.34
"2016","00234516","Nedaňové příjmy",95898463.56
"2016","00234877","Daňové příjmy",225672074.91
"2016","00234877","Kapitálové příjmy",5776861.34
"2016","00234877","Nedaňové příjmy",13509014.76
"2016","00235334","Daňové příjmy",105668944.32
"2016","00235334","Nedaňové příjmy",4377749.81
"2016","00235440","Daňové příjmy",477200981.64
"2016","00235440","Kapitálové příjmy",42713144.11
"2016","00235440","Nedaňové příjmy",248627001.5
"2016","00236021","Daňové příjmy",167010917.18
"2016","00236021","Kapitálové příjmy",17629053.24
"2016","00236021","Nedaňové příjmy",38696900.69
"2016","00236195","Daňové příjmy",309113216.91
"2016","00236195","Kapitálové příjmy",3542758.5
"2016","00236195","Nedaňové příjmy",77784117.92
"2016","00236977","Daňové příjmy",260567721.95
"2016","00236977","Kapitálové příjmy",803156
"2016","00236977","Nedaňové příjmy",21261504.84
"2016","00237051","Daňové příjmy",266381748.18
"2016","00237051","Kapitálové příjmy",2120354
"2016","00237051","Nedaňové příjmy",37704305.19
"2016","00237108","Daňové příjmy",214018960.57
"2016","00237108","Kapitálové příjmy",14455001
"2016","00237108","Nedaňové příjmy",12650650.51
"2016","00238295","Daňové příjmy",789724702.11
"2016","00238295","Kapitálové příjmy",11171656
"2016","00238295","Nedaňové příjmy",86596543.1
"2016","00238309","Daňové příjmy",115589509.71
"2016","00238309","Kapitálové příjmy",920051
"2016","00238309","Nedaňové příjmy",7426725.97
"2016","00239402","Daňové příjmy",137006710.8
"2016","00239402","Kapitálové příjmy",2927283
"2016","00239402","Nedaňové příjmy",18879727.45
"2016","00239500","Daňové příjmy",238006210.87
"2016","00239500","Kapitálové příjmy",3785470.5
"2016","00239500","Nedaňové příjmy",30576556.43
"2016","00239640","Daňové příjmy",220031150.36
"2016","00239640","Kapitálové příjmy",4167879.28
"2016","00239640","Nedaňové příjmy",26923735.42
"2016","00240079","Daňové příjmy",278293225.71
"2016","00240079","Kapitálové příjmy",5278063
"2016","00240079","Nedaňové příjmy",55108087.3
"2016","00240702","Daňové příjmy",252299639.95
"2016","00240702","Kapitálové příjmy",11514323
"2016","00240702","Nedaňové příjmy",85227543.1
"2016","00241121","Daňové příjmy",145753779.81
"2016","00241121","Kapitálové příjmy",11805029
"2016","00241121","Nedaňové příjmy",44916217.84
"2016","00242098","Daňové příjmy",124553707.11
"2016","00242098","Kapitálové příjmy",1159906.33
"2016","00242098","Nedaňové příjmy",26869961.54
"2016","00243132","Daňové příjmy",492578941.26
"2016","00243132","Kapitálové příjmy",6789150
"2016","00243132","Nedaňové příjmy",79036523.89
"2016","00243272","Daňové příjmy",101090738.31
"2016","00243272","Kapitálové příjmy",4769577
"2016","00243272","Nedaňové příjmy",18820849.28
"2016","00244309","Daňové příjmy",223760035.62
"2016","00244309","Kapitálové příjmy",4654953
"2016","00244309","Nedaňové příjmy",18975279.55
"2016","00244732","Daňové příjmy",1386896113.55
"2016","00244732","Kapitálové příjmy",17502644
"2016","00244732","Nedaňové příjmy",361561039.48
"2016","00245551","Daňové příjmy",77204435.48
"2016","00245551","Kapitálové příjmy",73793.2
"2016","00245551","Nedaňové příjmy",19504473.71
"2016","00245585","Daňové příjmy",114066027.51
"2016","00245585","Kapitálové příjmy",11747863.46
"2016","00245585","Nedaňové příjmy",15012657.06
"2016","00245836","Daňové příjmy",207897625.04
"2016","00245836","Kapitálové příjmy",932634.24
"2016","00245836","Nedaňové příjmy",70657414.62
"2016","00245941","Daňové příjmy",118105059.69
"2016","00245941","Kapitálové příjmy",5879797.5
"2016","00245941","Nedaňové příjmy",19728450.95
"2016","00246476","Daňové příjmy",120353509.65
"2016","00246476","Kapitálové příjmy",9677725
"2016","00246476","Nedaňové příjmy",21275229.63
"2016","00246875","Daňové příjmy",314779442.76
"2016","00246875","Kapitálové příjmy",2663467.92
"2016","00246875","Nedaňové příjmy",112133702.31
"2016","00247618","Daňové příjmy",143592793.92
"2016","00247618","Kapitálové příjmy",9255521
"2016","00247618","Nedaňové příjmy",136824329.83
"2016","00248266","Daňové příjmy",165762418.47
"2016","00248266","Kapitálové příjmy",8570952
"2016","00248266","Nedaňové příjmy",82062540.5
"2016","00248789","Daňové příjmy",84440186.57
"2016","00248789","Kapitálové příjmy",600827
"2016","00248789","Nedaňové příjmy",34825233.22
"2016","00248801","Daňové příjmy",275555533.62
"2016","00248801","Kapitálové příjmy",24212416.84
"2016","00248801","Nedaňové příjmy",20665319.96
"2016","00249831","Daňové příjmy",120178571.22
"2016","00249831","Kapitálové příjmy",2115236
"2016","00249831","Nedaňové příjmy",11868630.8
"2016","00249998","Daňové příjmy",431229850.57
"2016","00249998","Kapitálové příjmy",36471756.1
"2016","00249998","Nedaňové příjmy",207518958.63
"2016","00250627","Daňové příjmy",161511040.9
"2016","00250627","Kapitálové příjmy",883168
"2016","00250627","Nedaňové příjmy",37971990.89
"2016","00250805","Daňové příjmy",106975677.37
"2016","00250805","Kapitálové příjmy",6375609
"2016","00250805","Nedaňové příjmy",29513639.33
"2016","00250996","Daňové příjmy",97615643.01
"2016","00250996","Kapitálové příjmy",643000
"2016","00250996","Nedaňové příjmy",17315179.71
"2016","00251810","Daňové příjmy",329968142.4
"2016","00251810","Kapitálové příjmy",5417819.8
"2016","00251810","Nedaňové příjmy",94518619.3
"2016","00251984","Daňové příjmy",102164210.74
"2016","00251984","Kapitálové příjmy",13093156
"2016","00251984","Nedaňové příjmy",18316210.12
"2016","00252921","Daňové příjmy",101339572.93
"2016","00252921","Kapitálové příjmy",12878478
"2016","00252921","Nedaňové příjmy",22093039.11
"2016","00253014","Daňové příjmy",525394100.94
"2016","00253014","Kapitálové příjmy",32869458
"2016","00253014","Nedaňové příjmy",194210188.86
"2016","00253316","Daňové příjmy",177583617.52
"2016","00253316","Kapitálové příjmy",7232021.5
"2016","00253316","Nedaňové příjmy",74823177.43
"2016","00253383","Daňové příjmy",93625235.02
"2016","00253383","Kapitálové příjmy",23817198.1
"2016","00253383","Nedaňové příjmy",14546270.77
"2016","00253901","Daňové příjmy",216092875.67
"2016","00253901","Kapitálové příjmy",3947281
"2016","00253901","Nedaňové příjmy",18634232.61
"2016","00253979","Daňové příjmy",510599840.3
"2016","00253979","Kapitálové příjmy",150402822.3
"2016","00253979","Nedaňové příjmy",125108903.61
"2016","00254061","Daňové příjmy",231003851.08
"2016","00254061","Kapitálové příjmy",5610596.67
"2016","00254061","Nedaňové příjmy",53502564.68
"2016","00254657","Daňové příjmy",802724916.92
"2016","00254657","Kapitálové příjmy",94198111.64
"2016","00254657","Nedaňové příjmy",169609355.4
"2016","00254843","Daňové příjmy",223353530.46
"2016","00254843","Kapitálové příjmy",40100008.2
"2016","00254843","Nedaňové příjmy",87201699.81
"2016","00255513","Daňové příjmy",80968331.14
"2016","00255513","Kapitálové příjmy",13996731.5
"2016","00255513","Nedaňové příjmy",31603404.68
"2016","00255661","Daňové příjmy",311492312.83
"2016","00255661","Kapitálové příjmy",18526589.98
"2016","00255661","Nedaňové příjmy",78886964.88
"2016","00256129","Daňové příjmy",160898213.18
"2016","00256129","Kapitálové příjmy",315630
"2016","00256129","Nedaňové příjmy",41288327.42
"2016","00256455","Daňové příjmy",59015881.75
"2016","00256455","Kapitálové příjmy",4562814
"2016","00256455","Nedaňové příjmy",12743343.94
"2016","00256986","Daňové příjmy",52444368.78
"2016","00256986","Kapitálové příjmy",9551307.33
"2016","00256986","Nedaňové příjmy",24355790.86
"2016","00257125","Daňové příjmy",102368492.89
"2016","00257125","Kapitálové příjmy",13931967
"2016","00257125","Nedaňové příjmy",42757589.13
"2016","00257265","Daňové příjmy",59144570.58
"2016","00257265","Kapitálové příjmy",2676880
"2016","00257265","Nedaňové příjmy",17513649.54
"2016","00257966","Daňové příjmy",54029373.78
"2016","00257966","Kapitálové příjmy",1079121
"2016","00257966","Nedaňové příjmy",11156002.38
"2016","00258199","Daňové příjmy",101460704.9
"2016","00258199","Kapitálové příjmy",1296392
"2016","00258199","Nedaňové příjmy",12325669.41
"2016","00259047","Daňové příjmy",208142988.07
"2016","00259047","Kapitálové příjmy",73664897
"2016","00259047","Nedaňové příjmy",68437842.69
"2016","00259438","Daňové příjmy",99047874.47
"2016","00259438","Kapitálové příjmy",3261721.4
"2016","00259438","Nedaňové příjmy",16396593.84
"2016","00259586","Daňové příjmy",340528094.46
"2016","00259586","Kapitálové příjmy",8770041.75
"2016","00259586","Nedaňové příjmy",131265999.72
"2016","00260177","Daňové příjmy",125851892.83
"2016","00260177","Kapitálové příjmy",1658462.59
"2016","00260177","Nedaňové příjmy",21831441.91
"2016","00260231","Daňové příjmy",185767376.01
"2016","00260231","Kapitálové příjmy",7333324.2
"2016","00260231","Nedaňové příjmy",49382579.45
"2016","00260428","Daňové příjmy",530802747.47
"2016","00260428","Kapitálové příjmy",6117342
"2016","00260428","Nedaňové příjmy",36286348.87
"2016","00260771","Daňové příjmy",150602929.15
"2016","00260771","Kapitálové příjmy",6489464
"2016","00260771","Nedaňové příjmy",9101954.61
"2016","00261238","Daňové příjmy",678120151.23
"2016","00261238","Kapitálové příjmy",8259663
"2016","00261238","Nedaňové příjmy",33940108.91
"2016","00261602","Daňové příjmy",145002622.76
"2016","00261602","Kapitálové příjmy",11218896
"2016","00261602","Nedaňové příjmy",27586850.71
"2016","00261718","Daňové příjmy",203826356.9
"2016","00261718","Kapitálové příjmy",7785000
"2016","00261718","Nedaňové příjmy",24260864.94
"2016","00261891","Daňové příjmy",673515918.44
"2016","00261891","Kapitálové příjmy",26583660.3
"2016","00261891","Nedaňové příjmy",93189865.58
"2016","00261912","Daňové příjmy",267606415.5
"2016","00261912","Kapitálové příjmy",18945210.78
"2016","00261912","Nedaňové příjmy",56253798.09
"2016","00262340","Daňové příjmy",575848463.39
"2016","00262340","Kapitálové příjmy",6369546.83
"2016","00262340","Nedaňové příjmy",143669608.34
"2016","00262587","Daňové příjmy",85786290.68
"2016","00262587","Kapitálové příjmy",2529814
"2016","00262587","Nedaňové příjmy",15561800.9
"2016","00262633","Daňové příjmy",82602922.1
"2016","00262633","Kapitálové příjmy",239914
"2016","00262633","Nedaňové příjmy",40350729
"2016","00262781","Daňové příjmy",109657352.29
"2016","00262781","Kapitálové příjmy",5416254
"2016","00262781","Nedaňové příjmy",21651324.5
