"year","ico","class_of_revenue","Revenue_CZK"
"2013","00258199","Kapitálové příjmy",653000
"2013","00258199","Nedaňové příjmy",12603502.53
"2013","00259047","Daňové příjmy",188721128.25
"2013","00259047","Kapitálové příjmy",21145175
"2013","00259047","Nedaňové příjmy",63857363.54
"2013","00259438","Daňové příjmy",83307792.04
"2013","00259438","Kapitálové příjmy",1624786
"2013","00259438","Nedaňové příjmy",16885642.6
"2013","00259586","Daňové příjmy",296168625.3
"2013","00259586","Kapitálové příjmy",22153106.95
"2013","00259586","Nedaňové příjmy",126981861.64
"2013","00260177","Daňové příjmy",103997383.77
"2013","00260177","Kapitálové příjmy",1284549
"2013","00260177","Nedaňové příjmy",21307599.82
"2013","00260231","Daňové příjmy",160529929.93
"2013","00260231","Kapitálové příjmy",4014173
"2013","00260231","Nedaňové příjmy",57504519
"2013","00260428","Daňové příjmy",449301869.12
"2013","00260428","Kapitálové příjmy",4216171
"2013","00260428","Nedaňové příjmy",37187675.32
"2013","00260771","Daňové příjmy",133398910.41
"2013","00260771","Kapitálové příjmy",6890093
"2013","00260771","Nedaňové příjmy",8612018
"2013","00261238","Daňové příjmy",581883167
"2013","00261238","Kapitálové příjmy",6661278
"2013","00261238","Nedaňové příjmy",48305380.05
"2013","00261602","Daňové příjmy",127533040.24
"2013","00261602","Kapitálové příjmy",5545225
"2013","00261602","Nedaňové příjmy",27035019.33
"2013","00261718","Daňové příjmy",179221216.51
"2013","00261718","Kapitálové příjmy",3517007
"2013","00261718","Nedaňové příjmy",25039521.74
"2013","00261891","Daňové příjmy",623034163.63
"2013","00261891","Kapitálové příjmy",22507660
"2013","00261891","Nedaňové příjmy",76736237.42
"2013","00261912","Daňové příjmy",262624622.83
"2013","00261912","Kapitálové příjmy",15046766.7
"2013","00261912","Nedaňové příjmy",50795774.12
"2013","00262340","Daňové příjmy",509712866.61
"2013","00262340","Kapitálové příjmy",33395996
"2013","00262340","Nedaňové příjmy",152124917.75
"2013","00262587","Daňové příjmy",75601406.63
"2013","00262587","Kapitálové příjmy",1619908
"2013","00262587","Nedaňové příjmy",17724315.71
"2013","00262633","Daňové příjmy",75637192.33
"2013","00262633","Kapitálové příjmy",20310933.18
"2013","00262633","Nedaňové příjmy",38072939.82
"2013","00262781","Daňové příjmy",92144348.46
"2013","00262781","Kapitálové příjmy",2037923
"2013","00262781","Nedaňové příjmy",22519600.99
"2013","00262978","Daňové příjmy",1341991684.93
"2013","00262978","Kapitálové příjmy",30800
"2013","00262978","Nedaňové příjmy",103714834.97
"2013","00263958","Daňové příjmy",299183429.55
"2013","00263958","Kapitálové příjmy",15775037.69
"2013","00263958","Nedaňové příjmy",37292918.75
"2013","00263991","Daňové příjmy",121407549.35
"2013","00263991","Kapitálové příjmy",3847604
"2013","00263991","Nedaňové příjmy",69648284.1
"2013","00264334","Daňové příjmy",165322383.85
"2013","00264334","Kapitálové příjmy",210000
"2013","00264334","Nedaňové příjmy",27007259.93
"2013","00265209","Daňové příjmy",223993220.55
"2013","00265209","Kapitálové příjmy",5781916
"2013","00265209","Nedaňové příjmy",32711202.68
"2013","00265365","Daňové příjmy",79913180.3
"2013","00265365","Kapitálové příjmy",4643965
"2013","00265365","Nedaňové příjmy",9201538.7
"2013","00265781","Daňové příjmy",236153347.1
"2013","00265781","Kapitálové příjmy",5482420
"2013","00265781","Nedaňové příjmy",37234780.82
"2013","00266027","Daňové příjmy",344576434.94
"2013","00266027","Kapitálové příjmy",19529543.5
"2013","00266027","Nedaňové příjmy",36028150.09
"2013","00266094","Daňové příjmy",890195445.15
"2013","00266094","Kapitálové příjmy",12099349.96
"2013","00266094","Nedaňové příjmy",76187132.25
"2013","00266230","Daňové příjmy",181602717.91
"2013","00266230","Kapitálové příjmy",5527835
"2013","00266230","Nedaňové příjmy",80306502.36
"2013","00266621","Daňové příjmy",629491298.82
"2013","00266621","Kapitálové příjmy",5816386
"2013","00266621","Nedaňové příjmy",91416406.97
"2013","00267449","Daňové příjmy",296939353.36
"2013","00267449","Kapitálové příjmy",51920548
"2013","00267449","Nedaňové příjmy",72550300.08
"2013","00267538","Daňové příjmy",111927194.68
"2013","00267538","Kapitálové příjmy",5635319
"2013","00267538","Nedaňové příjmy",9863110.9
"2013","00268321","Daňové příjmy",81931704.07
"2013","00268321","Kapitálové příjmy",5343211
"2013","00268321","Nedaňové příjmy",22802233.1
"2013","00268810","Daňové příjmy",1391280327.86
"2013","00268810","Kapitálové příjmy",88345756
"2013","00268810","Nedaňové příjmy",212706995.87
"2013","00269247","Daňové příjmy",89155058.51
"2013","00269247","Kapitálové příjmy",2454985
"2013","00269247","Nedaňové příjmy",32226988.89
"2013","00270059","Daňové příjmy",123082941.01
"2013","00270059","Kapitálové příjmy",4945547
"2013","00270059","Nedaňové příjmy",34478266.21
"2013","00270211","Daňové příjmy",286469341.01
"2013","00270211","Kapitálové příjmy",17136782
"2013","00270211","Nedaňové příjmy",36059659.85
"2013","00271560","Daňové příjmy",100079132.73
"2013","00271560","Kapitálové příjmy",11222591
"2013","00271560","Nedaňové příjmy",20830242.31
"2013","00271632","Daňové příjmy",217841335.31
"2013","00271632","Kapitálové příjmy",21841048
"2013","00271632","Nedaňové příjmy",42269337.26
"2013","00271888","Daňové příjmy",100007716.44
"2013","00271888","Kapitálové příjmy",12976151
"2013","00271888","Nedaňové příjmy",29624359.78
"2013","00272523","Daňové příjmy",89507881.98
"2013","00272523","Kapitálové příjmy",8084139
"2013","00272523","Nedaňové příjmy",34511616.25
"2013","00272728","Daňové příjmy",143230461.73
"2013","00272728","Kapitálové příjmy",3124549
"2013","00272728","Nedaňové příjmy",48151334.63
"2013","00272868","Daňové příjmy",235563818.85
"2013","00272868","Kapitálové příjmy",7622044.2
"2013","00272868","Nedaňové příjmy",20526233
"2013","00272876","Daňové příjmy",107193635.99
"2013","00272876","Kapitálové příjmy",2249132
"2013","00272876","Nedaňové příjmy",29896093.04
"2013","00273571","Daňové příjmy",76936990.67
"2013","00273571","Kapitálové příjmy",20367545.56
"2013","00273571","Nedaňové příjmy",29374078.61
"2013","00274046","Daňové příjmy",1236992775.72
"2013","00274046","Kapitálové příjmy",72304840
"2013","00274046","Nedaňové příjmy",297546270.2
"2013","00274101","Daňové příjmy",110987457.44
"2013","00274101","Kapitálové příjmy",12592140
"2013","00274101","Nedaňové příjmy",11182495.25
"2013","00274879","Daňové příjmy",104522184.73
"2013","00274879","Kapitálové příjmy",1984218
"2013","00274879","Nedaňové příjmy",27751628.62
"2013","00274968","Daňové příjmy",78911274.52
"2013","00274968","Kapitálové příjmy",887266
"2013","00274968","Nedaňové příjmy",14861479.3
"2013","00275336","Daňové příjmy",147884377.47
"2013","00275336","Kapitálové příjmy",1907469
"2013","00275336","Nedaňové příjmy",60580744.59
"2013","00275808","Daňové příjmy",73332932.16
"2013","00275808","Kapitálové příjmy",6287615
"2013","00275808","Nedaňové příjmy",30169037.32
"2013","00276111","Daňové příjmy",102317045.94
"2013","00276111","Kapitálové příjmy",10000
"2013","00276111","Nedaňové příjmy",16125355.48
"2013","00276227","Daňové příjmy",200530486.36
"2013","00276227","Kapitálové příjmy",8330441
"2013","00276227","Nedaňové příjmy",70633975.34
"2013","00276944","Daňové příjmy",145232184.43
"2013","00276944","Kapitálové příjmy",86000
"2013","00276944","Nedaňové příjmy",7190890.98
"2013","00277037","Daňové příjmy",125358263.08
"2013","00277037","Kapitálové příjmy",6533284
"2013","00277037","Nedaňové příjmy",26109564.11
"2013","00277177","Daňové příjmy",115039636.98
"2013","00277177","Kapitálové příjmy",5082321
"2013","00277177","Nedaňové příjmy",57271764.94
"2013","00277444","Daňové příjmy",209768140.57
"2013","00277444","Kapitálové příjmy",6340975
"2013","00277444","Nedaňové příjmy",69369322.99
"2013","00277819","Daňové příjmy",184222722.58
"2013","00277819","Kapitálové příjmy",7461663
"2013","00277819","Nedaňové příjmy",78569094.82
"2013","00278360","Daňové příjmy",369817581.69
"2013","00278360","Kapitálové příjmy",13089189.4
"2013","00278360","Nedaňové příjmy",57342367.61
"2013","00278475","Daňové příjmy",154245605.25
"2013","00278475","Kapitálové příjmy",55148722
"2013","00278475","Nedaňové příjmy",83434284.06
"2013","00278653","Daňové příjmy",173003748.4
"2013","00278653","Kapitálové příjmy",3427720
"2013","00278653","Nedaňové příjmy",19053289.29
"2013","00279072","Daňové příjmy",53059285.54
"2013","00279072","Kapitálové příjmy",4328156
"2013","00279072","Nedaňové příjmy",11166535.1
"2013","00279102","Daňové příjmy",121425328.84
"2013","00279102","Kapitálové příjmy",9728909.5
"2013","00279102","Nedaňové příjmy",21890045.2
"2013","00279676","Daňové příjmy",165701547.79
"2013","00279676","Kapitálové příjmy",6724469
"2013","00279676","Nedaňové příjmy",22312983.66
"2013","00279773","Daňové příjmy",152118974.26
"2013","00279773","Kapitálové příjmy",5853241
"2013","00279773","Nedaňové příjmy",30785439.37
"2013","00279846","Daňové příjmy",80747604.81
"2013","00279846","Kapitálové příjmy",3825974
"2013","00279846","Nedaňové příjmy",15074338.87
"2013","00279943","Daňové příjmy",236613671.14
"2013","00279943","Kapitálové příjmy",16674703.45
"2013","00279943","Nedaňové příjmy",40690730.78
"2013","00279978","Daňové příjmy",144759806.33
"2013","00279978","Kapitálové příjmy",9200375
"2013","00279978","Nedaňové příjmy",27441195.88
"2013","00281859","Daňové příjmy",112492579.58
"2013","00281859","Kapitálové příjmy",5704560.1
"2013","00281859","Nedaňové příjmy",10929485.4
"2013","00281964","Daňové příjmy",135307017.53
"2013","00281964","Kapitálové příjmy",15745578
"2013","00281964","Nedaňové příjmy",37506730.44
"2013","00282481","Daňové příjmy",68795700.81
"2013","00282481","Kapitálové příjmy",6853166
"2013","00282481","Nedaňové příjmy",4426247.03
"2013","00282651","Daňové příjmy",104863034.55
"2013","00282651","Kapitálové příjmy",462251
"2013","00282651","Nedaňové příjmy",18016812.01
"2013","00282707","Daňové příjmy",110673903.01
"2013","00282707","Kapitálové příjmy",189140
"2013","00282707","Nedaňové příjmy",27498593.54
"2013","00282979","Daňové příjmy",49758886.5
"2013","00282979","Kapitálové příjmy",2722250
"2013","00282979","Nedaňové příjmy",19659471.32
"2013","00283061","Daňové příjmy",306084767.31
"2013","00283061","Kapitálové příjmy",12300068
"2013","00283061","Nedaňové příjmy",73530091.97
"2013","00283193","Daňové příjmy",80748106.75
"2013","00283193","Kapitálové příjmy",2224697
"2013","00283193","Nedaňové příjmy",23384225.4
"2013","00283347","Daňové příjmy",114427649.04
"2013","00283347","Kapitálové příjmy",29203746
"2013","00283347","Nedaňové příjmy",34039820.11
"2013","00283509","Daňové příjmy",69327657.69
"2013","00283509","Kapitálové příjmy",18109503
"2013","00283509","Nedaňové příjmy",23631552.83
"2013","00283924","Daňové příjmy",992812994.44
"2013","00283924","Kapitálové příjmy",30694318.26
"2013","00283924","Nedaňové příjmy",235643557.62
"2013","00284165","Daňové příjmy",75637688.61
"2013","00284165","Kapitálové příjmy",3334775
"2013","00284165","Nedaňové příjmy",16014223.17
"2013","00284301","Daňové příjmy",232792183.77
"2013","00284301","Kapitálové příjmy",2181769
"2013","00284301","Nedaňové příjmy",38294026.94
"2013","00284611","Daňové příjmy",61451419.96
"2013","00284611","Kapitálové příjmy",858240
"2013","00284611","Nedaňové příjmy",17822552.28
"2013","00284653","Daňové příjmy",55224323.02
"2013","00284653","Kapitálové příjmy",3834963
"2013","00284653","Nedaňové příjmy",10126060.21
"2013","00284891","Daňové příjmy",309914863.81
"2013","00284891","Kapitálové příjmy",11474952.08
"2013","00284891","Nedaňové příjmy",51298582.34
"2013","00285030","Daňové příjmy",151529620.33
"2013","00285030","Kapitálové příjmy",3509498
"2013","00285030","Nedaňové příjmy",28587178.29
"2013","00285455","Daňové příjmy",134685116.99
"2013","00285455","Kapitálové příjmy",4534448
"2013","00285455","Nedaňové příjmy",16737457.32
"2013","00286010","Daňové příjmy",663228819.09
"2013","00286010","Kapitálové příjmy",66921985.07
"2013","00286010","Nedaňové příjmy",158908927.8
"2013","00286745","Daňové příjmy",66604745.2
"2013","00286745","Kapitálové příjmy",1249298
"2013","00286745","Nedaňové příjmy",13056950.69
"2013","00287113","Daňové příjmy",103720818.75
"2013","00287113","Kapitálové příjmy",865190
"2013","00287113","Nedaňové příjmy",31690588.16
"2013","00287172","Daňové příjmy",144586615.84
"2013","00287172","Kapitálové příjmy",7321499.8
"2013","00287172","Nedaňové příjmy",23517159.21
"2013","00287351","Daňové příjmy",330655413.48
"2013","00287351","Kapitálové příjmy",1172100
"2013","00287351","Nedaňové příjmy",19293621.05
"2013","00288365","Daňové příjmy",35960862.07
"2013","00288365","Kapitálové příjmy",444872
"2013","00288365","Nedaňové příjmy",6239959.96
"2013","00288659","Daňové příjmy",569861125.75
"2013","00288659","Kapitálové příjmy",12222692
"2013","00288659","Nedaňové příjmy",116998687.26
"2013","00289931","Daňové příjmy",94168299.55
"2013","00289931","Kapitálové příjmy",1559980
"2013","00289931","Nedaňové příjmy",5738590.17
"2013","00289965","Daňové příjmy",57162124.39
"2013","00289965","Kapitálové příjmy",8138279
"2013","00289965","Nedaňové příjmy",12084495.19
"2013","00290629","Daňové příjmy",440311994.15
"2013","00290629","Kapitálové příjmy",10073354
"2013","00290629","Nedaňové příjmy",18117527.51
"2013","00291463","Daňové příjmy",215388932.89
"2013","00291463","Kapitálové příjmy",9231270
"2013","00291463","Nedaňové příjmy",43774219.07
"2013","00291471","Daňové příjmy",330450640.81
"2013","00291471","Kapitálové příjmy",29825941
"2013","00291471","Nedaňové příjmy",126189052
"2013","00291676","Daňové příjmy",78952608.35
"2013","00291676","Kapitálové příjmy",3626590
"2013","00291676","Nedaňové příjmy",9535473.13
"2013","00292311","Daňové příjmy",76039576.19
"2013","00292311","Kapitálové příjmy",3511642
"2013","00292311","Nedaňové příjmy",7688973.21
"2013","00292427","Daňové příjmy",266235099.44
"2013","00292427","Kapitálové příjmy",14834049
